Epoch,chi_Mean_0.25,chi_Mean_1.0,chi_Mean_4.0
1,-53.584380,-46.720564,-77.294172
2,-39.246829,-34.808523,-63.201952
3,-34.238798,-30.231987,-56.498368
4,-30.821186,-27.220719,-52.526705
5,-28.182425,-24.905335,-49.838522
6,-26.004621,-23.054311,-47.771267
7,-24.270444,-21.690737,-46.226446
8,-22.957658,-21.711327,-45.004933
9,-23.525888,-22.597640,-43.994237
10,-25.300151,-23.633034,-43.275496
11,-27.118444,-24.597617,-42.777987
12,-28.712583,-25.464538,-42.229532
13,-30.110656,-26.208521,-41.898525
14,-31.112990,-26.740015,-41.477599
15,-32.060830,-27.186692,-41.128195
16,-32.720944,-27.461062,-40.844444
17,-33.304789,-27.741716,-40.456527
18,-33.716808,-27.928813,-40.221081
19,-34.050022,-27.963409,-39.917859
20,-34.297727,-27.998584,-39.675940
21,-34.373727,-28.045032,-39.360270
22,-34.464340,-27.999882,-39.079654
23,-34.543253,-27.915339,-38.859969
24,-34.555603,-27.913452,-38.626832
25,-34.531107,-27.896778,-38.367651
26,-34.471112,-27.879339,-38.169694
27,-34.413499,-27.756393,-37.998364
28,-34.399276,-27.701784,-37.814792
29,-34.289474,-27.606516,-37.605196
30,-34.095030,-27.457668,-37.446090
31,-33.971825,-27.332121,-37.309674
32,-33.820129,-27.245350,-37.050942
33,-33.627797,-27.112219,-36.924783
34,-33.505855,-27.024167,-36.691561
35,-33.258469,-26.898835,-36.587086
36,-33.122824,-26.829096,-36.395504
37,-33.002129,-26.718047,-36.288381
38,-32.861324,-26.617189,-36.148745
39,-32.726292,-26.580338,-35.985828
40,-32.552788,-26.496352,-35.903751
41,-32.422283,-26.314779,-35.711382
42,-32.301895,-26.180604,-35.576714
43,-32.152947,-26.152645,-35.487064
44,-31.967935,-26.088430,-35.348968
45,-31.764855,-26.069091,-35.198169
46,-31.638022,-25.999986,-35.029576
47,-31.532935,-25.859986,-34.903611
48,-31.419036,-25.804164,-34.770701
49,-31.300751,-25.698538,-34.708479
50,-31.177524,-25.642551,-34.598947
51,-31.026065,-25.581667,-34.510497
52,-30.955150,-25.481078,-34.333967
53,-30.776705,-25.359061,-34.181007
54,-30.608098,-25.300818,-34.073001
55,-30.462753,-25.222073,-34.011042
56,-30.324759,-25.139697,-33.908019
57,-30.237619,-25.026605,-33.819332
58,-30.162203,-24.932724,-33.753680
59,-30.040115,-24.824881,-33.648462
60,-29.960308,-24.729632,-33.427259
61,-29.774862,-24.676728,-33.336256
62,-29.758904,-24.577109,-33.256459
63,-29.585490,-24.516552,-33.139786
64,-29.433541,-24.419503,-33.054994
65,-29.242729,-24.330736,-32.975664
66,-29.103801,-24.299868,-32.889307
67,-29.059895,-24.181801,-32.803819
68,-28.905345,-24.145685,-32.771290
69,-28.817275,-24.023845,-32.623789
70,-28.648662,-23.975688,-32.528678
71,-28.481550,-23.887207,-32.423354
72,-28.341386,-23.879312,-32.335717
73,-28.273866,-23.762828,-32.267865
74,-28.167118,-23.703035,-32.192582
75,-28.065079,-23.636295,-32.094607
76,-27.910010,-23.558552,-31.989914
77,-27.742549,-23.460169,-31.901608
78,-27.693988,-23.385105,-31.875025
79,-27.531478,-23.352416,-31.779964
80,-27.363426,-23.273843,-31.655523
81,-27.218578,-23.158236,-31.546803
82,-27.097728,-23.157766,-31.504383
83,-27.019166,-23.154160,-31.409481
84,-26.929008,-23.069713,-31.314561
85,-26.786831,-22.992892,-31.228361
86,-26.705131,-22.988053,-31.179614
87,-26.619271,-22.892396,-31.056360
88,-26.473445,-22.852317,-30.980461
89,-26.372798,-22.849468,-30.908717
90,-26.274282,-22.822308,-30.839442
91,-26.161892,-22.786440,-30.774650
92,-26.084019,-22.710787,-30.665906
93,-26.022888,-22.650340,-30.567834
94,-25.932660,-22.610797,-30.510742
95,-25.769676,-22.567761,-30.437198
96,-25.706928,-22.511391,-30.354677
97,-25.613505,-22.433192,-30.357345
98,-25.502040,-22.378631,-30.259681
99,-25.379339,-22.357958,-30.139949
100,-25.311792,-22.340413,-30.074848
101,-25.183035,-22.309197,-30.010135
102,-25.133226,-22.264774,-29.905148
103,-25.059368,-22.212787,-29.892565
104,-24.975485,-22.162046,-29.815096
105,-24.911871,-22.161479,-29.777613
106,-24.795227,-22.090572,-29.750269
107,-24.725813,-22.091779,-29.681905
108,-24.660459,-22.041680,-29.603227
109,-24.597971,-21.978882,-29.534189
110,-24.534976,-21.964605,-29.505433
111,-24.533722,-21.937780,-29.445034
112,-24.456185,-21.905931,-29.392519
113,-24.383872,-21.879280,-29.302773
114,-24.309513,-21.912459,-29.292443
115,-24.237938,-21.893045,-29.204785
116,-24.187697,-21.824147,-29.150741
117,-24.090438,-21.773031,-29.071679
118,-24.015818,-21.787618,-29.048750
119,-23.969780,-21.763556,-28.966522
120,-23.907822,-21.758574,-28.914276
121,-23.834365,-21.734167,-28.831753
122,-23.745435,-21.703188,-28.757162
123,-23.696873,-21.661801,-28.752186
124,-23.673636,-21.675495,-28.683073
125,-23.644990,-21.620969,-28.652375
126,-23.579124,-21.615725,-28.570883
127,-23.562218,-21.603955,-28.552953
128,-23.552254,-21.529160,-28.515757
129,-23.522668,-21.482493,-28.396011
130,-23.427499,-21.502547,-28.315638
131,-23.356847,-21.520683,-28.317087
132,-23.350101,-21.449989,-28.303204
133,-23.284643,-21.503125,-28.287024
134,-23.251769,-21.469325,-28.190036
135,-23.199208,-21.367955,-28.174553
136,-23.197899,-21.341357,-28.118174
137,-23.114074,-21.370250,-28.007638
138,-23.099822,-21.374067,-28.031961
139,-23.054550,-21.346605,-27.913441
140,-23.064402,-21.326048,-27.930219
141,-23.046739,-21.336755,-27.865056
142,-22.969663,-21.298828,-27.893138
143,-22.989835,-21.259616,-27.800617
144,-22.958144,-21.235795,-27.762495
145,-22.939782,-21.248896,-27.731675
146,-22.928853,-21.207366,-27.719154
147,-22.870628,-21.224803,-27.681274
148,-22.846935,-21.196223,-27.655870
149,-22.825475,-21.229568,-27.634123
150,-22.806026,-21.203146,-27.584120
