Epoch,chi_Mean_0.25,chi_Mean_1.0,chi_Mean_4.0
1,-41.085422,-37.263986,-64.842521
2,-31.482586,-29.335508,-50.529313
3,-28.394040,-25.875616,-43.287094
4,-26.712718,-23.609867,-39.102658
5,-25.539730,-22.056151,-36.471254
6,-24.510617,-20.939574,-34.619892
7,-23.626627,-20.077690,-33.362188
8,-22.928027,-19.391349,-32.370502
9,-22.360812,-18.843530,-31.559310
10,-21.860183,-18.413621,-30.877865
11,-21.337781,-18.055391,-30.316002
12,-20.829821,-17.766541,-29.755832
13,-20.443976,-17.539429,-29.293268
14,-20.099469,-17.328293,-28.864966
15,-19.779162,-17.176783,-28.401367
16,-19.530692,-17.050489,-28.027383
17,-19.303851,-16.944342,-27.651930
18,-19.121490,-16.862315,-27.352124
19,-18.955106,-16.771831,-27.097882
20,-18.823617,-16.696115,-26.795023
21,-18.704686,-16.651011,-26.486738
22,-18.597918,-16.592433,-26.202056
23,-18.477253,-16.555257,-26.000265
24,-18.242807,-16.522069,-25.730362
25,-18.052979,-16.485891,-25.535691
26,-17.898996,-16.468725,-25.323551
27,-17.761817,-16.445473,-25.132819
28,-17.636209,-16.423065,-25.023544
29,-17.551775,-16.405301,-24.820841
30,-17.472838,-16.391845,-24.608773
31,-17.400422,-16.380237,-24.457494
32,-17.317244,-16.361423,-24.228985
33,-17.256978,-16.344193,-24.083823
34,-17.207439,-16.337859,-23.913406
35,-17.162461,-16.329040,-23.772680
36,-17.104098,-16.317905,-23.596094
37,-16.892532,-16.303644,-23.437916
38,-16.759571,-16.297124,-23.343602
39,-16.658388,-16.299994,-23.213558
40,-16.578479,-16.285073,-23.045386
41,-16.503021,-16.271299,-22.950181
42,-16.458294,-16.266208,-22.783992
43,-16.410283,-16.257559,-22.650156
44,-16.359662,-16.265549,-22.508660
45,-16.322188,-16.238180,-22.409221
46,-16.291014,-16.253021,-22.289664
47,-16.273782,-16.249292,-22.185043
48,-16.243914,-16.245206,-22.052691
49,-16.224738,-16.254714,-21.914639
50,-16.199080,-16.234544,-21.857659
51,-16.174401,-16.238782,-21.794931
52,-16.156145,-16.226183,-21.707437
53,-16.131657,-16.226956,-21.616406
54,-16.123698,-16.221916,-21.524631
55,-16.107770,-16.224774,-21.455787
56,-16.094735,-16.223255,-21.379996
57,-16.074186,-16.228262,-21.294993
58,-16.073645,-16.217689,-21.242934
59,-16.065373,-16.215741,-21.203645
60,-16.054356,-16.222480,-21.143326
61,-16.036084,-16.222467,-21.045445
62,-16.028883,-16.216243,-20.944152
63,-16.026995,-16.224610,-20.934208
64,-16.007391,-16.217750,-20.839997
65,-16.013727,-16.217022,-20.777223
66,-16.013976,-16.224223,-20.692729
67,-15.999682,-16.222304,-20.672405
68,-16.008115,-16.207475,-20.601573
69,-15.984867,-16.201194,-20.533197
70,-15.977961,-16.211752,-20.475215
71,-15.970067,-16.210981,-20.423328
72,-15.966427,-16.221977,-20.372961
73,-15.965657,-16.210806,-20.334906
74,-15.968374,-16.210976,-20.273899
75,-15.970475,-16.203746,-20.255255
76,-15.961601,-16.222351,-20.194663
77,-15.955355,-16.228939,-20.163392
78,-15.958235,-16.212120,-20.167896
79,-15.955488,-16.213860,-20.114349
80,-15.942505,-16.212102,-20.081964
81,-15.936170,-16.230248,-20.003901
82,-15.950173,-16.207890,-19.994442
83,-15.946688,-16.218534,-19.933410
84,-15.951468,-16.228022,-19.898371
85,-15.937168,-16.229111,-19.882447
86,-15.922314,-16.220156,-19.874018
87,-15.920186,-16.221797,-19.820881
88,-15.922532,-16.205450,-19.787588
89,-15.927350,-16.214947,-19.790487
90,-15.915657,-16.209416,-19.758764
91,-15.914151,-16.207246,-19.709518
92,-15.922154,-16.222585,-19.709234
93,-15.926691,-16.204301,-19.648460
94,-15.917232,-16.209199,-19.614679
95,-15.906114,-16.199853,-19.580342
96,-15.911944,-16.195411,-19.602041
97,-15.901637,-16.205964,-19.574177
98,-15.892075,-16.209980,-19.526737
99,-15.895686,-16.215627,-19.480663
100,-15.909456,-16.214039,-19.448881
101,-15.908248,-16.210079,-19.441028
102,-15.920194,-16.208628,-19.411541
103,-15.909534,-16.216994,-19.390270
104,-15.892276,-16.224863,-19.366290
105,-15.898685,-16.221598,-19.343472
106,-15.895711,-16.220729,-19.337092
107,-15.901795,-16.246495,-19.285271
108,-15.898889,-16.222691,-19.248595
109,-15.901761,-16.216623,-19.250704
110,-15.907957,-16.214762,-19.208947
111,-15.903164,-16.236365,-19.224227
112,-15.903235,-16.232111,-19.188589
113,-15.898458,-16.226448,-19.150765
114,-15.910502,-16.223859,-19.139000
115,-15.905547,-16.235986,-19.118306
116,-15.912902,-16.213639,-19.116755
117,-15.891720,-16.236033,-19.074144
118,-15.900190,-16.234411,-19.075280
119,-15.898683,-16.231158,-19.040791
120,-15.912015,-16.252007,-19.051916
121,-15.905405,-16.236837,-19.037414
122,-15.899153,-16.251337,-19.021555
123,-15.912688,-16.247827,-18.992884
124,-15.905898,-16.229231,-18.994696
125,-15.894534,-16.234151,-18.962049
126,-15.901401,-16.256311,-18.956016
127,-15.909056,-16.246152,-18.931654
128,-15.906189,-16.248374,-18.910207
129,-15.909584,-16.247989,-18.876959
130,-15.896116,-16.255221,-18.884016
131,-15.905442,-16.244702,-18.892032
132,-15.907222,-16.261869,-18.865614
133,-15.889643,-16.265663,-18.885969
134,-15.888651,-16.257623,-18.856066
135,-15.898390,-16.255569,-18.837658
136,-15.904792,-16.272037,-18.804374
137,-15.906171,-16.279841,-18.768567
138,-15.907948,-16.278419,-18.762420
139,-15.915793,-16.272294,-18.744718
140,-15.908726,-16.264128,-18.767538
141,-15.898261,-16.278567,-18.771937
142,-15.917401,-16.270809,-18.771029
143,-15.906672,-16.279130,-18.749106
144,-15.898597,-16.264693,-18.730247
145,-15.906773,-16.265192,-18.709514
146,-15.914448,-16.267033,-18.712615
147,-15.907472,-16.272576,-18.690764
148,-15.908553,-16.281488,-18.684438
149,-15.902546,-16.279655,-18.653440
150,-15.909223,-16.290667,-18.676380
151,-15.909360,-16.289559,-18.682768
152,-15.915898,-16.280650,-18.673752
153,-15.928540,-16.290264,-18.643954
154,-15.921326,-16.276690,-18.648001
155,-15.932687,-16.279460,-18.634568
156,-15.924161,-16.281291,-18.625904
157,-15.938216,-16.294769,-18.604097
158,-15.927180,-16.310684,-18.575880
159,-15.913014,-16.295815,-18.575070
160,-15.913018,-16.312675,-18.607092
161,-15.930323,-16.297448,-18.566033
162,-15.921859,-16.309221,-18.571878
163,-15.902649,-16.294974,-18.576755
164,-15.920906,-16.294198,-18.575544
165,-15.939354,-16.282711,-18.575788
166,-15.932226,-16.295641,-18.589980
167,-15.940798,-16.302560,-18.576553
168,-15.948889,-16.305564,-18.567473
169,-15.946657,-16.294503,-18.564488
170,-15.952113,-16.325982,-18.567751
171,-15.956196,-16.319314,-18.570548
172,-15.948840,-16.325538,-18.539967
173,-15.956230,-16.321188,-18.535555
174,-15.947266,-16.324967,-18.549176
175,-15.950105,-16.326759,-18.545411
176,-15.945298,-16.341178,-18.559600
177,-15.956058,-16.332762,-18.573453
178,-15.959854,-16.333240,-18.548597
179,-15.953149,-16.344206,-18.535501
180,-15.958305,-16.308350,-18.508998
181,-15.961006,-16.335229,-18.482938
182,-15.969956,-16.330246,-18.502930
183,-15.954169,-16.327103,-18.500938
184,-15.941271,-16.351877,-18.498516
185,-15.964619,-16.336899,-18.497304
186,-15.953553,-16.356752,-18.498332
187,-15.957606,-16.363476,-18.502080
188,-15.961286,-16.372319,-18.511883
189,-15.961220,-16.371200,-18.503575
190,-15.967455,-16.365765,-18.500327
191,-15.978804,-16.364240,-18.475299
192,-15.979594,-16.365747,-18.474549
193,-15.979576,-16.363658,-18.468703
