Epoch,chi_Mean_0.25,chi_Mean_1.0,chi_Mean_4.0
1,-27.609360,-25.338848,-60.730822
2,-19.028788,-18.689761,-48.944935
3,-17.810817,-17.596991,-44.181498
4,-17.549181,-17.305850,-41.667880
5,-17.451695,-17.174415,-39.897593
6,-17.386553,-17.079614,-38.619847
7,-17.328332,-16.994016,-37.492263
8,-17.272247,-16.911323,-36.503172
9,-17.216649,-16.831126,-35.664640
10,-17.161366,-16.753559,-34.924878
11,-17.105325,-16.676699,-34.258346
12,-17.050181,-16.601665,-33.607090
13,-16.995524,-16.527750,-33.045626
14,-16.941097,-16.458281,-32.464777
15,-16.885319,-16.389087,-31.964407
16,-16.829561,-16.320715,-31.474729
17,-16.774015,-16.254642,-31.093475
18,-16.719375,-16.189670,-30.601254
19,-16.664127,-16.124101,-30.221323
20,-16.607894,-16.061684,-29.885608
21,-16.551407,-16.002401,-29.566216
22,-16.494330,-15.946530,-29.241405
23,-16.438550,-15.891404,-29.009973
24,-16.382530,-15.840296,-28.757101
25,-16.327688,-15.789213,-28.534436
26,-16.271733,-15.740492,-28.374557
27,-16.216569,-15.692759,-28.177339
28,-16.161620,-15.645325,-28.063078
29,-16.107864,-15.600128,-27.913638
30,-16.055645,-15.555461,-27.762415
31,-16.004280,-15.512815,-27.590929
32,-15.953590,-15.471746,-27.423670
33,-15.902479,-15.429661,-27.335415
34,-15.854675,-15.388138,-27.191282
35,-15.805284,-15.345709,-27.061912
36,-15.759874,-15.302366,-26.961498
37,-15.716066,-15.257663,-26.885257
38,-15.672580,-15.214835,-26.778713
39,-15.630906,-15.177507,-26.664349
40,-15.589721,-15.138321,-26.512953
41,-15.550942,-15.104847,-26.399398
42,-15.513118,-15.072128,-26.287422
43,-15.478037,-15.042036,-26.161649
44,-15.442168,-15.012783,-26.084994
45,-15.408887,-14.983472,-25.918151
46,-15.376852,-14.955600,-25.869701
47,-15.345996,-14.928950,-25.779676
48,-15.315432,-14.903365,-25.659521
49,-15.287311,-14.878371,-25.556217
50,-15.258560,-14.854648,-25.457189
51,-15.232018,-14.831587,-25.380931
52,-15.206724,-14.807340,-25.278658
53,-15.180996,-14.784615,-25.161369
54,-15.156602,-14.761024,-25.082760
55,-15.133846,-14.736578,-25.009043
56,-15.110903,-14.713985,-24.922584
57,-15.088613,-14.690016,-24.829932
58,-15.066038,-14.667971,-24.738509
59,-15.045870,-14.647966,-24.633919
60,-15.025030,-14.627634,-24.550750
61,-15.004025,-14.609265,-24.449560
62,-14.985425,-14.590167,-24.343915
63,-14.965216,-14.573346,-24.275594
64,-14.946630,-14.555473,-24.169704
65,-14.927508,-14.537858,-24.055743
66,-14.906630,-14.521687,-24.004841
67,-14.883761,-14.503731,-23.855158
68,-14.859314,-14.484989,-23.788206
69,-14.837957,-14.466903,-23.698649
70,-14.821374,-14.448641,-23.698893
71,-14.804600,-14.432817,-23.618103
72,-14.788310,-14.415614,-23.528080
73,-14.772657,-14.400745,-23.407028
74,-14.759305,-14.386875,-23.369871
75,-14.742947,-14.371292,-23.296047
76,-14.728615,-14.354685,-23.220037
77,-14.713853,-14.338240,-23.153738
78,-14.698515,-14.324042,-23.063572
