Epoch,chi_Mean_0.235,chi_Mean_0.94,chi_Mean_3.76
1,-43.513723,-37.156136,-60.355343
2,-31.361277,-28.589256,-50.010748
3,-25.399921,-23.862864,-46.420694
4,-22.195341,-21.216514,-44.610164
5,-20.445877,-19.745842,-43.027950
6,-19.486278,-18.955347,-41.631317
7,-18.896494,-18.528160,-40.502868
8,-18.613424,-18.338954,-39.500757
9,-18.447806,-18.190080,-38.801847
10,-18.339374,-18.102518,-38.187432
11,-18.280737,-18.080149,-37.696248
12,-18.236673,-18.013154,-37.109350
13,-18.216568,-17.991156,-36.585167
14,-18.225356,-17.982117,-36.152054
15,-18.206052,-18.012664,-35.850027
16,-18.183669,-18.040617,-35.466211
17,-18.201555,-18.086138,-35.061674
18,-18.199448,-18.174700,-34.739479
19,-18.219469,-18.243358,-34.471430
20,-18.232012,-18.281661,-33.998141
21,-18.275229,-18.327598,-33.746619
22,-18.249111,-18.349452,-33.515809
23,-18.255422,-18.450942,-33.188678
24,-18.288380,-18.526314,-32.918944
25,-18.250260,-18.550996,-32.702929
26,-18.280789,-18.575677,-32.398027
27,-18.321962,-18.610618,-32.239742
28,-18.291102,-18.611583,-31.948223
29,-18.322761,-18.700159,-31.634037
30,-18.321274,-18.762514,-31.421657
31,-18.351504,-18.678473,-31.221452
32,-18.323918,-18.766914,-30.897861
33,-18.352784,-18.808387,-30.765172
34,-18.385151,-18.801573,-30.477449
35,-18.375856,-18.782084,-30.337576
36,-18.403969,-18.826290,-30.157724
37,-18.428399,-18.863270,-29.894158
38,-18.351632,-18.878640,-29.788956
39,-18.354422,-18.896723,-29.516304
40,-18.373673,-18.856667,-29.312686
41,-18.424819,-18.935473,-29.119423
42,-18.395951,-18.932064,-28.966771
43,-18.373684,-18.983452,-28.846230
44,-18.355926,-18.952033,-28.754852
45,-18.363943,-18.908721,-28.561548
46,-18.365210,-18.938274,-28.348619
47,-18.344430,-18.945142,-28.333668
48,-18.352732,-18.906511,-28.188290
49,-18.325379,-18.914370,-28.003604
50,-18.359203,-18.999754,-27.875218
51,-18.386381,-18.996271,-27.793124
52,-18.346443,-18.912805,-27.705602
53,-18.379626,-18.962437,-27.497231
54,-18.374597,-19.001191,-27.453036
55,-18.406508,-18.994014,-27.306433
56,-18.378623,-18.994979,-27.292549
57,-18.385391,-18.900405,-27.112116
58,-18.385761,-18.912414,-27.106417
59,-18.386626,-18.973789,-26.910249
60,-18.348459,-18.987570,-26.813743
61,-18.376444,-19.048717,-26.714678
62,-18.340871,-19.011291,-26.573807
63,-18.359510,-19.031639,-26.634957
64,-18.373851,-18.950026,-26.572007
65,-18.371302,-18.942703,-26.520395
66,-18.401293,-18.947468,-26.407359
67,-18.397461,-19.011316,-26.306758
68,-18.409113,-18.985757,-26.168714
69,-18.410528,-18.963152,-26.111544
70,-18.479918,-18.996171,-26.063342
71,-18.443710,-18.962544,-26.008520
72,-18.426964,-18.999833,-25.961812
73,-18.508571,-18.957257,-25.875913
74,-18.490719,-18.962695,-25.779722
75,-18.490700,-18.983675,-25.717316
76,-18.518569,-18.981114,-25.680449
77,-18.535293,-18.938036,-25.644574
78,-18.543107,-18.940835,-25.628611
79,-18.521533,-18.916421,-25.559487
80,-18.489219,-18.918599,-25.505700
81,-18.494755,-18.869509,-25.414898
82,-18.509815,-18.889408,-25.392578
83,-18.506222,-18.864639,-25.322688
84,-18.531093,-18.899938,-25.292967
85,-18.546672,-18.914238,-25.283431
86,-18.518666,-18.921876,-25.256351
87,-18.516192,-18.936301,-25.225228
88,-18.551770,-18.915049,-25.194585
89,-18.512543,-18.974664,-25.103880
90,-18.514665,-18.922197,-25.044301
91,-18.522493,-18.909443,-24.985949
92,-18.518936,-18.884217,-24.964715
93,-18.564670,-18.905875,-24.959407
94,-18.513752,-18.966280,-24.843366
95,-18.560858,-18.940199,-24.814520
96,-18.554773,-18.890563,-24.762281
97,-18.535780,-18.887384,-24.695389
98,-18.503757,-18.971021,-24.696764
99,-18.535439,-18.950261,-24.662680
100,-18.574289,-18.914750,-24.632289
101,-18.572259,-18.904372,-24.649231
102,-18.569682,-18.901065,-24.542372
103,-18.634029,-18.906850,-24.542906
