Epoch,chi_Mean_0.235,chi_Mean_0.94,chi_Mean_3.76
1,-42.150468,-39.712361,-65.121303
2,-35.958611,-32.234724,-54.159358
3,-33.999638,-29.046926,-50.969311
4,-32.447409,-27.110666,-49.119049
5,-31.169113,-25.696771,-47.946782
6,-30.110123,-24.574633,-47.143362
7,-29.217386,-23.701504,-46.523816
8,-28.392717,-23.009172,-46.016645
9,-27.550247,-22.405964,-45.838562
10,-26.882751,-21.983621,-45.439750
11,-26.318045,-21.609841,-45.008296
12,-25.840289,-21.363977,-44.748658
13,-25.440606,-21.136164,-44.380600
14,-25.068383,-20.994284,-44.150917
15,-24.740705,-20.845024,-43.858662
16,-24.422914,-20.732340,-43.617909
17,-24.169697,-20.644659,-43.527464
18,-23.940713,-20.569939,-43.258815
19,-23.696943,-20.534184,-43.011273
20,-23.476949,-20.484717,-42.680982
21,-23.292723,-20.421968,-42.415930
22,-23.148299,-20.384890,-42.221067
23,-22.992804,-20.351230,-41.980786
24,-22.871675,-20.333198,-41.802084
25,-22.745344,-20.305255,-41.676895
26,-22.636500,-20.268259,-41.385041
27,-22.555410,-20.263198,-41.175649
28,-22.462312,-20.235183,-41.033535
29,-22.406970,-20.226191,-40.818608
30,-22.305573,-20.189517,-40.676799
31,-22.254660,-20.176127,-40.599386
32,-22.182785,-20.145099,-40.476679
33,-22.108089,-20.081611,-40.360644
34,-22.044341,-20.075586,-40.255464
35,-21.982172,-20.071621,-40.177158
36,-21.948740,-20.097558,-40.026539
37,-21.883840,-20.066807,-39.987831
38,-21.822126,-20.018963,-39.882901
39,-21.760156,-20.035011,-39.700686
40,-21.688480,-20.020649,-39.647950
41,-21.643260,-20.019386,-39.591471
42,-21.605372,-19.980789,-39.534946
43,-21.521758,-19.977970,-39.395747
44,-21.481615,-19.980152,-39.434100
45,-21.415374,-19.951150,-39.246366
46,-21.363738,-19.929005,-39.191526
47,-21.346232,-19.903182,-39.082037
48,-21.276373,-19.908999,-38.962628
49,-21.280228,-19.897174,-38.876285
50,-21.225867,-19.883658,-38.796971
51,-21.189377,-19.878370,-38.778062
52,-21.134377,-19.852107,-38.716656
53,-21.105094,-19.847520,-38.560866
54,-21.078029,-19.824559,-38.412238
55,-21.061400,-19.809764,-38.342371
56,-21.000842,-19.788820,-38.230038
57,-20.982086,-19.768111,-38.140373
58,-20.936032,-19.761568,-38.089827
59,-20.900679,-19.745778,-37.882389
60,-20.835137,-19.734519,-37.911869
61,-20.830478,-19.722459,-37.867572
62,-20.763983,-19.726477,-37.659435
63,-20.771425,-19.721425,-37.566591
64,-20.724531,-19.689333,-37.534497
65,-20.682222,-19.680409,-37.439969
66,-20.689558,-19.660657,-37.403877
67,-20.647015,-19.688414,-37.337538
68,-20.618610,-19.655972,-37.335055
69,-20.606644,-19.651187,-37.110602
70,-20.572107,-19.636239,-36.963907
71,-20.542778,-19.613301,-36.928504
72,-20.495650,-19.599572,-36.831802
73,-20.471181,-19.592560,-36.711713
74,-20.450543,-19.551766,-36.707320
75,-20.433101,-19.561276,-36.723953
76,-20.432018,-19.523005,-36.571391
77,-20.394031,-19.493412,-36.485651
78,-20.363430,-19.480989,-36.238477
79,-20.338308,-19.475349,-36.087769
80,-20.323192,-19.491358,-36.109484
81,-20.279970,-19.472093,-35.958903
82,-20.282879,-19.440726,-35.770970
83,-20.273044,-19.438613,-35.852312
84,-20.252196,-19.436026,-35.782580
85,-20.220749,-19.399706,-35.589290
86,-20.214261,-19.374625,-35.368152
87,-20.183372,-19.360584,-35.422765
88,-20.167249,-19.325472,-35.383942
89,-20.137253,-19.325387,-35.260646
90,-20.119124,-19.331399,-35.186486
91,-20.133882,-19.303409,-35.166791
92,-20.114993,-19.269589,-35.010931
93,-20.066677,-19.251265,-34.948074
94,-20.069049,-19.231363,-34.828778
95,-20.057176,-19.227095,-34.754097
96,-20.055941,-19.248046,-34.533389
97,-20.013904,-19.221823,-34.700210
98,-20.002221,-19.201627,-34.529103
99,-19.992623,-19.203789,-34.491743
100,-19.990765,-19.171041,-34.460740
101,-19.943204,-19.181989,-34.355303
102,-19.940740,-19.166314,-34.198642
103,-19.912955,-19.152097,-34.216753
104,-19.911267,-19.110554,-34.097137
105,-19.887146,-19.127737,-34.107977
106,-19.887857,-19.091021,-33.933386
107,-19.841395,-19.082605,-33.912632
108,-19.800123,-19.072243,-33.862183
109,-19.808602,-19.080432,-33.843806
110,-19.807581,-19.075356,-33.680874
111,-19.776675,-19.058599,-33.657518
112,-19.750255,-19.026161,-33.557112
113,-19.742999,-19.020290,-33.520712
114,-19.732902,-19.013302,-33.529321
115,-19.700115,-19.010712,-33.456341
116,-19.673607,-18.995336,-33.364857
117,-19.653823,-18.950772,-33.338047
118,-19.658509,-18.984795,-33.097907
119,-19.618546,-18.975163,-33.053764
120,-19.593776,-18.950683,-33.018067
121,-19.587036,-18.969906,-32.893330
122,-19.557544,-18.966490,-32.896555
123,-19.546998,-18.945034,-32.873048
124,-19.515217,-18.935705,-32.807691
125,-19.506123,-18.939810,-32.698461
126,-19.475882,-18.908621,-32.502092
