Epoch,beta_max/4,beta_max,4beta_max
485,-11.689526,-11.588355,-11.818309
486,-11.689346,-11.587345,-11.815260
487,-11.686904,-11.586177,-11.814141
488,-11.685549,-11.584282,-11.813372
489,-11.682292,-11.582033,-11.811040
490,-11.680251,-11.581246,-11.807530
491,-11.678953,-11.580981,-11.805125
492,-11.677051,-11.579847,-11.803332
493,-11.673844,-11.577188,-11.801830
494,-11.671368,-11.574364,-11.800467
495,-11.669228,-11.572471,-11.798095
496,-11.667154,-11.571296,-11.796728
497,-11.664127,-11.570171,-11.795156
498,-11.661582,-11.567067,-11.793369
499,-11.659590,-11.564208,-11.792879
500,-11.658251,-11.562825,-11.791651
501,-11.657598,-11.560892,-11.789715
502,-11.656474,-11.558059,-11.787758
503,-11.655183,-11.556292,-11.785694
504,-11.654377,-11.554907,-11.784843
505,-11.652960,-11.554830,-11.781727
506,-11.650921,-11.554388,-11.780149
507,-11.648218,-11.552526,-11.777388
508,-11.644388,-11.549802,-11.775185
509,-11.642993,-11.548888,-11.772542
510,-11.641853,-11.548215,-11.769124
511,-11.639096,-11.545135,-11.767151
512,-11.638458,-11.543774,-11.764484
513,-11.637356,-11.544076,-11.761902
514,-11.635035,-11.543287,-11.759644
515,-11.632598,-11.540975,-11.758524
516,-11.631668,-11.539880,-11.757256
517,-11.630765,-11.539607,-11.755833
518,-11.629417,-11.539527,-11.753587
519,-11.627604,-11.538957,-11.750979
520,-11.626794,-11.534573,-11.750341
521,-11.625439,-11.532568,-11.750727
522,-11.624124,-11.532227,-11.749620
523,-11.622235,-11.529705,-11.747026
524,-11.619382,-11.527775,-11.744171
525,-11.617136,-11.526135,-11.741999
526,-11.616457,-11.524193,-11.740259
527,-11.612596,-11.522741,-11.738310
528,-11.609505,-11.519455,-11.736054
529,-11.609204,-11.515920,-11.733312
530,-11.608012,-11.512500,-11.731873
531,-11.607597,-11.509564,-11.728914
532,-11.606499,-11.508750,-11.727611
533,-11.604249,-11.508265,-11.725615
534,-11.603637,-11.507256,-11.721980
535,-11.599636,-11.506737,-11.720294
536,-11.594999,-11.505072,-11.718121
537,-11.593265,-11.503291,-11.715738
538,-11.591129,-11.503109,-11.714418
539,-11.589766,-11.502024,-11.712734
540,-11.588541,-11.498669,-11.711958
541,-11.587952,-11.496921,-11.710814
542,-11.585323,-11.498285,-11.709428
543,-11.583378,-11.497853,-11.707358
