beta,q_v,q_h,r_v,q_v_hat,q_h_hat,r_v_hat,iter
4.8400,1.0364638651e-01,6.4161641291e-01,1.3791705442e-02,7.5151247211e+00,1.2139893959e+00,2.5000000000e-33,3.0
4.8500,1.0329184533e-01,6.4183956702e-01,1.3683149388e-02,7.5488356076e+00,1.2148412158e+00,2.5000000000e-33,3.0
4.8600,1.0293894475e-01,6.4206131417e-01,1.3575651031e-02,7.5826157080e+00,1.2156883498e+00,2.5000000000e-33,3.0
4.8700,1.0258767638e-01,6.4228166620e-01,1.3469198119e-02,7.6164650246e+00,1.2165308310e+00,2.5000000000e-33,3.0
4.8800,1.0223803182e-01,6.4250063484e-01,1.3363778565e-02,7.6503835591e+00,1.2173686925e+00,2.5000000000e-33,3.0
4.8900,1.0189000273e-01,6.4271823166e-01,1.3259380445e-02,7.6843713137e+00,1.2182019671e+00,2.5000000000e-33,3.0
4.9000,1.0154358077e-01,6.4293446816e-01,1.3155991990e-02,7.7184282903e+00,1.2190306871e+00,2.5000000000e-33,3.0
4.9100,1.0119875765e-01,6.4314935568e-01,1.3053601593e-02,7.7525544908e+00,1.2198548847e+00,2.5000000000e-33,3.0
4.9200,1.0085552513e-01,6.4336290544e-01,1.2952197798e-02,7.7867499172e+00,1.2206745917e+00,2.5000000000e-33,3.0
4.9300,1.0051387497e-01,6.4357512858e-01,1.2851769301e-02,7.8210145714e+00,1.2214898399e+00,2.5000000000e-33,3.0
4.9400,1.0017379898e-01,6.4378603610e-01,1.2752304949e-02,7.8553484552e+00,1.2223006604e+00,2.5000000000e-33,3.0
4.9500,9.9835289007e-02,6.4399563887e-01,1.2653793736e-02,7.8897515707e+00,1.2231070844e+00,2.5000000000e-33,3.0
4.9600,9.9498336918e-02,6.4420394767e-01,1.2556224802e-02,7.9242239196e+00,1.2239091428e+00,2.5000000000e-33,3.0
4.9700,9.9162934623e-02,6.4441097318e-01,1.2459587429e-02,7.9587655037e+00,1.2247068659e+00,2.5000000000e-33,3.0
4.9800,9.8829074063e-02,6.4461672594e-01,1.2363871041e-02,7.9933763249e+00,1.2255002842e+00,2.5000000000e-33,3.0
4.9900,9.8496747213e-02,6.4482121639e-01,1.2269065199e-02,8.0280563851e+00,1.2262894276e+00,2.5000000000e-33,3.0
5.0000,9.8165946081e-02,6.4502445488e-01,1.2175159604e-02,8.0628056860e+00,1.2270743260e+00,2.5000000000e-33,3.0
5.0100,9.7836662712e-02,6.4522645163e-01,1.2082144088e-02,8.0976242293e+00,1.2278550089e+00,2.5000000000e-33,3.0
5.0200,9.7508889181e-02,6.4542721678e-01,1.1990008620e-02,8.1325120169e+00,1.2286315055e+00,2.5000000000e-33,3.0
5.0300,9.7182617601e-02,6.4562676035e-01,1.1898743295e-02,8.1674690505e+00,1.2294038448e+00,2.5000000000e-33,3.0
5.0400,9.6857840119e-02,6.4582509226e-01,1.1808338341e-02,8.2024953318e+00,1.2301720558e+00,2.5000000000e-33,3.0
5.0500,9.6534548915e-02,6.4602222233e-01,1.1718784111e-02,8.2375908625e+00,1.2309361669e+00,2.5000000000e-33,3.0
5.0600,9.6212736206e-02,6.4621816028e-01,1.1630071084e-02,8.2727556443e+00,1.2316962064e+00,2.5000000000e-33,3.0
5.0700,9.5892394242e-02,6.4641291575e-01,1.1542189861e-02,8.3079896790e+00,1.2324522024e+00,2.5000000000e-33,3.0
5.0800,9.5573515309e-02,6.4660649824e-01,1.1455131166e-02,8.3432929681e+00,1.2332041827e+00,2.5000000000e-33,3.0
5.0900,9.5256091728e-02,6.4679891720e-01,1.1368885842e-02,8.3786655134e+00,1.2339521750e+00,2.5000000000e-33,3.0
5.1000,9.4940115855e-02,6.4699018196e-01,1.1283444849e-02,8.4141073164e+00,1.2346962067e+00,2.5000000000e-33,3.0
5.1100,9.4625580082e-02,6.4718030177e-01,1.1198799264e-02,8.4496183789e+00,1.2354363048e+00,2.5000000000e-33,3.0
5.1200,9.4312476835e-02,6.4736928576e-01,1.1114940279e-02,8.4851987023e+00,1.2361724964e+00,2.5000000000e-33,3.0
5.1300,9.4000798576e-02,6.4755714300e-01,1.1031859199e-02,8.5208482883e+00,1.2369048080e+00,2.5000000000e-33,3.0
5.1400,9.3690537803e-02,6.4774388246e-01,1.0949547440e-02,8.5565671385e+00,1.2376332663e+00,2.5000000000e-33,3.0
5.1500,9.3381687049e-02,6.4792951301e-01,1.0867996525e-02,8.5923552544e+00,1.2383578974e+00,2.5000000000e-33,3.0
5.1600,9.3074238881e-02,6.4811404345e-01,1.0787198090e-02,8.6282126376e+00,1.2390787274e+00,2.5000000000e-33,3.0
5.1700,9.2768185904e-02,6.4829748247e-01,1.0707143872e-02,8.6641392897e+00,1.2397957821e+00,2.5000000000e-33,3.0
5.1800,9.2463520757e-02,6.4847983871e-01,1.0627825718e-02,8.7001352120e+00,1.2405090872e+00,2.5000000000e-33,3.0
5.1900,9.2160236115e-02,6.4866112067e-01,1.0549235575e-02,8.7362004063e+00,1.2412186680e+00,2.5000000000e-33,3.0
5.2000,9.1858324689e-02,6.4884133682e-01,1.0471365493e-02,8.7723348739e+00,1.2419245498e+00,2.5000000000e-33,3.0
5.2100,9.1557779225e-02,6.4902049553e-01,1.0394207622e-02,8.8085386163e+00,1.2426267575e+00,2.5000000000e-33,3.0
5.2200,9.1258592504e-02,6.4919860506e-01,1.0317754212e-02,8.8448116350e+00,1.2433253160e+00,2.5000000000e-33,3.0
5.2300,9.0960757344e-02,6.4937567362e-01,1.0241997610e-02,8.8811539315e+00,1.2440202498e+00,2.5000000000e-33,3.0
5.2400,9.0664266597e-02,6.4955170934e-01,1.0166930260e-02,8.9175655072e+00,1.2447115833e+00,2.5000000000e-33,3.0
5.2500,9.0369113152e-02,6.4972672026e-01,1.0092544698e-02,8.9540463636e+00,1.2453993406e+00,2.5000000000e-33,3.0
5.2600,9.0075289932e-02,6.4990071434e-01,1.0018833557e-02,8.9905965020e+00,1.2460835459e+00,2.5000000000e-33,3.0
5.2700,8.9782789897e-02,6.5007369946e-01,9.9457895605e-03,9.0272159239e+00,1.2467642228e+00,2.5000000000e-33,3.0
5.2800,8.9491606041e-02,6.5024568344e-01,9.8734055231e-03,9.0639046306e+00,1.2474413949e+00,2.5000000000e-33,3.0
5.2900,8.9201731394e-02,6.5041667401e-01,9.8016743487e-03,9.1006626236e+00,1.2481150858e+00,2.5000000000e-33,3.0
5.3000,8.8913159023e-02,6.5058667883e-01,9.7305890299e-03,9.1374899042e+00,1.2487853185e+00,2.5000000000e-33,3.0
5.3100,8.8625882027e-02,6.5075570549e-01,9.6601426461e-03,9.1743864738e+00,1.2494521161e+00,2.5000000000e-33,3.0
5.3200,8.8339893543e-02,6.5092376150e-01,9.5903283626e-03,9.2113523337e+00,1.2501155015e+00,2.5000000000e-33,3.0
5.3300,8.8055186743e-02,6.5109085429e-01,9.5211394293e-03,9.2483874852e+00,1.2507754973e+00,2.5000000000e-33,3.0
5.3400,8.7771754832e-02,6.5125699124e-01,9.4525691795e-03,9.2854919298e+00,1.2514321260e+00,2.5000000000e-33,3.0
5.3500,8.7489591053e-02,6.5142217966e-01,9.3846110290e-03,9.3226656686e+00,1.2520854100e+00,2.5000000000e-33,3.0
5.3600,8.7208688681e-02,6.5158642675e-01,9.3172584742e-03,9.3599087030e+00,1.2527353712e+00,2.5000000000e-33,3.0
5.3700,8.6929041029e-02,6.5174973969e-01,9.2505050921e-03,9.3972210343e+00,1.2533820316e+00,2.5000000000e-33,3.0
5.3800,8.6650641443e-02,6.5191212557e-01,9.1843445381e-03,9.4346026637e+00,1.2540254131e+00,2.5000000000e-33,3.0
5.3900,8.6373483305e-02,6.5207359142e-01,9.1187705455e-03,9.4720535926e+00,1.2546655372e+00,2.5000000000e-33,3.0
5.4000,8.6097560030e-02,6.5223414418e-01,9.0537769243e-03,9.5095738221e+00,1.2553024252e+00,2.5000000000e-33,3.0
5.4100,8.5822865070e-02,6.5239379076e-01,8.9893575601e-03,9.5471633536e+00,1.2559360986e+00,2.5000000000e-33,3.0
5.4200,8.5549391910e-02,6.5255253797e-01,8.9255064131e-03,9.5848221882e+00,1.2565665782e+00,2.5000000000e-33,3.0
5.4300,8.5277134069e-02,6.5271039259e-01,8.8622175171e-03,9.6225503273e+00,1.2571938852e+00,2.5000000000e-33,3.0
5.4400,8.5006085103e-02,6.5286736131e-01,8.7994849782e-03,9.6603477719e+00,1.2578180400e+00,2.5000000000e-33,3.0
5.4500,8.4736238599e-02,6.5302345077e-01,8.7373029742e-03,9.6982145233e+00,1.2584390635e+00,2.5000000000e-33,3.0
5.4600,8.4467588181e-02,6.5317866755e-01,8.6756657534e-03,9.7361505827e+00,1.2590569759e+00,2.5000000000e-33,3.0
5.4700,8.4200127505e-02,6.5333301815e-01,8.6145676337e-03,9.7741559513e+00,1.2596717975e+00,2.5000000000e-33,3.0
5.4800,8.3933850263e-02,6.5348650902e-01,8.5540030016e-03,9.8122306303e+00,1.2602835485e+00,2.5000000000e-33,3.0
5.4900,8.3668750180e-02,6.5363914657e-01,8.4939663111e-03,9.8503746208e+00,1.2608922487e+00,2.5000000000e-33,3.0
5.5000,8.3404821015e-02,6.5379093712e-01,8.4344520833e-03,9.8885879239e+00,1.2614979179e+00,2.5000000000e-33,3.0
5.5100,8.3142056560e-02,6.5394188694e-01,8.3754549048e-03,9.9268705409e+00,1.2621005757e+00,2.5000000000e-33,3.0
5.5200,8.2880450642e-02,6.5409200226e-01,8.3169694273e-03,9.9652224728e+00,1.2627002416e+00,2.5000000000e-33,3.0
5.5300,8.2619997120e-02,6.5424128922e-01,8.2589903665e-03,1.0003643721e+01,1.2632969350e+00,2.5000000000e-33,3.0
5.5400,8.2360689887e-02,6.5438975393e-01,8.2015125014e-03,1.0042134286e+01,1.2638906749e+00,2.5000000000e-33,3.0
5.5500,8.2102522870e-02,6.5453740244e-01,8.1445306733e-03,1.0080694169e+01,1.2644814804e+00,2.5000000000e-33,3.0
5.5600,8.1845490029e-02,6.5468424074e-01,8.0880397847e-03,1.0119323372e+01,1.2650693703e+00,2.5000000000e-33,3.0
5.5700,8.1589585355e-02,6.5483027475e-01,8.0320347991e-03,1.0158021896e+01,1.2656543633e+00,2.5000000000e-33,3.0
5.5800,8.1334802876e-02,6.5497551036e-01,7.9765107398e-03,1.0196789740e+01,1.2662364781e+00,2.5000000000e-33,3.0
5.5900,8.1081136649e-02,6.5511995340e-01,7.9214626889e-03,1.0235626908e+01,1.2668157331e+00,2.5000000000e-33,3.0
5.6000,8.0828580765e-02,6.5526360964e-01,7.8668857869e-03,1.0274533399e+01,1.2673921464e+00,2.5000000000e-33,3.0
5.6100,8.0577129349e-02,6.5540648480e-01,7.8127752318e-03,1.0313509215e+01,1.2679657363e+00,2.5000000000e-33,3.0
5.6200,8.0326776556e-02,6.5554858454e-01,7.7591262782e-03,1.0352554357e+01,1.2685365207e+00,2.5000000000e-33,3.0
5.6300,8.0077516576e-02,6.5568991450e-01,7.7059342365e-03,1.0391668825e+01,1.2691045176e+00,2.5000000000e-33,3.0
5.6400,7.9829343628e-02,6.5583048022e-01,7.6531944724e-03,1.0430852622e+01,1.2696697445e+00,2.5000000000e-33,3.0
5.6500,7.9582251965e-02,6.5597028723e-01,7.6009024062e-03,1.0470105747e+01,1.2702322192e+00,2.5000000000e-33,3.0
5.6600,7.9336235873e-02,6.5610934099e-01,7.5490535115e-03,1.0509428202e+01,1.2707919590e+00,2.5000000000e-33,3.0
5.6700,7.9091289669e-02,6.5624764693e-01,7.4976433153e-03,1.0548819988e+01,1.2713489812e+00,2.5000000000e-33,3.0
5.6800,7.8847407700e-02,6.5638521040e-01,7.4466673968e-03,1.0588281106e+01,1.2719033031e+00,2.5000000000e-33,3.0
5.6900,7.8604584346e-02,6.5652203673e-01,7.3961213865e-03,1.0627811557e+01,1.2724549416e+00,2.5000000000e-33,3.0
5.7000,7.8362814019e-02,6.5665813119e-01,7.3460009661e-03,1.0667411341e+01,1.2730039137e+00,2.5000000000e-33,3.0
5.7100,7.8122091161e-02,6.5679349901e-01,7.2963018676e-03,1.0707080461e+01,1.2735502362e+00,2.5000000000e-33,3.0
5.7200,7.7882410247e-02,6.5692814536e-01,7.2470198724e-03,1.0746818916e+01,1.2740939257e+00,2.5000000000e-33,3.0
5.7300,7.7643765780e-02,6.5706207538e-01,7.1981508108e-03,1.0786626707e+01,1.2746349987e+00,2.5000000000e-33,3.0
5.7400,7.7406152297e-02,6.5719529416e-01,7.1496905616e-03,1.0826503837e+01,1.2751734717e+00,2.5000000000e-33,3.0
5.7500,7.7169564365e-02,6.5732780672e-01,7.1016350510e-03,1.0866450305e+01,1.2757093609e+00,2.5000000000e-33,3.0
5.7600,7.6933996579e-02,6.5745961808e-01,7.0539802523e-03,1.0906466112e+01,1.2762426825e+00,2.5000000000e-33,3.0
5.7700,7.6699443569e-02,6.5759073319e-01,7.0067221853e-03,1.0946551260e+01,1.2767734524e+00,2.5000000000e-33,3.0
5.7800,7.6465899992e-02,6.5772115694e-01,6.9598569155e-03,1.0986705750e+01,1.2773016866e+00,2.5000000000e-33,3.0
5.7900,7.6233360535e-02,6.5785089422e-01,6.9133805537e-03,1.1026929581e+01,1.2778274010e+00,2.5000000000e-33,3.0
5.8000,7.6001819918e-02,6.5797994983e-01,6.8672892552e-03,1.1067222756e+01,1.2783506110e+00,2.5000000000e-33,3.0
5.8100,7.5771272888e-02,6.5810832857e-01,6.8215792193e-03,1.1107585275e+01,1.2788713324e+00,2.5000000000e-33,3.0
5.8200,7.5541714224e-02,6.5823603517e-01,6.7762466888e-03,1.1148017139e+01,1.2793895804e+00,2.5000000000e-33,3.0
5.8300,7.5313138733e-02,6.5836307432e-01,6.7312879496e-03,1.1188518348e+01,1.2799053705e+00,2.5000000000e-33,3.0
5.8400,7.5085541251e-02,6.5848945069e-01,6.6866993296e-03,1.1229088905e+01,1.2804187178e+00,2.5000000000e-33,3.0
5.8500,7.4858916646e-02,6.5861516888e-01,6.6424771987e-03,1.1269728809e+01,1.2809296375e+00,2.5000000000e-33,3.0
5.8600,7.4633259814e-02,6.5874023348e-01,6.5986179680e-03,1.1310438061e+01,1.2814381444e+00,2.5000000000e-33,3.0
5.8700,7.4408565678e-02,6.5886464902e-01,6.5551180892e-03,1.1351216662e+01,1.2819442534e+00,2.5000000000e-33,3.0
5.8800,7.4184829194e-02,6.5898841999e-01,6.5119740545e-03,1.1392064614e+01,1.2824479792e+00,2.5000000000e-33,3.0
5.8900,7.3962045342e-02,6.5911155085e-01,6.4691823954e-03,1.1432981917e+01,1.2829493366e+00,2.5000000000e-33,3.0
5.9000,7.3740209136e-02,6.5923404602e-01,6.4267396829e-03,1.1473968571e+01,1.2834483400e+00,2.5000000000e-33,3.0
5.9100,7.3519315613e-02,6.5935590989e-01,6.3846425264e-03,1.1515024578e+01,1.2839450038e+00,2.5000000000e-33,3.0
5.9200,7.3299359843e-02,6.5947714678e-01,6.3428875736e-03,1.1556149938e+01,1.2844393424e+00,2.5000000000e-33,3.0
5.9300,7.3080336922e-02,6.5959776101e-01,6.3014715098e-03,1.1597344653e+01,1.2849313699e+00,2.5000000000e-33,3.0
5.9400,7.2862241973e-02,6.5971775685e-01,6.2603910578e-03,1.1638608723e+01,1.2854211004e+00,2.5000000000e-33,3.0
5.9500,7.2645070150e-02,6.5983713853e-01,6.2196429766e-03,1.1679942148e+01,1.2859085480e+00,2.5000000000e-33,3.0
5.9600,7.2428816633e-02,6.5995591024e-01,6.1792240620e-03,1.1721344931e+01,1.2863937265e+00,2.5000000000e-33,3.0
5.9700,7.2213476630e-02,6.6007407614e-01,6.1391311451e-03,1.1762817070e+01,1.2868766496e+00,2.5000000000e-33,3.0
5.9800,7.1999045375e-02,6.6019164036e-01,6.0993610928e-03,1.1804358568e+01,1.2873573311e+00,2.5000000000e-33,3.0
5.9900,7.1785518132e-02,6.6030860698e-01,6.0599108067e-03,1.1845969425e+01,1.2878357846e+00,2.5000000000e-33,3.0
6.0000,7.1572890191e-02,6.6042498007e-01,6.0207772227e-03,1.1887649641e+01,1.2883120234e+00,2.5000000000e-33,3.0
6.0100,7.1361156868e-02,6.6054076363e-01,5.9819573109e-03,1.1929399218e+01,1.2887860611e+00,2.5000000000e-33,3.0
6.0200,7.1150313508e-02,6.6065596166e-01,5.9434480751e-03,1.1971218156e+01,1.2892579108e+00,2.5000000000e-33,3.0
6.0300,7.0940355482e-02,6.6077057811e-01,5.9052465520e-03,1.2013106457e+01,1.2897275858e+00,2.5000000000e-33,3.0
6.0400,7.0731278187e-02,6.6088461689e-01,5.8673498112e-03,1.2055064120e+01,1.2901950992e+00,2.5000000000e-33,3.0
6.0500,7.0523077047e-02,6.6099808189e-01,5.8297549547e-03,1.2097091146e+01,1.2906604638e+00,2.5000000000e-33,3.0
6.0600,7.0315747512e-02,6.6111097697e-01,5.7924591162e-03,1.2139187537e+01,1.2911236927e+00,2.5000000000e-33,3.0
6.0700,7.0109285060e-02,6.6122330595e-01,5.7554594613e-03,1.2181353293e+01,1.2915847986e+00,2.5000000000e-33,3.0
6.0800,6.9903685193e-02,6.6133507261e-01,5.7187531865e-03,1.2223588414e+01,1.2920437942e+00,2.5000000000e-33,3.0
6.0900,6.9698943440e-02,6.6144628071e-01,5.6823375190e-03,1.2265892902e+01,1.2925006921e+00,2.5000000000e-33,3.0
6.1000,6.9495055354e-02,6.6155693398e-01,5.6462097165e-03,1.2308266757e+01,1.2929555049e+00,2.5000000000e-33,3.0
6.1100,6.9292016518e-02,6.6166703611e-01,5.6103670666e-03,1.2350709979e+01,1.2934082449e+00,2.5000000000e-33,3.0
6.1200,6.9089822536e-02,6.6177659076e-01,5.5748068868e-03,1.2393222571e+01,1.2938589246e+00,2.5000000000e-33,3.0
6.1300,6.8888469039e-02,6.6188560157e-01,5.5395265234e-03,1.2435804531e+01,1.2943075561e+00,2.5000000000e-33,3.0
6.1400,6.8687951684e-02,6.6199407215e-01,5.5045233519e-03,1.2478455861e+01,1.2947541516e+00,2.5000000000e-33,3.0
6.1500,6.8488266152e-02,6.6210200605e-01,5.4697947763e-03,1.2521176562e+01,1.2951987233e+00,2.5000000000e-33,3.0
6.1600,6.8289408151e-02,6.6220940684e-01,5.4353382287e-03,1.2563966634e+01,1.2956412830e+00,2.5000000000e-33,3.0
6.1700,6.8091373411e-02,6.6231627802e-01,5.4011511691e-03,1.2606826078e+01,1.2960818426e+00,2.5000000000e-33,3.0
6.1800,6.7894157688e-02,6.6242262307e-01,5.3672310850e-03,1.2649754895e+01,1.2965204140e+00,2.5000000000e-33,3.0
6.1900,6.7697756764e-02,6.6252844546e-01,5.3335754909e-03,1.2692753085e+01,1.2969570090e+00,2.5000000000e-33,3.0
6.2000,6.7502166443e-02,6.6263374861e-01,5.3001819283e-03,1.2735820648e+01,1.2973916390e+00,2.5000000000e-33,3.0
6.2100,6.7307382554e-02,6.6273853593e-01,5.2670479652e-03,1.2778957587e+01,1.2978243158e+00,2.5000000000e-33,3.0
6.2200,6.7113400951e-02,6.6284281078e-01,5.2341711956e-03,1.2822163900e+01,1.2982550507e+00,2.5000000000e-33,3.0
6.2300,6.6920217513e-02,6.6294657651e-01,5.2015492394e-03,1.2865439590e+01,1.2986838551e+00,2.5000000000e-33,3.0
6.2400,6.6727828139e-02,6.6304983644e-01,5.1691797423e-03,1.2908784656e+01,1.2991107405e+00,2.5000000000e-33,3.0
6.2500,6.6536228755e-02,6.6315259385e-01,5.1370603747e-03,1.2952199099e+01,1.2995357179e+00,2.5000000000e-33,3.0
6.2600,6.6345415311e-02,6.6325485202e-01,5.1051888325e-03,1.2995682919e+01,1.2999587985e+00,2.5000000000e-33,3.0
6.2700,6.6155383778e-02,6.6335661417e-01,5.0735628358e-03,1.3039236119e+01,1.3003799935e+00,2.5000000000e-33,3.0
6.2800,6.5966130153e-02,6.6345788353e-01,5.0421801291e-03,1.3082858697e+01,1.3007993137e+00,2.5000000000e-33,3.0
6.2900,6.5777650453e-02,6.6355866327e-01,5.0110384809e-03,1.3126550655e+01,1.3012167701e+00,2.5000000000e-33,3.0
6.3000,6.5589940720e-02,6.6365895655e-01,4.9801356837e-03,1.3170311993e+01,1.3016323736e+00,2.5000000000e-33,3.0
6.3100,6.5402997021e-02,6.6375876651e-01,4.9494695530e-03,1.3214142712e+01,1.3020461348e+00,2.5000000000e-33,3.0
6.3200,6.5216815442e-02,6.6385809626e-01,4.9190379279e-03,1.3258042812e+01,1.3024580645e+00,2.5000000000e-33,3.0
6.3300,6.5031392093e-02,6.6395694887e-01,4.8888386700e-03,1.3302012294e+01,1.3028681733e+00,2.5000000000e-33,3.0
6.3400,6.4846723108e-02,6.6405532742e-01,4.8588696637e-03,1.3346051159e+01,1.3032764717e+00,2.5000000000e-33,3.0
6.3500,6.4662804642e-02,6.6415323492e-01,4.8291288157e-03,1.3390159408e+01,1.3036829701e+00,2.5000000000e-33,3.0
6.3600,6.4479632872e-02,6.6425067440e-01,4.7996140548e-03,1.3434337040e+01,1.3040876789e+00,2.5000000000e-33,3.0
6.3700,6.4297203999e-02,6.6434764884e-01,4.7703233316e-03,1.3478584056e+01,1.3044906085e+00,2.5000000000e-33,3.0
6.3800,6.4115514244e-02,6.6444416119e-01,4.7412546181e-03,1.3522900457e+01,1.3048917690e+00,2.5000000000e-33,3.0
6.3900,6.3934559850e-02,6.6454021440e-01,4.7124059078e-03,1.3567286244e+01,1.3052911706e+00,2.5000000000e-33,3.0
6.4000,6.3754337084e-02,6.6463581139e-01,4.6837752151e-03,1.3611741417e+01,1.3056888235e+00,2.5000000000e-33,3.0
6.4100,6.3574842232e-02,6.6473095504e-01,4.6553605751e-03,1.3656265977e+01,1.3060847376e+00,2.5000000000e-33,3.0
6.4200,6.3396071603e-02,6.6482564822e-01,4.6271600437e-03,1.3700859924e+01,1.3064789228e+00,2.5000000000e-33,3.0
6.4300,6.3218021527e-02,6.6491989379e-01,4.5991716968e-03,1.3745523258e+01,1.3068713891e+00,2.5000000000e-33,3.0
6.4400,6.3040688356e-02,6.6501369455e-01,4.5713936305e-03,1.3790255981e+01,1.3072621463e+00,2.5000000000e-33,3.0
6.4500,6.2864068461e-02,6.6510705333e-01,4.5438239607e-03,1.3835058093e+01,1.3076512041e+00,2.5000000000e-33,3.0
6.4600,6.2688158236e-02,6.6519997289e-01,4.5164608228e-03,1.3879929594e+01,1.3080385721e+00,2.5000000000e-33,3.0
6.4700,6.2512954095e-02,6.6529245599e-01,4.4893023717e-03,1.3924870485e+01,1.3084242600e+00,2.5000000000e-33,3.0
6.4800,6.2338452475e-02,6.6538450536e-01,4.4623467812e-03,1.3969880767e+01,1.3088082774e+00,2.5000000000e-33,3.0
6.4900,6.2164649829e-02,6.6547612373e-01,4.4355922442e-03,1.4014960440e+01,1.3091906336e+00,2.5000000000e-33,3.0
6.5000,6.1991542635e-02,6.6556731379e-01,4.4090369722e-03,1.4060109504e+01,1.3095713382e+00,2.5000000000e-33,3.0
6.5100,6.1819127389e-02,6.6565807820e-01,4.3826791950e-03,1.4105327960e+01,1.3099504003e+00,2.5000000000e-33,3.0
6.5200,6.1647400608e-02,6.6574841963e-01,4.3565171609e-03,1.4150615809e+01,1.3103278294e+00,2.5000000000e-33,3.0
6.5300,6.1476358830e-02,6.6583834069e-01,4.3305491360e-03,1.4195973051e+01,1.3107036346e+00,2.5000000000e-33,3.0
6.5400,6.1305998610e-02,6.6592784400e-01,4.3047734043e-03,1.4241399686e+01,1.3110778251e+00,2.5000000000e-33,3.0
6.5500,6.1136316527e-02,6.6601693216e-01,4.2791882675e-03,1.4286895716e+01,1.3114504099e+00,2.5000000000e-33,3.0
6.5600,6.0967309177e-02,6.6610560772e-01,4.2537920446e-03,1.4332461140e+01,1.3118213981e+00,2.5000000000e-33,3.0
6.5700,6.0798973177e-02,6.6619387324e-01,4.2285830716e-03,1.4378095960e+01,1.3121907986e+00,2.5000000000e-33,3.0
6.5800,6.0631305162e-02,6.6628173125e-01,4.2035597019e-03,1.4423800175e+01,1.3125586204e+00,2.5000000000e-33,3.0
6.5900,6.0464301788e-02,6.6636918427e-01,4.1787203054e-03,1.4469573786e+01,1.3129248722e+00,2.5000000000e-33,3.0
6.6000,6.0297959730e-02,6.6645623477e-01,4.1540632686e-03,1.4515416793e+01,1.3132895629e+00,2.5000000000e-33,3.0
6.6100,6.0132275682e-02,6.6654288524e-01,4.1295869947e-03,1.4561329198e+01,1.3136527012e+00,2.5000000000e-33,3.0
6.6200,5.9967246357e-02,6.6662913813e-01,4.1052899028e-03,1.4607311000e+01,1.3140142956e+00,2.5000000000e-33,3.0
6.6300,5.9802868487e-02,6.6671499587e-01,4.0811704282e-03,1.4653362201e+01,1.3143743549e+00,2.5000000000e-33,3.0
6.6400,5.9639138823e-02,6.6680046087e-01,4.0572270219e-03,1.4699482800e+01,1.3147328875e+00,2.5000000000e-33,3.0
6.6500,5.9476054135e-02,6.6688553554e-01,4.0334581508e-03,1.4745672798e+01,1.3150899020e+00,2.5000000000e-33,3.0
6.6600,5.9313611211e-02,6.6697022226e-01,4.0098622971e-03,1.4791932195e+01,1.3154454067e+00,2.5000000000e-33,3.0
6.6700,5.9151806857e-02,6.6705452337e-01,3.9864379584e-03,1.4838260992e+01,1.3157994100e+00,2.5000000000e-33,3.0
6.6800,5.8990637900e-02,6.6713844124e-01,3.9631836474e-03,1.4884659190e+01,1.3161519203e+00,2.5000000000e-33,3.0
6.6900,5.8830101182e-02,6.6722197818e-01,3.9400978917e-03,1.4931126789e+01,1.3165029458e+00,2.5000000000e-33,3.0
6.7000,5.8670193565e-02,6.6730513650e-01,3.9171792339e-03,1.4977663789e+01,1.3168524946e+00,2.5000000000e-33,3.0
6.7100,5.8510911929e-02,6.6738791849e-01,3.8944262309e-03,1.5024270190e+01,1.3172005749e+00,2.5000000000e-33,3.0
6.7200,5.8352253172e-02,6.6747032642e-01,3.8718374543e-03,1.5070945994e+01,1.3175471948e+00,2.5000000000e-33,3.0
6.7300,5.8194214209e-02,6.6755236255e-01,3.8494114899e-03,1.5117691201e+01,1.3178923624e+00,2.5000000000e-33,3.0
6.7400,5.8036791974e-02,6.6763402911e-01,3.8271469377e-03,1.5164505810e+01,1.3182360855e+00,2.5000000000e-33,3.0
6.7500,5.7879983418e-02,6.6771532834e-01,3.8050424116e-03,1.5211389824e+01,1.3185783722e+00,2.5000000000e-33,3.0
6.7600,5.7723785508e-02,6.6779626242e-01,3.7830965392e-03,1.5258343241e+01,1.3189192303e+00,2.5000000000e-33,3.0
6.7700,5.7568195232e-02,6.6787683356e-01,3.7613079620e-03,1.5305366062e+01,1.3192586676e+00,2.5000000000e-33,3.0
6.7800,5.7413209591e-02,6.6795704392e-01,3.7396753348e-03,1.5352458289e+01,1.3195966919e+00,2.5000000000e-33,3.0
6.7900,5.7258825608e-02,6.6803689566e-01,3.7181973258e-03,1.5399619921e+01,1.3199333108e+00,2.5000000000e-33,3.0
6.8000,5.7105040318e-02,6.6811639092e-01,3.6968726165e-03,1.5446850958e+01,1.3202685322e+00,2.5000000000e-33,3.0
6.8100,5.6951850777e-02,6.6819553182e-01,3.6756999013e-03,1.5494151402e+01,1.3206023634e+00,2.5000000000e-33,3.0
6.8200,5.6799254056e-02,6.6827432047e-01,3.6546778875e-03,1.5541521252e+01,1.3209348122e+00,2.5000000000e-33,3.0
6.8300,5.6647247244e-02,6.6835275896e-01,3.6338052952e-03,1.5588960509e+01,1.3212658860e+00,2.5000000000e-33,3.0
6.8400,5.6495827444e-02,6.6843084938e-01,3.6130808572e-03,1.5636469173e+01,1.3215955922e+00,2.5000000000e-33,3.0
6.8500,5.6344991780e-02,6.6850859377e-01,3.5925033187e-03,1.5684047246e+01,1.3219239384e+00,2.5000000000e-33,3.0
