beta,q_v,q_h,r_v,q_v_hat,q_h_hat,r_v_hat,iter
2.0000,4.8382485184e-176,4.8382485197e-176,1.0000000000e+00,9.6764970395e-176,9.6764970368e-176,2.5000000000e-33,1.0
2.0100,9.6764970395e-176,9.6764970395e-176,1.0000000000e+00,1.9547007845e-175,1.9547007845e-175,2.5000000000e-33,1.0
2.0200,1.9547007845e-175,1.9547007850e-175,1.0000000000e+00,3.9879805416e-175,3.9879805405e-175,2.5000000000e-33,1.0
2.0300,3.9879805416e-175,3.9879805416e-175,1.0000000000e+00,8.2170345069e-175,8.2170345069e-175,2.5000000000e-33,1.0
2.0400,8.2170345069e-175,8.2170345091e-175,1.0000000000e+00,1.7098005407e-174,1.7098005402e-174,2.5000000000e-33,1.0
2.0500,1.7098005407e-174,1.7098005407e-174,1.0000000000e+00,3.5927183861e-174,3.5927183861e-174,2.5000000000e-33,1.0
2.0600,3.5927183861e-174,3.5927183871e-174,1.0000000000e+00,7.6230298737e-174,7.6230298716e-174,2.5000000000e-33,1.0
2.0700,7.6230298737e-174,7.6230298737e-174,1.0000000000e+00,1.6331960353e-173,1.6331960353e-173,2.5000000000e-33,1.0
2.0800,1.6331960353e-173,1.6331960357e-173,1.0000000000e+00,3.5329296645e-173,3.5329296635e-173,2.5000000000e-33,1.0
2.0900,3.5329296645e-173,3.5329296645e-173,1.0000000000e+00,7.7160950337e-173,7.7160950337e-173,2.5000000000e-33,1.0
2.1000,7.7160950337e-173,7.7160950359e-173,1.0000000000e+00,1.7013989554e-172,1.7013989549e-172,2.5000000000e-33,1.0
2.1100,1.7013989554e-172,1.7013989554e-172,1.0000000000e+00,3.7873991447e-172,3.7873991447e-172,2.5000000000e-33,1.0
2.1200,3.7873991447e-172,3.7873991457e-172,1.0000000000e+00,8.5110433603e-172,8.5110433580e-172,2.5000000000e-33,1.0
2.1300,8.5110433603e-172,8.5110433603e-172,1.0000000000e+00,1.9306876311e-171,1.9306876311e-171,2.5000000000e-33,1.0
2.1400,1.9306876311e-171,1.9306876316e-171,1.0000000000e+00,4.4208885388e-171,4.4208885376e-171,2.5000000000e-33,1.0
2.1500,4.4208885388e-171,4.4208885388e-171,1.0000000000e+00,1.0217778635e-170,1.0217778635e-170,2.5000000000e-33,1.0
2.1600,1.0217778635e-170,1.0217778638e-170,1.0000000000e+00,2.3836034007e-170,2.3836034001e-170,2.5000000000e-33,1.0
2.1700,2.3836034007e-170,2.3836034007e-170,1.0000000000e+00,5.6120750268e-170,5.6120750268e-170,2.5000000000e-33,1.0
2.1800,5.6120750268e-170,5.6120750284e-170,1.0000000000e+00,1.3335412682e-169,1.3335412679e-169,2.5000000000e-33,1.0
2.1900,1.3335412682e-169,1.3335412682e-169,1.0000000000e+00,3.1978986383e-169,3.1978986383e-169,2.5000000000e-33,1.0
2.2000,3.1978986383e-169,3.1978986392e-169,1.0000000000e+00,7.7389147069e-169,7.7389147047e-169,2.5000000000e-33,1.0
2.2100,7.7389147069e-169,7.7389147069e-169,1.0000000000e+00,1.8898816660e-168,1.8898816660e-168,2.5000000000e-33,1.0
2.2200,1.8898816660e-168,1.8898816665e-168,1.0000000000e+00,4.6570464026e-168,4.6570464013e-168,2.5000000000e-33,1.0
2.2300,4.6570464026e-168,4.6570464026e-168,1.0000000000e+00,1.1579513028e-167,1.1579513028e-167,2.5000000000e-33,1.0
2.2400,1.1579513028e-167,1.1579513031e-167,1.0000000000e+00,2.9050682292e-167,2.9050682284e-167,2.5000000000e-33,1.0
2.2500,2.9050682292e-167,2.9050682292e-167,1.0000000000e+00,7.3534539552e-167,7.3534539552e-167,2.5000000000e-33,1.0
2.2600,7.3534539552e-167,7.3534539572e-167,1.0000000000e+00,1.8779250716e-166,1.8779250711e-166,2.5000000000e-33,1.0
2.2700,1.8779250716e-166,1.8779250716e-166,1.0000000000e+00,4.8383800507e-166,4.8383800507e-166,2.5000000000e-33,1.0
2.2800,4.8383800507e-166,4.8383800521e-166,1.0000000000e+00,1.2575917431e-165,1.2575917428e-165,2.5000000000e-33,1.0
2.2900,1.2575917431e-165,1.2575917431e-165,1.0000000000e+00,3.2974684301e-165,3.2974684301e-165,2.5000000000e-33,1.0
2.3000,3.2974684301e-165,3.2974684310e-165,1.0000000000e+00,8.7218040000e-165,8.7218039976e-165,2.5000000000e-33,1.0
2.3100,8.7218040000e-165,8.7218040000e-165,1.0000000000e+00,2.3270209162e-164,2.3270209162e-164,2.5000000000e-33,1.0
2.3200,2.3270209162e-164,2.3270209169e-164,1.0000000000e+00,6.2624786914e-164,6.2624786897e-164,2.5000000000e-33,1.0
2.3300,6.2624786914e-164,6.2624786914e-164,1.0000000000e+00,1.6999185284e-163,1.6999185284e-163,2.5000000000e-33,1.0
2.3400,1.6999185284e-163,1.6999185289e-163,1.0000000000e+00,4.6540369483e-163,4.6540369470e-163,2.5000000000e-33,1.0
2.3500,4.6540369483e-163,4.6540369483e-163,1.0000000000e+00,1.2850959524e-162,1.2850959524e-162,2.5000000000e-33,1.0
2.3600,1.2850959524e-162,1.2850959527e-162,1.0000000000e+00,3.5787352091e-162,3.5787352081e-162,2.5000000000e-33,1.0
2.3700,3.5787352091e-162,3.5787352091e-162,1.0000000000e+00,1.0050698898e-161,1.0050698898e-161,2.5000000000e-33,1.0
2.3800,1.0050698898e-161,1.0050698901e-161,1.0000000000e+00,2.8465589427e-161,2.8465589419e-161,2.5000000000e-33,1.0
2.3900,2.8465589427e-161,2.8465589427e-161,1.0000000000e+00,8.1299146683e-161,8.1299146683e-161,2.5000000000e-33,1.0
2.4000,8.1299146683e-161,8.1299146705e-161,1.0000000000e+00,2.3414154251e-160,2.3414154245e-160,2.5000000000e-33,1.0
2.4100,2.3414154251e-160,2.3414154251e-160,1.0000000000e+00,6.7995874653e-160,6.7995874653e-160,2.5000000000e-33,1.0
2.4200,6.7995874653e-160,6.7995874672e-160,1.0000000000e+00,1.9910552021e-159,1.9910552016e-159,2.5000000000e-33,1.0
2.4300,1.9910552021e-159,1.9910552021e-159,1.0000000000e+00,5.8784909315e-159,5.8784909315e-159,2.5000000000e-33,1.0
2.4400,5.8784909315e-159,5.8784909332e-159,1.0000000000e+00,1.7499091810e-158,1.7499091805e-158,2.5000000000e-33,1.0
2.4500,1.7499091810e-158,1.7499091810e-158,1.0000000000e+00,5.2519149294e-158,5.2519149294e-158,2.5000000000e-33,1.0
2.4600,5.2519149294e-158,5.2519149309e-158,1.0000000000e+00,1.5891244198e-157,1.5891244193e-157,2.5000000000e-33,1.0
2.4700,1.5891244198e-157,1.5891244198e-157,1.0000000000e+00,4.8475445863e-157,4.8475445863e-157,2.5000000000e-33,1.0
2.4800,4.8475445863e-157,4.8475445877e-157,1.0000000000e+00,1.4907169116e-156,1.4907169112e-156,2.5000000000e-33,1.0
2.4900,1.4907169116e-156,1.4907169116e-156,1.0000000000e+00,4.6212969618e-156,4.6212969618e-156,2.5000000000e-33,1.0
2.5000,4.6212969618e-156,4.6212969631e-156,1.0000000000e+00,1.4441553010e-155,1.4441553006e-155,2.5000000000e-33,1.0
2.5100,1.4441553010e-155,1.4441553010e-155,1.0000000000e+00,4.5491614058e-155,4.5491614058e-155,2.5000000000e-33,1.0
2.5200,4.5491614058e-155,4.5491614071e-155,1.0000000000e+00,1.4444497300e-154,1.4444497296e-154,2.5000000000e-33,1.0
2.5300,1.4444497300e-154,1.4444497300e-154,1.0000000000e+00,4.6228891383e-154,4.6228891383e-154,2.5000000000e-33,1.0
2.5400,4.6228891383e-154,4.6228891396e-154,1.0000000000e+00,1.4912515786e-153,1.4912515782e-153,2.5000000000e-33,1.0
2.5500,1.4912515786e-153,1.4912515786e-153,1.0000000000e+00,4.8484316951e-153,4.8484316951e-153,2.5000000000e-33,1.0
2.5600,4.8484316951e-153,4.8484316964e-153,1.0000000000e+00,1.5887340983e-152,1.5887340978e-152,2.5000000000e-33,1.0
2.5700,1.5887340983e-152,1.5887340983e-152,1.0000000000e+00,5.2467149228e-152,5.2467149228e-152,2.5000000000e-33,1.0
2.5800,5.2467149228e-152,5.2467149243e-152,1.0000000000e+00,1.7462116611e-151,1.7462116606e-151,2.5000000000e-33,1.0
2.5900,1.7462116611e-151,1.7462116611e-151,1.0000000000e+00,5.8568812219e-151,5.8568812219e-151,2.5000000000e-33,1.0
2.6000,5.8568812219e-151,5.8568812235e-151,1.0000000000e+00,1.9796258536e-150,1.9796258530e-150,2.5000000000e-33,1.0
2.6100,1.9796258536e-150,1.9796258536e-150,1.0000000000e+00,6.7427046385e-150,6.7427046385e-150,2.5000000000e-33,1.0
2.6200,6.7427046385e-150,6.7427046404e-150,1.0000000000e+00,2.3142310867e-149,2.3142310860e-149,2.5000000000e-33,1.0
2.6300,2.3142310867e-149,2.3142310867e-149,1.0000000000e+00,8.0036525017e-149,8.0036525017e-149,2.5000000000e-33,1.0
2.6400,8.0036525017e-149,8.0036525039e-149,1.0000000000e+00,2.7891128246e-148,2.7891128238e-148,2.5000000000e-33,1.0
2.6500,2.7891128246e-148,2.7891128246e-148,1.0000000000e+00,9.7932724052e-148,9.7932724052e-148,2.5000000000e-33,1.0
2.6600,9.7932724052e-148,9.7932724079e-148,1.0000000000e+00,3.4646639125e-147,3.4646639115e-147,2.5000000000e-33,1.0
2.6700,3.4646639125e-147,3.4646639125e-147,1.0000000000e+00,1.2349621283e-146,1.2349621283e-146,2.5000000000e-33,1.0
2.6800,1.2349621283e-146,1.2349621286e-146,1.0000000000e+00,4.4349959963e-146,4.4349959951e-146,2.5000000000e-33,1.0
2.6900,4.4349959963e-146,4.4349959963e-146,1.0000000000e+00,1.6046037264e-145,1.6046037264e-145,2.5000000000e-33,1.0
2.7000,1.6046037264e-145,1.6046037269e-145,1.0000000000e+00,5.8487805845e-145,5.8487805829e-145,2.5000000000e-33,1.0
2.7100,5.8487805845e-145,5.8487805845e-145,1.0000000000e+00,2.1477014745e-144,2.1477014745e-144,2.5000000000e-33,1.0
2.7200,2.1477014745e-144,2.1477014751e-144,1.0000000000e+00,7.9447772968e-144,7.9447772946e-144,2.5000000000e-33,1.0
2.7300,7.9447772968e-144,7.9447772968e-144,1.0000000000e+00,2.9605815358e-143,2.9605815358e-143,2.5000000000e-33,1.0
2.7400,2.9605815358e-143,2.9605815366e-143,1.0000000000e+00,1.1113430972e-142,1.1113430969e-142,2.5000000000e-33,1.0
2.7500,1.1113430972e-142,1.1113430972e-142,1.0000000000e+00,4.2022660863e-142,4.2022660863e-142,2.5000000000e-33,1.0
2.7600,4.2022660863e-142,4.2022660875e-142,1.0000000000e+00,1.6005591074e-141,1.6005591070e-141,2.5000000000e-33,1.0
2.7700,1.6005591074e-141,1.6005591074e-141,1.0000000000e+00,6.1404649876e-141,6.1404649876e-141,2.5000000000e-33,1.0
2.7800,6.1404649876e-141,6.1404649893e-141,1.0000000000e+00,2.3727984812e-140,2.3727984805e-140,2.5000000000e-33,1.0
2.7900,2.3727984812e-140,2.3727984812e-140,1.0000000000e+00,9.2350503286e-140,9.2350503286e-140,2.5000000000e-33,1.0
2.8000,9.2350503286e-140,9.2350503311e-140,1.0000000000e+00,3.6201397298e-139,3.6201397288e-139,2.5000000000e-33,1.0
2.8100,3.6201397298e-139,3.6201397298e-139,1.0000000000e+00,1.4292492660e-138,1.4292492660e-138,2.5000000000e-33,1.0
2.8200,1.4292492660e-138,1.4292492664e-138,1.0000000000e+00,5.6829809331e-138,5.6829809316e-138,2.5000000000e-33,1.0
2.8300,5.6829809331e-138,5.6829809331e-138,1.0000000000e+00,2.2757212998e-137,2.2757212998e-137,2.5000000000e-33,1.0
2.8400,2.2757212998e-137,2.2757213004e-137,1.0000000000e+00,9.1775288602e-137,9.1775288577e-137,2.5000000000e-33,1.0
2.8500,9.1775288602e-137,9.1775288602e-137,1.0000000000e+00,3.7272239084e-136,3.7272239084e-136,2.5000000000e-33,1.0
2.8600,3.7272239084e-136,3.7272239094e-136,1.0000000000e+00,1.5243600345e-135,1.5243600340e-135,2.5000000000e-33,1.0
2.8700,1.5243600345e-135,1.5243600345e-135,1.0000000000e+00,6.2780005839e-135,6.2780005839e-135,2.5000000000e-33,1.0
2.8800,6.2780005839e-135,6.2780005857e-135,1.0000000000e+00,2.6036124029e-134,2.6036124022e-134,2.5000000000e-33,1.0
2.8900,2.6036124029e-134,2.6036124029e-134,1.0000000000e+00,1.0872815575e-133,1.0872815575e-133,2.5000000000e-33,1.0
2.9000,1.0872815575e-133,1.0872815578e-133,1.0000000000e+00,4.5720189506e-133,4.5720189493e-133,2.5000000000e-33,1.0
2.9100,4.5720189506e-133,4.5720189506e-133,1.0000000000e+00,1.9358156838e-132,1.9358156838e-132,2.5000000000e-33,1.0
2.9200,1.9358156838e-132,1.9358156843e-132,1.0000000000e+00,8.2527694253e-132,8.2527694231e-132,2.5000000000e-33,1.0
2.9300,8.2527694253e-132,8.2527694253e-132,1.0000000000e+00,3.5424600120e-131,3.5424600120e-131,2.5000000000e-33,1.0
2.9400,3.5424600120e-131,3.5424600130e-131,1.0000000000e+00,1.5309803684e-130,1.5309803680e-130,2.5000000000e-33,1.0
2.9500,1.5309803684e-130,1.5309803684e-130,1.0000000000e+00,6.6616783280e-130,6.6616783280e-130,2.5000000000e-33,1.0
2.9600,6.6616783280e-130,6.6616783298e-130,1.0000000000e+00,2.9183480427e-129,2.9183480419e-129,2.5000000000e-33,1.0
2.9700,2.9183480427e-129,2.9183480427e-129,1.0000000000e+00,1.2871228125e-128,1.2871228125e-128,2.5000000000e-33,1.0
2.9800,1.2871228125e-128,1.2871228129e-128,1.0000000000e+00,5.7150827137e-128,5.7150827121e-128,2.5000000000e-33,1.0
2.9900,5.7150827137e-128,5.7150827137e-128,1.0000000000e+00,2.5546705484e-127,2.5546705484e-127,2.5000000000e-33,1.0
3.0000,2.5546705484e-127,2.5546705491e-127,1.0000000000e+00,1.1496017471e-126,1.1496017468e-126,2.5000000000e-33,1.0
3.0100,1.1496017471e-126,1.1496017471e-126,1.0000000000e+00,5.2077533945e-126,5.2077533945e-126,2.5000000000e-33,1.0
3.0200,5.2077533945e-126,5.2077533959e-126,1.0000000000e+00,2.3748397036e-125,2.3748397030e-125,2.5000000000e-33,1.0
3.0300,2.3748397036e-125,2.3748397036e-125,1.0000000000e+00,1.0901582917e-124,1.0901582917e-124,2.5000000000e-33,1.0
3.0400,1.0901582917e-124,1.0901582920e-124,1.0000000000e+00,5.0374034359e-124,5.0374034345e-124,2.5000000000e-33,1.0
3.0500,5.0374034359e-124,5.0374034359e-124,1.0000000000e+00,2.3430222731e-123,2.3430222731e-123,2.5000000000e-33,1.0
3.0600,2.3430222731e-123,2.3430222738e-123,1.0000000000e+00,1.0969561681e-122,1.0969561678e-122,2.5000000000e-33,1.0
3.0700,1.0969561681e-122,1.0969561681e-122,1.0000000000e+00,5.1693510945e-122,5.1693510945e-122,2.5000000000e-33,1.0
3.0800,5.1693510945e-122,5.1693510959e-122,1.0000000000e+00,2.4519266118e-121,2.4519266112e-121,2.5000000000e-33,1.0
3.0900,2.4519266118e-121,2.4519266118e-121,1.0000000000e+00,1.1705620241e-120,1.1705620241e-120,2.5000000000e-33,1.0
3.1000,1.1705620241e-120,1.1705620244e-120,1.0000000000e+00,5.6245505275e-120,5.6245505259e-120,2.5000000000e-33,1.0
3.1100,5.6245505275e-120,5.6245505275e-120,1.0000000000e+00,2.7200607578e-119,2.7200607578e-119,2.5000000000e-33,1.0
3.1200,2.7200607578e-119,2.7200607586e-119,1.0000000000e+00,1.3239079724e-118,1.3239079721e-118,2.5000000000e-33,1.0
3.1300,1.3239079724e-118,1.3239079724e-118,1.0000000000e+00,6.4850970075e-118,6.4850970075e-118,2.5000000000e-33,1.0
3.1400,6.4850970075e-118,6.4850970093e-118,1.0000000000e+00,3.1970231236e-117,3.1970231227e-117,2.5000000000e-33,1.0
3.1500,3.1970231236e-117,3.1970231236e-117,1.0000000000e+00,1.5861230972e-116,1.5861230972e-116,2.5000000000e-33,1.0
3.1600,1.5861230972e-116,1.5861230977e-116,1.0000000000e+00,7.9191954019e-116,7.9191953998e-116,2.5000000000e-33,1.0
3.1700,7.9191954019e-116,7.9191954019e-116,1.0000000000e+00,3.9789601337e-115,3.9789601337e-115,2.5000000000e-33,1.0
3.1800,3.9789601337e-115,3.9789601348e-115,1.0000000000e+00,2.0118418234e-114,2.0118418228e-114,2.5000000000e-33,1.0
3.1900,2.0118418234e-114,2.0118418234e-114,1.0000000000e+00,1.0236351789e-113,1.0236351789e-113,2.5000000000e-33,1.0
3.2000,1.0236351789e-113,1.0236351792e-113,1.0000000000e+00,5.2410121176e-113,5.2410121162e-113,2.5000000000e-33,1.0
3.2100,5.2410121176e-113,5.2410121176e-113,1.0000000000e+00,2.7001956481e-112,2.7001956481e-112,2.5000000000e-33,1.0
3.2200,2.7001956481e-112,2.7001956488e-112,1.0000000000e+00,1.3998354283e-111,1.3998354279e-111,2.5000000000e-33,1.0
3.2300,1.3998354283e-111,1.3998354283e-111,1.0000000000e+00,7.3021715197e-111,7.3021715197e-111,2.5000000000e-33,1.0
3.2400,7.3021715197e-111,7.3021715217e-111,1.0000000000e+00,3.8327637883e-110,3.8327637873e-110,2.5000000000e-33,1.0
3.2500,3.8327637883e-110,3.8327637883e-110,1.0000000000e+00,2.0241783757e-109,2.0241783757e-109,2.5000000000e-33,1.0
3.2600,2.0241783757e-109,2.0241783763e-109,1.0000000000e+00,1.0756079056e-108,1.0756079053e-108,2.5000000000e-33,1.0
3.2700,1.0756079056e-108,1.0756079056e-108,1.0000000000e+00,5.7506838868e-108,5.7506838868e-108,2.5000000000e-33,1.0
3.2800,5.7506838868e-108,5.7506838884e-108,1.0000000000e+00,3.0934078772e-107,3.0934078764e-107,2.5000000000e-33,1.0
3.2900,3.0934078772e-107,3.0934078772e-107,1.0000000000e+00,1.6741678102e-106,1.6741678102e-106,2.5000000000e-33,1.0
3.3000,1.6741678102e-106,1.6741678107e-106,1.0000000000e+00,9.1158437291e-106,9.1158437266e-106,2.5000000000e-33,1.0
3.3100,9.1158437291e-106,9.1158437291e-106,1.0000000000e+00,4.9937047740e-105,4.9937047740e-105,2.5000000000e-33,1.0
3.3200,4.9937047740e-105,4.9937047754e-105,1.0000000000e+00,2.7521305758e-104,2.7521305751e-104,2.5000000000e-33,1.0
3.3300,2.7521305758e-104,2.7521305758e-104,1.0000000000e+00,1.5259050371e-103,1.5259050371e-103,2.5000000000e-33,1.0
3.3400,1.5259050371e-103,1.5259050375e-103,1.0000000000e+00,8.5111931183e-103,8.5111931160e-103,2.5000000000e-33,1.0
3.3500,8.5111931183e-103,8.5111931183e-103,1.0000000000e+00,4.7758432385e-102,4.7758432385e-102,2.5000000000e-33,1.0
3.3600,4.7758432385e-102,4.7758432398e-102,1.0000000000e+00,2.6958679920e-101,2.6958679913e-101,2.5000000000e-33,1.0
3.3700,2.6958679920e-101,2.6958679920e-101,1.0000000000e+00,1.5308351599e-100,1.5308351599e-100,2.5000000000e-33,1.0
3.3800,1.5308351599e-100,1.5308351604e-100,1.0000000000e+00,8.7444366030e-100,8.7444366006e-100,2.5000000000e-33,1.0
3.3900,8.7444366030e-100,8.7444366030e-100,1.0000000000e+00,5.0245969943e-99,5.0245969943e-99,2.5000000000e-33,1.0
3.4000,5.0245969943e-99,5.0245969956e-99,1.0000000000e+00,2.9042170635e-98,2.9042170627e-98,2.5000000000e-33,1.0
3.4100,2.9042170635e-98,2.9042170635e-98,1.0000000000e+00,1.6885263218e-97,1.6885263218e-97,2.5000000000e-33,1.0
3.4200,1.6885263218e-97,1.6885263223e-97,1.0000000000e+00,9.8748396378e-97,9.8748396351e-97,2.5000000000e-33,1.0
3.4300,9.8748396378e-97,9.8748396378e-97,1.0000000000e+00,5.8088250428e-96,5.8088250428e-96,2.5000000000e-33,1.0
3.4400,5.8088250428e-96,5.8088250444e-96,1.0000000000e+00,3.4369656023e-95,3.4369656013e-95,2.5000000000e-33,1.0
3.4500,3.4369656023e-95,3.4369656023e-95,1.0000000000e+00,2.0454241540e-94,2.0454241540e-94,2.5000000000e-33,1.0
3.4600,2.0454241540e-94,2.0454241546e-94,1.0000000000e+00,1.2243499905e-93,1.2243499901e-93,2.5000000000e-33,1.0
3.4700,1.2243499905e-93,1.2243499905e-93,1.0000000000e+00,7.3711379001e-93,7.3711379001e-93,2.5000000000e-33,1.0
3.4800,7.3711379001e-93,7.3711379021e-93,1.0000000000e+00,4.4633714225e-92,4.4633714213e-92,2.5000000000e-33,1.0
3.4900,4.4633714225e-92,4.4633714225e-92,1.0000000000e+00,2.7182155132e-91,2.7182155132e-91,2.5000000000e-33,1.0
3.5000,2.7182155132e-91,2.7182155139e-91,1.0000000000e+00,1.6649070023e-90,1.6649070018e-90,2.5000000000e-33,1.0
3.5100,1.6649070023e-90,1.6649070023e-90,1.0000000000e+00,1.0255910379e-89,1.0255910379e-89,2.5000000000e-33,1.0
3.5200,1.0255910379e-89,1.0255910382e-89,1.0000000000e+00,6.3537416000e-89,6.3537415982e-89,2.5000000000e-33,1.0
3.5300,6.3537416000e-89,6.3537416000e-89,1.0000000000e+00,3.9586669351e-88,3.9586669351e-88,2.5000000000e-33,1.0
3.5400,3.9586669351e-88,3.9586669362e-88,1.0000000000e+00,2.4804215289e-87,2.4804215282e-87,2.5000000000e-33,1.0
3.5500,2.4804215289e-87,2.4804215289e-87,1.0000000000e+00,1.5629756159e-86,1.5629756159e-86,2.5000000000e-33,1.0
3.5600,1.5629756159e-86,1.5629756163e-86,1.0000000000e+00,9.9042638856e-86,9.9042638828e-86,2.5000000000e-33,1.0
3.5700,9.9042638856e-86,9.9042638856e-86,1.0000000000e+00,6.3114426398e-85,6.3114426398e-85,2.5000000000e-33,1.0
3.5800,6.3114426398e-85,6.3114426415e-85,1.0000000000e+00,4.0444986735e-84,4.0444986724e-84,2.5000000000e-33,1.0
3.5900,4.0444986735e-84,4.0444986735e-84,1.0000000000e+00,2.6062951677e-83,2.6062951677e-83,2.5000000000e-33,1.0
3.6000,2.6062951677e-83,2.6062951684e-83,1.0000000000e+00,1.6888792691e-82,1.6888792687e-82,2.5000000000e-33,1.0
3.6100,1.6888792691e-82,1.6888792691e-82,1.0000000000e+00,1.1004821762e-81,1.1004821762e-81,2.5000000000e-33,1.0
3.6200,1.1004821762e-81,1.1004821765e-81,1.0000000000e+00,7.2105793167e-81,7.2105793147e-81,2.5000000000e-33,1.0
3.6300,7.2105793167e-81,7.2105793167e-81,1.0000000000e+00,4.7506541299e-80,4.7506541299e-80,2.5000000000e-33,1.0
3.6400,4.7506541299e-80,4.7506541312e-80,1.0000000000e+00,3.1472133489e-79,3.1472133480e-79,2.5000000000e-33,1.0
3.6500,3.1472133489e-79,3.1472133489e-79,1.0000000000e+00,2.0964374920e-78,2.0964374920e-78,2.5000000000e-33,1.0
3.6600,2.0964374920e-78,2.0964374926e-78,1.0000000000e+00,1.4041519038e-77,1.4041519034e-77,2.5000000000e-33,1.0
3.6700,1.4041519038e-77,1.4041519038e-77,1.0000000000e+00,9.4561907885e-77,9.4561907885e-77,2.5000000000e-33,1.0
3.6800,9.4561907885e-77,9.4561907911e-77,1.0000000000e+00,6.4029759084e-76,6.4029759067e-76,2.5000000000e-33,1.0
3.6900,6.4029759084e-76,6.4029759084e-76,1.0000000000e+00,4.3591780134e-75,4.3591780134e-75,2.5000000000e-33,1.0
3.7000,4.3591780134e-75,4.3591780146e-75,1.0000000000e+00,2.9838573510e-74,2.9838573501e-74,2.5000000000e-33,1.0
3.7100,2.9838573510e-74,2.9838573510e-74,1.0000000000e+00,2.0535055482e-73,2.0535055482e-73,2.5000000000e-33,1.0
3.7200,2.0535055482e-73,2.0535055488e-73,1.0000000000e+00,1.4208615593e-72,1.4208615589e-72,2.5000000000e-33,1.0
3.7300,1.4208615593e-72,1.4208615593e-72,1.0000000000e+00,9.8841523943e-72,9.8841523943e-72,2.5000000000e-33,1.0
3.7400,9.8841523943e-72,9.8841523970e-72,1.0000000000e+00,6.9127785034e-71,6.9127785015e-71,2.5000000000e-33,1.0
3.7500,6.9127785034e-71,6.9127785034e-71,1.0000000000e+00,4.8605473852e-70,4.8605473852e-70,2.5000000000e-33,1.0
3.7600,4.8605473852e-70,4.8605473866e-70,1.0000000000e+00,3.4358237366e-69,3.4358237357e-69,2.5000000000e-33,1.0
3.7700,3.4358237366e-69,3.4358237366e-69,1.0000000000e+00,2.4416509593e-68,2.4416509593e-68,2.5000000000e-33,1.0
3.7800,2.4416509593e-68,2.4416509600e-68,1.0000000000e+00,1.7443642788e-67,1.7443642784e-67,2.5000000000e-33,1.0
3.7900,1.7443642788e-67,1.7443642788e-67,1.0000000000e+00,1.2528111469e-66,1.2528111469e-66,2.5000000000e-33,1.0
3.8000,1.2528111469e-66,1.2528111472e-66,1.0000000000e+00,9.0452964830e-66,9.0452964805e-66,2.5000000000e-33,1.0
3.8100,9.0452964830e-66,9.0452964830e-66,1.0000000000e+00,6.5651214138e-65,6.5651214138e-65,2.5000000000e-33,1.0
3.8200,6.5651214138e-65,6.5651214156e-65,1.0000000000e+00,4.7900438873e-64,4.7900438860e-64,2.5000000000e-33,1.0
3.8300,4.7900438873e-64,4.7900438873e-64,1.0000000000e+00,3.5132337389e-63,3.5132337389e-63,2.5000000000e-33,1.0
3.8400,3.5132337389e-63,3.5132337399e-63,1.0000000000e+00,2.5902369717e-62,2.5902369710e-62,2.5000000000e-33,1.0
3.8500,2.5902369717e-62,2.5902369717e-62,1.0000000000e+00,1.9196893757e-61,1.9196893757e-61,2.5000000000e-33,1.0
3.8600,1.9196893757e-61,1.9196893762e-61,1.0000000000e+00,1.4301301915e-60,1.4301301911e-60,2.5000000000e-33,1.0
