Epoch,chi_Mean_0.2775,chi_Mean_1.11,chi_Mean_4.44
1,-27.880341,-24.188814,-46.364427
2,-18.399621,-17.584270,-37.014241
3,-15.571814,-15.384456,-31.727090
4,-14.650007,-14.567470,-28.641268
5,-14.324284,-14.231229,-26.911204
6,-14.204594,-14.091448,-25.820044
7,-14.162534,-14.041863,-25.070054
8,-14.154858,-14.030359,-24.496986
9,-14.163368,-14.034951,-24.071009
10,-14.172392,-14.048477,-23.696378
11,-14.186911,-14.065101,-23.384340
12,-14.198105,-14.078445,-23.107454
13,-14.201863,-14.093506,-22.888018
14,-14.209212,-14.108707,-22.668660
15,-14.215517,-14.116051,-22.476552
16,-14.219765,-14.125034,-22.308107
17,-14.226000,-14.132028,-22.106817
18,-14.226938,-14.143062,-21.926282
19,-14.228963,-14.149113,-21.756249
20,-14.230625,-14.156691,-21.599480
21,-14.232997,-14.160356,-21.455466
22,-14.235003,-14.165338,-21.314868
23,-14.236465,-14.169699,-21.176235
24,-14.236158,-14.171148,-21.052320
25,-14.234558,-14.175501,-20.896640
26,-14.232933,-14.179110,-20.755938
27,-14.230848,-14.180882,-20.614298
28,-14.227300,-14.183349,-20.459510
29,-14.221802,-14.178201,-20.340240
30,-14.219712,-14.177222,-20.208862
31,-14.219304,-14.180351,-20.092492
32,-14.213883,-14.179013,-19.982230
33,-14.209926,-14.176275,-19.851901
34,-14.206192,-14.177223,-19.744656
35,-14.201819,-14.175478,-19.625199
36,-14.199173,-14.171846,-19.526678
37,-14.192735,-14.169991,-19.420651
38,-14.186425,-14.163593,-19.324470
39,-14.180153,-14.157214,-19.211135
40,-14.178953,-14.154278,-19.111164
41,-14.172687,-14.149410,-18.997404
42,-14.170062,-14.144314,-18.912964
43,-14.165767,-14.137057,-18.805368
44,-14.160549,-14.132191,-18.722895
45,-14.154085,-14.126750,-18.639702
46,-14.144803,-14.120100,-18.569517
47,-14.137796,-14.114791,-18.471257
48,-14.134111,-14.107837,-18.373891
49,-14.130472,-14.102975,-18.306445
50,-14.121623,-14.094143,-18.213729
51,-14.111556,-14.090237,-18.137530
52,-14.103167,-14.082977,-18.062915
53,-14.095511,-14.079890,-17.959786
54,-14.086287,-14.071155,-17.891244
55,-14.079792,-14.063568,-17.835585
56,-14.071019,-14.059642,-17.759079
57,-14.061971,-14.047242,-17.666985
58,-14.058091,-14.039133,-17.604117
59,-14.048613,-14.032083,-17.539270
60,-14.037420,-14.029742,-17.494789
61,-14.030810,-14.018546,-17.409765
62,-14.022160,-14.009852,-17.336335
63,-14.013073,-14.004648,-17.287507
64,-14.004121,-13.994632,-17.231023
65,-13.997880,-13.985337,-17.178542
66,-13.991028,-13.978388,-17.115082
67,-13.980763,-13.971341,-17.048559
68,-13.969843,-13.962251,-16.974585
69,-13.959636,-13.953305,-16.913122
70,-13.953494,-13.947091,-16.851657
71,-13.944057,-13.937278,-16.784058
72,-13.931974,-13.932285,-16.748197
73,-13.924353,-13.924300,-16.678253
74,-13.916849,-13.915224,-16.629475
75,-13.910735,-13.912139,-16.568962
76,-13.903828,-13.901985,-16.521317
77,-13.896163,-13.897314,-16.475412
