Epoch,chi_Mean_0.2775,chi_Mean_1.11,chi_Mean_4.44
1,-31.916262,-29.270347,-52.827175
2,-20.922859,-20.519510,-41.653789
3,-18.075288,-18.101122,-35.764718
4,-17.330139,-17.379813,-32.525291
5,-17.112346,-17.123065,-30.492914
6,-17.027116,-17.003782,-29.165380
7,-16.978895,-16.936514,-28.176259
8,-16.943188,-16.888973,-27.441300
9,-16.913106,-16.851945,-26.842497
10,-16.885777,-16.821707,-26.332515
11,-16.860594,-16.794391,-25.869788
12,-16.836210,-16.768349,-25.444317
13,-16.812899,-16.744719,-25.073292
14,-16.789507,-16.721809,-24.735251
15,-16.767423,-16.698781,-24.411955
16,-16.744946,-16.677699,-24.119420
17,-16.725536,-16.655296,-23.842360
18,-16.704481,-16.634812,-23.554415
19,-16.685415,-16.613731,-23.335628
20,-16.666624,-16.594223,-23.086515
21,-16.648030,-16.574150,-22.871772
22,-16.628846,-16.553680,-22.677179
23,-16.611282,-16.533111,-22.489823
24,-16.592825,-16.510042,-22.320903
25,-16.576575,-16.482948,-22.145116
26,-16.560160,-16.451414,-21.999147
27,-16.544556,-16.413113,-21.840939
28,-16.529505,-16.370336,-21.691143
29,-16.514549,-16.325941,-21.526413
30,-16.499551,-16.281648,-21.404755
31,-16.484506,-16.235507,-21.274370
32,-16.470007,-16.191468,-21.165748
33,-16.456388,-16.153050,-21.053340
34,-16.442362,-16.117146,-20.937988
35,-16.428440,-16.085438,-20.797843
36,-16.414556,-16.059253,-20.679153
37,-16.401963,-16.034408,-20.581778
38,-16.388524,-16.012420,-20.469413
39,-16.376454,-15.988993,-20.357717
40,-16.363456,-15.967956,-20.272461
41,-16.351255,-15.948830,-20.143416
42,-16.338900,-15.929992,-20.036572
43,-16.328075,-15.910418,-19.942410
44,-16.317229,-15.892715,-19.874915
45,-16.304878,-15.874499,-19.783333
46,-16.293511,-15.858959,-19.687318
47,-16.282222,-15.844638,-19.618563
48,-16.271130,-15.828454,-19.498510
49,-16.259456,-15.812880,-19.412196
50,-16.248653,-15.799959,-19.356240
51,-16.237812,-15.786314,-19.286943
52,-16.226747,-15.771573,-19.200481
53,-16.217283,-15.757728,-19.127694
54,-16.207262,-15.744062,-19.049439
55,-16.196836,-15.731544,-19.006084
56,-16.186193,-15.719448,-18.937854
57,-16.175950,-15.706877,-18.870506
58,-16.167030,-15.695832,-18.830233
59,-16.157006,-15.683658,-18.760824
60,-16.148067,-15.672948,-18.707844
61,-16.138396,-15.662024,-18.661297
62,-16.128730,-15.651196,-18.593071
63,-16.120387,-15.640886,-18.549771
64,-16.111206,-15.630490,-18.523155
65,-16.102752,-15.619533,-18.476646
66,-16.092111,-15.609050,-18.409288
67,-16.084249,-15.599433,-18.377854
68,-16.075571,-15.590417,-18.333493
69,-16.067968,-15.579848,-18.265859
70,-16.059638,-15.570188,-18.228707
71,-16.050186,-15.561384,-18.191330
72,-16.042269,-15.552667,-18.167517
73,-16.034034,-15.544417,-18.133647
74,-16.026634,-15.534300,-18.090569
75,-16.017592,-15.524928,-18.032166
76,-16.009850,-15.516541,-17.992942
77,-16.002112,-15.508414,-17.952392
78,-15.994278,-15.501226,-17.919747
79,-15.986632,-15.493003,-17.885767
80,-15.978982,-15.485032,-17.832388
81,-15.970937,-15.476919,-17.786167
82,-15.963596,-15.470077,-17.756570
83,-15.956353,-15.462624,-17.711029
84,-15.948827,-15.453893,-17.663562
85,-15.941755,-15.446651,-17.631038
86,-15.934780,-15.438614,-17.586741
87,-15.927969,-15.430463,-17.530587
88,-15.920853,-15.423141,-17.484044
89,-15.913325,-15.414706,-17.428982
90,-15.907299,-15.406047,-17.401968
91,-15.900744,-15.397187,-17.371072
92,-15.893762,-15.385879,-17.337157
93,-15.887470,-15.372123,-17.295268
94,-15.880758,-15.357982,-17.263683
95,-15.874148,-15.345079,-17.211709
96,-15.866767,-15.334749,-17.159658
97,-15.861843,-15.323707,-17.114769
98,-15.855021,-15.312223,-17.092294
99,-15.848470,-15.301495,-17.047582
100,-15.843582,-15.291668,-17.018270
101,-15.838694,-15.282341,-16.962844
102,-15.831412,-15.271815,-16.919580
103,-15.825588,-15.262661,-16.874814
104,-15.818767,-15.252363,-16.855990
105,-15.813239,-15.244288,-16.823276
106,-15.808909,-15.234495,-16.779858
107,-15.803964,-15.224791,-16.766263
108,-15.796905,-15.217224,-16.714875
109,-15.791523,-15.208601,-16.693035
110,-15.787176,-15.200447,-16.640486
111,-15.781380,-15.192778,-16.612692
112,-15.775337,-15.185037,-16.567697
113,-15.770779,-15.176161,-16.525653
114,-15.766659,-15.168433,-16.507265
115,-15.761403,-15.161288,-16.500704
116,-15.756398,-15.153170,-16.467105
117,-15.752344,-15.144631,-16.440053
118,-15.747785,-15.137361,-16.410782
119,-15.743009,-15.131139,-16.384490
120,-15.738444,-15.122265,-16.357327
121,-15.734092,-15.114596,-16.326058
122,-15.730356,-15.102543,-16.308375
123,-15.725873,-15.089917,-16.295165
124,-15.721950,-15.076139,-16.260567
125,-15.716633,-15.065309,-16.227052
126,-15.712964,-15.053079,-16.191568
127,-15.708483,-15.038370,-16.168184
128,-15.705341,-15.025601,-16.151852
129,-15.701549,-15.014937,-16.145474
130,-15.697054,-15.004352,-16.106259
131,-15.694461,-14.992880,-16.090704
132,-15.690073,-14.985326,-16.061634
133,-15.687027,-14.976940,-16.060291
134,-15.683534,-14.968686,-16.033518
135,-15.678817,-14.959451,-16.004969
136,-15.675773,-14.953660,-15.980909
137,-15.673711,-14.948324,-15.961057
138,-15.669619,-14.940425,-15.947735
139,-15.665681,-14.934092,-15.920210
140,-15.662721,-14.929377,-15.906043
141,-15.658937,-14.923722,-15.865541
142,-15.655434,-14.919523,-15.862304
143,-15.651481,-14.912190,-15.848203
144,-15.649162,-14.909983,-15.843725
145,-15.646887,-14.905630,-15.821925
146,-15.644209,-14.899928,-15.803541
147,-15.641750,-14.895571,-15.765391
148,-15.638942,-14.893252,-15.766681
149,-15.636856,-14.889419,-15.751851
150,-15.634104,-14.885496,-15.704899
151,-15.629750,-14.882473,-15.698561
152,-15.627408,-14.879011,-15.675102
153,-15.624410,-14.874946,-15.664616
154,-15.622692,-14.871215,-15.628050
155,-15.620306,-14.867327,-15.601590
156,-15.617289,-14.864395,-15.597826
157,-15.615350,-14.861289,-15.562960
158,-15.613862,-14.860095,-15.548041
159,-15.611304,-14.856738,-15.535372
160,-15.608617,-14.854703,-15.519297
161,-15.606017,-14.850868,-15.495127
162,-15.604356,-14.848688,-15.479606
163,-15.602362,-14.845142,-15.456663
164,-15.599854,-14.843256,-15.450528
165,-15.597810,-14.840641,-15.428102
166,-15.595736,-14.837681,-15.398726
167,-15.594039,-14.835815,-15.382430
168,-15.591995,-14.834255,-15.356449
169,-15.590070,-14.831812,-15.357194
170,-15.588071,-14.829083,-15.334442
171,-15.586706,-14.827304,-15.334319
172,-15.584394,-14.824765,-15.310379
173,-15.582943,-14.822991,-15.306769
174,-15.581538,-14.819254,-15.277992
175,-15.579576,-14.817990,-15.282301
176,-15.576820,-14.817252,-15.274915
177,-15.574884,-14.814115,-15.244876
