Epoch,chi_Mean_0.2775,chi_Mean_1.11,chi_Mean_4.44
1,-43.418040,-40.505671,-55.134497
2,-26.973696,-26.501451,-42.234449
3,-22.566346,-22.431079,-36.359410
4,-21.206389,-20.989575,-33.165412
5,-20.655405,-20.348407,-31.297002
6,-20.331356,-19.972876,-30.149193
7,-20.073146,-19.710568,-29.384754
8,-19.843715,-19.485282,-28.838688
9,-19.636730,-19.292114,-28.435516
10,-19.439094,-19.109039,-28.089703
11,-19.248020,-18.937968,-27.790787
12,-19.086259,-18.791593,-27.594383
13,-18.932987,-18.657057,-27.374692
14,-18.791715,-18.529760,-27.174511
15,-18.665000,-18.418673,-26.972377
16,-18.536999,-18.310871,-26.825043
17,-18.430169,-18.228760,-26.703210
18,-18.329994,-18.145321,-26.533894
19,-18.236450,-18.061937,-26.412492
20,-18.151125,-17.993956,-26.275628
21,-18.078664,-17.931475,-26.184686
22,-18.011811,-17.874042,-26.119430
23,-17.948054,-17.824135,-26.062606
24,-17.898066,-17.777094,-25.958300
25,-17.849761,-17.729794,-25.929668
26,-17.800934,-17.692769,-25.836470
27,-17.757879,-17.654036,-25.814095
28,-17.714273,-17.620713,-25.749002
29,-17.677138,-17.588015,-25.677091
30,-17.655048,-17.559668,-25.629494
31,-17.623022,-17.539656,-25.568170
32,-17.598846,-17.512171,-25.525584
33,-17.572350,-17.492870,-25.439592
34,-17.544045,-17.475952,-25.400137
35,-17.522437,-17.458181,-25.323582
36,-17.499060,-17.436598,-25.301229
37,-17.478294,-17.421553,-25.224089
38,-17.463547,-17.409220,-25.191693
39,-17.450512,-17.393852,-25.134230
40,-17.433193,-17.374679,-25.069705
41,-17.416419,-17.353095,-25.033742
42,-17.405994,-17.340202,-25.001885
43,-17.395800,-17.334836,-24.933546
44,-17.381763,-17.324147,-24.912203
45,-17.372722,-17.319101,-24.901638
46,-17.364368,-17.304934,-24.821539
47,-17.355426,-17.296948,-24.778028
48,-17.350684,-17.287203,-24.740906
49,-17.345125,-17.282552,-24.666271
50,-17.334374,-17.279329,-24.609094
51,-17.324007,-17.273549,-24.583684
52,-17.319880,-17.259553,-24.539142
53,-17.313413,-17.260246,-24.494869
54,-17.302136,-17.251205,-24.460445
55,-17.295659,-17.240200,-24.399456
56,-17.295663,-17.231099,-24.328993
57,-17.284601,-17.229036,-24.303000
58,-17.283393,-17.221554,-24.270342
59,-17.276852,-17.217772,-24.230670
60,-17.273013,-17.205107,-24.197355
61,-17.269397,-17.198711,-24.160769
62,-17.266491,-17.193010,-24.116110
63,-17.256905,-17.190162,-24.087448
64,-17.252681,-17.185287,-24.065430
65,-17.251475,-17.176293,-24.028333
66,-17.244563,-17.177014,-23.992304
67,-17.241327,-17.158430,-23.940790
68,-17.235538,-17.156901,-23.910852
69,-17.239935,-17.159750,-23.877049
70,-17.227301,-17.155126,-23.859561
71,-17.218352,-17.146989,-23.815613
72,-17.214477,-17.140487,-23.784300
73,-17.212396,-17.143593,-23.752140
74,-17.201252,-17.139373,-23.724681
75,-17.201143,-17.138651,-23.706179
76,-17.206292,-17.129796,-23.684297
77,-17.200113,-17.118654,-23.654469
78,-17.199189,-17.119019,-23.615733
79,-17.192986,-17.109693,-23.569660
80,-17.194499,-17.107315,-23.560253
81,-17.180563,-17.106494,-23.545876
82,-17.180796,-17.098064,-23.483869
