Epoch,chi_Mean_0.235,chi_Mean_0.94,chi_Mean_3.76
1,-46.450971,-40.123417,-74.767954
2,-37.210581,-30.267470,-61.179347
3,-34.099799,-27.179880,-57.950500
4,-31.730898,-25.100062,-56.619704
5,-29.802770,-23.682673,-56.077886
6,-28.251545,-22.771056,-55.729681
7,-27.051265,-22.130124,-55.323208
8,-26.120110,-21.738240,-55.072185
9,-25.350485,-21.443608,-54.747296
10,-24.727190,-21.256276,-54.434294
11,-24.197979,-21.134723,-54.077412
12,-23.787845,-21.025885,-53.776692
13,-23.389277,-20.930400,-53.400190
14,-23.078498,-20.846587,-53.058574
15,-22.802055,-20.804477,-52.816792
16,-22.563048,-20.757376,-52.569259
17,-22.384804,-20.734393,-52.313794
18,-22.240971,-20.712017,-51.992438
19,-22.072900,-20.648080,-51.732047
20,-21.976189,-20.661039,-51.617118
21,-21.807998,-20.598922,-51.458890
22,-21.719002,-20.542786,-51.255109
23,-21.608122,-20.523324,-51.045277
24,-21.539340,-20.520499,-50.803693
25,-21.439789,-20.485920,-50.632383
26,-21.368335,-20.474254,-50.449935
27,-21.319649,-20.430381,-50.265716
28,-21.237728,-20.404594,-50.100849
29,-21.194000,-20.397826,-49.970071
30,-21.145603,-20.370383,-49.774540
31,-21.076202,-20.381846,-49.643213
32,-21.022190,-20.322784,-49.546909
33,-21.000009,-20.314597,-49.448042
34,-20.946785,-20.303169,-49.176705
35,-20.899293,-20.278414,-49.066725
36,-20.857764,-20.260994,-48.987257
37,-20.808580,-20.230833,-48.776187
38,-20.790008,-20.226483,-48.664458
39,-20.733399,-20.208189,-48.613211
40,-20.694528,-20.184072,-48.509908
41,-20.680824,-20.141737,-48.368160
42,-20.634312,-20.162251,-48.239858
43,-20.593559,-20.131315,-48.131196
44,-20.611854,-20.099642,-48.119572
45,-20.563549,-20.104152,-47.905581
46,-20.549369,-20.058512,-47.804697
47,-20.526954,-20.016924,-47.771483
48,-20.491220,-19.999173,-47.662175
49,-20.450862,-20.005639,-47.557155
50,-20.456582,-19.977703,-47.529256
51,-20.424526,-19.979491,-47.494419
52,-20.419427,-19.964629,-47.445664
53,-20.399710,-19.972006,-47.330996
54,-20.381594,-19.940887,-47.283485
55,-20.344632,-19.933082,-47.227671
56,-20.358656,-19.907862,-47.174367
57,-20.359680,-19.890248,-47.105812
58,-20.337111,-19.859960,-46.991983
59,-20.287194,-19.841086,-46.938343
60,-20.255262,-19.826992,-46.909880
61,-20.257614,-19.816568,-46.819336
62,-20.237397,-19.827917,-46.751669
63,-20.230354,-19.799922,-46.647956
64,-20.209181,-19.798321,-46.651275
65,-20.185232,-19.784204,-46.623978
66,-20.208737,-19.783674,-46.567345
67,-20.171541,-19.745977,-46.415738
68,-20.172083,-19.770641,-46.315310
69,-20.153510,-19.749048,-46.282024
70,-20.115475,-19.714367,-46.260089
71,-20.112650,-19.705515,-46.184354
72,-20.083841,-19.692801,-46.097904
73,-20.102539,-19.699709,-46.108420
74,-20.094651,-19.675989,-46.002171
75,-20.085689,-19.673556,-46.014061
76,-20.056247,-19.651830,-45.856197
77,-20.052903,-19.646667,-45.879897
78,-20.019758,-19.605484,-45.775799
79,-19.982923,-19.624612,-45.706832
80,-19.968470,-19.602873,-45.616125
81,-19.985711,-19.595696,-45.561813
82,-19.989044,-19.564013,-45.646058
83,-19.964673,-19.558698,-45.502740
84,-19.974367,-19.585868,-45.435855
85,-19.945991,-19.547368,-45.405039
86,-19.914430,-19.514203,-45.260191
87,-19.908952,-19.551674,-45.231310
88,-19.880774,-19.529480,-45.173591
89,-19.886807,-19.555691,-45.085047
90,-19.889823,-19.527442,-45.000667
91,-19.865606,-19.535795,-44.975966
92,-19.849015,-19.507623,-44.946266
93,-19.852667,-19.501271,-44.879203
94,-19.845290,-19.463164,-44.859408
95,-19.818752,-19.473813,-44.820692
96,-19.819416,-19.456866,-44.658798
97,-19.801816,-19.479988,-44.697019
98,-19.796976,-19.466037,-44.618167
99,-19.782305,-19.472214,-44.532354
100,-19.755562,-19.467083,-44.527108
101,-19.757589,-19.441963,-44.360386
102,-19.759384,-19.425250,-44.335104
103,-19.771932,-19.432170,-44.243893
104,-19.740126,-19.441300,-44.228987
105,-19.730582,-19.411006,-44.095680
106,-19.699924,-19.382431,-44.068857
107,-19.742159,-19.356882,-43.928599
108,-19.692757,-19.364691,-43.870826
109,-19.676513,-19.353433,-43.839627
110,-19.673879,-19.355189,-43.788149
111,-19.649216,-19.350309,-43.739625
112,-19.662050,-19.368714,-43.672308
113,-19.652281,-19.380187,-43.585287
114,-19.637627,-19.342443,-43.437855
115,-19.639738,-19.313158,-43.408243
116,-19.652308,-19.311210,-43.392053
