alpha,c_initial,beta,epoch,mean_log_likelihood
1.0,0.001,7.12,1560,-2.171771519679216
1.0,0.001,7.12,1570,-2.1722914272186613
1.0,0.001,7.12,1580,-2.1723032330786776
1.0,0.001,7.12,1590,-2.174153846438591
1.0,0.001,7.12,1600,-2.1725548402448807
1.0,0.001,7.12,1610,-2.1721029565366607
1.0,0.001,7.12,1620,-2.171842122009909
1.0,0.001,7.12,1630,-2.1723274601731584
1.0,0.001,7.12,1640,-2.1710466506583956
1.0,0.001,7.12,1650,-2.1718342255134804
1.0,0.001,7.12,1660,-2.1738143087923127
1.0,0.001,7.12,1670,-2.1722172466222727
1.0,0.001,7.12,1680,-2.1724083948624346
1.0,0.001,7.12,1690,-2.1722683008541237
1.0,0.001,7.12,1700,-2.1724416176618853
1.0,0.001,7.12,1710,-2.172554368421987
1.0,0.001,7.12,1720,-2.1740751084549554
1.0,0.001,7.12,1730,-2.1725644286280956
1.0,0.001,7.12,1740,-2.170590524577552
1.0,0.001,7.12,1750,-2.172445428346813
1.0,0.001,7.12,1760,-2.172260863004962
1.0,0.001,7.12,1770,-2.1720526161698746
1.0,0.001,7.12,1780,-2.17368676489689
1.0,0.001,7.12,1790,-2.171209960983254
1.0,0.001,7.12,1800,-2.172571207493423
1.0,0.001,7.12,1810,-2.1720175888580853
1.0,0.001,7.12,1820,-2.1722154613042726
1.0,0.001,7.12,1830,-2.170579813260754
1.0,0.001,7.12,1840,-2.1743739200893004
1.0,0.001,7.12,1850,-2.173318783097409
1.0,0.001,7.12,1860,-2.17124961437214
1.0,0.001,7.12,1870,-2.174152690980349
1.0,0.001,7.12,1880,-2.173952518297995
1.0,0.001,7.12,1890,-2.1726790429554566
1.0,0.001,7.12,1900,-2.1720616615720107
1.0,0.001,7.12,1910,-2.1736114424391872
1.0,0.001,7.12,1920,-2.172817197411622
1.0,0.001,7.12,1930,-2.1735522836608125
1.0,0.001,7.12,1940,-2.1744526296668862
1.0,0.001,7.12,1950,-2.172310296673587
1.0,0.001,7.12,1960,-2.172434850039713
1.0,0.001,7.12,1970,-2.1708941572784113
1.0,0.001,7.12,1980,-2.172608981623463
1.0,0.001,7.12,1990,-2.170853793003431
1.0,0.001,7.12,2000,-2.1724321415054426
2.0,0.001,0.445,0,-5.877186184524249
2.0,0.001,0.445,10,-2.7288861775399726
2.0,0.001,0.445,20,-2.466027169736584
2.0,0.001,0.445,30,-2.3542122571046584
2.0,0.001,0.445,40,-2.2933080734129
2.0,0.001,0.445,50,-2.2564284039141045
2.0,0.001,0.445,60,-2.2314020054255885
2.0,0.001,0.445,70,-2.214980897483757
2.0,0.001,0.445,80,-2.2017296674251328
2.0,0.001,0.445,90,-2.1918126635288857
2.0,0.001,0.445,100,-2.183409698217657
2.0,0.001,0.445,110,-2.17969230274821
2.0,0.001,0.445,120,-2.173764125373654
2.0,0.001,0.445,130,-2.171012011660912
2.0,0.001,0.445,140,-2.1671444642342292
2.0,0.001,0.445,150,-2.163722050520698
2.0,0.001,0.445,160,-2.164039562813449
2.0,0.001,0.445,170,-2.1619637170225077
2.0,0.001,0.445,180,-2.1618742503828234
2.0,0.001,0.445,190,-2.159109022807817
2.0,0.001,0.445,200,-2.159740893587114
2.0,0.001,0.445,210,-2.1597240063772953
2.0,0.001,0.445,220,-2.158840939174317
2.0,0.001,0.445,230,-2.1566458828045385
2.0,0.001,0.445,240,-2.1561588015683615
2.0,0.001,0.445,250,-2.157998686832585
2.0,0.001,0.445,260,-2.1548360233508657
2.0,0.001,0.445,270,-2.1549594377227077
2.0,0.001,0.445,280,-2.155057905162171
2.0,0.001,0.445,290,-2.1570319024331246
2.0,0.001,0.445,300,-2.1561251373345223
2.0,0.001,0.445,310,-2.157835580538473
2.0,0.001,0.445,320,-2.154861204810302
2.0,0.001,0.445,330,-2.155615073481979
2.0,0.001,0.445,340,-2.155991159569153
2.0,0.001,0.445,350,-2.155314221927544
2.0,0.001,0.445,360,-2.1547624976618285
2.0,0.001,0.445,370,-2.1556585809418642
2.0,0.001,0.445,380,-2.1563034533584404
2.0,0.001,0.445,390,-2.154253997943032
2.0,0.001,0.445,400,-2.155513881435449
2.0,0.001,0.445,410,-2.1557563499475147
2.0,0.001,0.445,420,-2.154772889510932
2.0,0.001,0.445,430,-2.1557777176397575
2.0,0.001,0.445,440,-2.155516933690286
2.0,0.001,0.445,450,-2.155637478211383
2.0,0.001,0.445,460,-2.1557731761505345
2.0,0.001,0.445,470,-2.1539660342247715
2.0,0.001,0.445,480,-2.157644637872338
2.0,0.001,0.445,490,-2.154672257560614
2.0,0.001,0.445,500,-2.1551983994515767
2.0,0.001,0.445,510,-2.155071745338548
2.0,0.001,0.445,520,-2.153761084331632
2.0,0.001,0.445,530,-2.1559625001466607
2.0,0.001,0.445,540,-2.1550078377943698
2.0,0.001,0.445,550,-2.1553759093689844
2.0,0.001,0.445,560,-2.154444197448937
2.0,0.001,0.445,570,-2.1560591460988747
2.0,0.001,0.445,580,-2.1540124663432794
2.0,0.001,0.445,590,-2.1547562127513813
2.0,0.001,0.445,600,-2.155376904018557
2.0,0.001,0.445,610,-2.1537889404977357
2.0,0.001,0.445,620,-2.156714256796191
2.0,0.001,0.445,630,-2.154333105130452
2.0,0.001,0.445,640,-2.155233817378052
2.0,0.001,0.445,650,-2.154782355607855
2.0,0.001,0.445,660,-2.1537386912511542
2.0,0.001,0.445,670,-2.1572448348934556
2.0,0.001,0.445,680,-2.1556644163436856
2.0,0.001,0.445,690,-2.155511762587719
2.0,0.001,0.445,700,-2.154797864679033
2.0,0.001,0.445,710,-2.1555233215532215
2.0,0.001,0.445,720,-2.1547294234805783
2.0,0.001,0.445,730,-2.1540343648544824
2.0,0.001,0.445,740,-2.1563089929318737
2.0,0.001,0.445,750,-2.1556641070543434
2.0,0.001,0.445,760,-2.15567812080977
2.0,0.001,0.445,770,-2.1557897491659066
2.0,0.001,0.445,780,-2.1555483396590165
2.0,0.001,0.445,790,-2.1571336110545714
2.0,0.001,0.445,800,-2.1553180686104843
2.0,0.001,0.445,810,-2.1557145669414304
2.0,0.001,0.445,820,-2.156218964551605
2.0,0.001,0.445,830,-2.1542285017904517
2.0,0.001,0.445,840,-2.155000891708646
2.0,0.001,0.445,850,-2.154726875249088
2.0,0.001,0.445,860,-2.155747365354999
2.0,0.001,0.445,870,-2.1557346318049335
2.0,0.001,0.445,880,-2.1544112287886144
2.0,0.001,0.445,890,-2.1550943752486784
2.0,0.001,0.445,900,-2.155917066538703
2.0,0.001,0.445,910,-2.155635751714779
2.0,0.001,0.445,920,-2.1541484607166774
2.0,0.001,0.445,930,-2.1584741090624395
2.0,0.001,0.445,940,-2.1539779902043894
2.0,0.001,0.445,950,-2.1530835692994987
2.0,0.001,0.445,960,-2.155336625172564
2.0,0.001,0.445,970,-2.1551982077460305
2.0,0.001,0.445,980,-2.1547146442733167
2.0,0.001,0.445,990,-2.155663571249393
2.0,0.001,0.445,1000,-2.1550677253696566
2.0,0.001,0.445,1010,-2.1568839426100896
2.0,0.001,0.445,1020,-2.1573820215946284
2.0,0.001,0.445,1030,-2.154836930210179
2.0,0.001,0.445,1040,-2.1556033280222997
2.0,0.001,0.445,1050,-2.155716046270463
2.0,0.001,0.445,1060,-2.155554690479537
2.0,0.001,0.445,1070,-2.15442202366445
2.0,0.001,0.445,1080,-2.1543105111713428
2.0,0.001,0.445,1090,-2.1555180259951214
2.0,0.001,0.445,1100,-2.1555210298498255
2.0,0.001,0.445,1110,-2.1556947902876233
2.0,0.001,0.445,1120,-2.1541845962812864
2.0,0.001,0.445,1130,-2.1560496139742766
2.0,0.001,0.445,1140,-2.156268429557976
2.0,0.001,0.445,1150,-2.1549357576117933
2.0,0.001,0.445,1160,-2.1540303164732375
2.0,0.001,0.445,1170,-2.1553482028283186
2.0,0.001,0.445,1180,-2.1553205841231637
2.0,0.001,0.445,1190,-2.1566022848480313
2.0,0.001,0.445,1200,-2.1548121764091603
2.0,0.001,0.445,1210,-2.1546030088838295
2.0,0.001,0.445,1220,-2.156432959648042
2.0,0.001,0.445,1230,-2.154473596576461
2.0,0.001,0.445,1240,-2.15622562990227
2.0,0.001,0.445,1250,-2.1537683747861815
2.0,0.001,0.445,1260,-2.1546813034776098
2.0,0.001,0.445,1270,-2.155475475988003
2.0,0.001,0.445,1280,-2.1551842581243457
2.0,0.001,0.445,1290,-2.154698550970213
2.0,0.001,0.445,1300,-2.1534924586777358
2.0,0.001,0.445,1310,-2.1558718999235555
2.0,0.001,0.445,1320,-2.1544127200965613
2.0,0.001,0.445,1330,-2.1572915885784045
2.0,0.001,0.445,1340,-2.1558481140324193
2.0,0.001,0.445,1350,-2.1547444835879936
2.0,0.001,0.445,1360,-2.1557309816957257
2.0,0.001,0.445,1370,-2.155316029221858
2.0,0.001,0.445,1380,-2.1547371026187148
2.0,0.001,0.445,1390,-2.154780403181382
2.0,0.001,0.445,1400,-2.154758554609753
2.0,0.001,0.445,1410,-2.155708262293032
2.0,0.001,0.445,1420,-2.1579858287139873
2.0,0.001,0.445,1430,-2.156643563714292
2.0,0.001,0.445,1440,-2.1551310344596457
2.0,0.001,0.445,1450,-2.156917837790195
2.0,0.001,0.445,1460,-2.155360208413142
2.0,0.001,0.445,1470,-2.1554198516160175
2.0,0.001,0.445,1480,-2.154436994702923
2.0,0.001,0.445,1490,-2.154545703440603
2.0,0.001,0.445,1500,-2.1551355359894178
2.0,0.001,0.445,1510,-2.154378814578278
2.0,0.001,0.445,1520,-2.156558601992908
2.0,0.001,0.445,1530,-2.156575237240538
2.0,0.001,0.445,1540,-2.1549615006568446
2.0,0.001,0.445,1550,-2.15492626361449
2.0,0.001,0.445,1560,-2.1545654495231075
2.0,0.001,0.445,1570,-2.153523757975134
2.0,0.001,0.445,1580,-2.155892859752798
2.0,0.001,0.445,1590,-2.1556169516149186
2.0,0.001,0.445,1600,-2.1539657411109165
2.0,0.001,0.445,1610,-2.1557237537520115
2.0,0.001,0.445,1620,-2.1558345834434722
2.0,0.001,0.445,1630,-2.1544386831428883
2.0,0.001,0.445,1640,-2.155561255618243
2.0,0.001,0.445,1650,-2.1546115298643618
2.0,0.001,0.445,1660,-2.1544653214988942
2.0,0.001,0.445,1670,-2.1563894512623203
2.0,0.001,0.445,1680,-2.1560376843208604
2.0,0.001,0.445,1690,-2.1562946542495998
2.0,0.001,0.445,1700,-2.1541160944623647
2.0,0.001,0.445,1710,-2.154798136830779
2.0,0.001,0.445,1720,-2.154450566885663
2.0,0.001,0.445,1730,-2.157098365693587
2.0,0.001,0.445,1740,-2.154059468892663
2.0,0.001,0.445,1750,-2.1550627247795346
2.0,0.001,0.445,1760,-2.1561309664406467
2.0,0.001,0.445,1770,-2.157034570565322
2.0,0.001,0.445,1780,-2.1559618586243365
2.0,0.001,0.445,1790,-2.153513158538955
2.0,0.001,0.445,1800,-2.155954576412223
2.0,0.001,0.445,1810,-2.1543310725400424
2.0,0.001,0.445,1820,-2.155157712029099
2.0,0.001,0.445,1830,-2.1550467705171026
2.0,0.001,0.445,1840,-2.1548049178808815
2.0,0.001,0.445,1850,-2.155365953131958
2.0,0.001,0.445,1860,-2.1571044332217264
2.0,0.001,0.445,1870,-2.1550843454634756
2.0,0.001,0.445,1880,-2.1564176835635207
2.0,0.001,0.445,1890,-2.1567021768980505
2.0,0.001,0.445,1900,-2.1570036642370116
2.0,0.001,0.445,1910,-2.1566266123059896
2.0,0.001,0.445,1920,-2.1555075845617013
2.0,0.001,0.445,1930,-2.1544228962508587
2.0,0.001,0.445,1940,-2.153979681611011
2.0,0.001,0.445,1950,-2.1542597787037936
2.0,0.001,0.445,1960,-2.1569974092896946
2.0,0.001,0.445,1970,-2.154052802644857
2.0,0.001,0.445,1980,-2.154593750970602
2.0,0.001,0.445,1990,-2.1558088409604834
2.0,0.001,0.445,2000,-2.1560007843113658
2.0,0.001,1.78,0,-15.197097196869445
2.0,0.001,1.78,10,-2.5117542404178677
2.0,0.001,1.78,20,-2.3664790803276485
2.0,0.001,1.78,30,-2.3010308657189045
2.0,0.001,1.78,40,-2.2618170196598104
2.0,0.001,1.78,50,-2.234081131689727
2.0,0.001,1.78,60,-2.218225436247566
2.0,0.001,1.78,70,-2.2062444310140017
2.0,0.001,1.78,80,-2.197150360688829
2.0,0.001,1.78,90,-2.190228061646559
2.0,0.001,1.78,100,-2.1839719595163167
2.0,0.001,1.78,110,-2.1785941131288467
2.0,0.001,1.78,120,-2.1756888466422235
2.0,0.001,1.78,130,-2.174013820598931
2.0,0.001,1.78,140,-2.1724519566073055
2.0,0.001,1.78,150,-2.170147923652089
2.0,0.001,1.78,160,-2.167408635266927
2.0,0.001,1.78,170,-2.1688131498693974
2.0,0.001,1.78,180,-2.164978307499134
2.0,0.001,1.78,190,-2.164868072429841
2.0,0.001,1.78,200,-2.1655710321893475
2.0,0.001,1.78,210,-2.1658886248488303
2.0,0.001,1.78,220,-2.164137670889184
2.0,0.001,1.78,230,-2.164319584264751
2.0,0.001,1.78,240,-2.164164974535501
2.0,0.001,1.78,250,-2.161286713227215
2.0,0.001,1.78,260,-2.162813129571351
2.0,0.001,1.78,270,-2.16276348971949
2.0,0.001,1.78,280,-2.161570506041197
2.0,0.001,1.78,290,-2.161703707435422
2.0,0.001,1.78,300,-2.1613756583019943
2.0,0.001,1.78,310,-2.163610444125591
2.0,0.001,1.78,320,-2.1623066004385496
2.0,0.001,1.78,330,-2.161755775668508
2.0,0.001,1.78,340,-2.160610554778583
2.0,0.001,1.78,350,-2.1619479603135705
2.0,0.001,1.78,360,-2.161574354587402
2.0,0.001,1.78,370,-2.1629504117737026
2.0,0.001,1.78,380,-2.161479576819679
2.0,0.001,1.78,390,-2.162296029997278
2.0,0.001,1.78,400,-2.1624250912620986
2.0,0.001,1.78,410,-2.1637522121345243
2.0,0.001,1.78,420,-2.1636307152716943
2.0,0.001,1.78,430,-2.1620287812568137
2.0,0.001,1.78,440,-2.1626280110667566
2.0,0.001,1.78,450,-2.1627354290193574
2.0,0.001,1.78,460,-2.1587950156225215
2.0,0.001,1.78,470,-2.163125128645046
2.0,0.001,1.78,480,-2.1618457647246596
2.0,0.001,1.78,490,-2.161872682805529
2.0,0.001,1.78,500,-2.1621558233094507
2.0,0.001,1.78,510,-2.1638393622609504
2.0,0.001,1.78,520,-2.162669869307283
2.0,0.001,1.78,530,-2.1631235821546735
2.0,0.001,1.78,540,-2.1630564100865914
2.0,0.001,1.78,550,-2.161809629311186
2.0,0.001,1.78,560,-2.162797765690267
2.0,0.001,1.78,570,-2.162142720798584
2.0,0.001,1.78,580,-2.161799038962271
2.0,0.001,1.78,590,-2.162851325558913
2.0,0.001,1.78,600,-2.164937273514062
2.0,0.001,1.78,610,-2.162861479864111
2.0,0.001,1.78,620,-2.161599928242781
2.0,0.001,1.78,630,-2.1616404573694905
2.0,0.001,1.78,640,-2.1643934522665003
2.0,0.001,1.78,650,-2.1588753913363563
2.0,0.001,1.78,660,-2.161834485626261
2.0,0.001,1.78,670,-2.1633633238633143
2.0,0.001,1.78,680,-2.1641432271764613
2.0,0.001,1.78,690,-2.163568384519046
2.0,0.001,1.78,700,-2.1611924599092123
2.0,0.001,1.78,710,-2.161779244040817
2.0,0.001,1.78,720,-2.16218989104932
2.0,0.001,1.78,730,-2.162634836899733
2.0,0.001,1.78,740,-2.1636152091846275
2.0,0.001,1.78,750,-2.1594960994368533
2.0,0.001,1.78,760,-2.162612093854958
2.0,0.001,1.78,770,-2.1635477552726177
2.0,0.001,1.78,780,-2.1624789202330863
2.0,0.001,1.78,790,-2.163537658790704
2.0,0.001,1.78,800,-2.1625416864408815
2.0,0.001,1.78,810,-2.162468939176543
2.0,0.001,1.78,820,-2.161934593881107
2.0,0.001,1.78,830,-2.1656339568064995
2.0,0.001,1.78,840,-2.162255680547388
2.0,0.001,1.78,850,-2.163889413425575
2.0,0.001,1.78,860,-2.1612958455647546
2.0,0.001,1.78,870,-2.1623851448194507
2.0,0.001,1.78,880,-2.161242585757855
2.0,0.001,1.78,890,-2.163554241618576
2.0,0.001,1.78,900,-2.1631666854982052
2.0,0.001,1.78,910,-2.1606188437001337
2.0,0.001,1.78,920,-2.1630356405570974
2.0,0.001,1.78,930,-2.1628947155059617
2.0,0.001,1.78,940,-2.1644334388990414
2.0,0.001,1.78,950,-2.1642726535373513
2.0,0.001,1.78,960,-2.162751870023996
2.0,0.001,1.78,970,-2.1605795292152763
2.0,0.001,1.78,980,-2.161033598529787
2.0,0.001,1.78,990,-2.1623546807497216
2.0,0.001,1.78,1000,-2.1609696208488445
2.0,0.001,1.78,1010,-2.162914643272727
2.0,0.001,1.78,1020,-2.161877537065079
2.0,0.001,1.78,1030,-2.1617056845249136
2.0,0.001,1.78,1040,-2.161589538203525
2.0,0.001,1.78,1050,-2.1612833227561152
2.0,0.001,1.78,1060,-2.1639881797427987
2.0,0.001,1.78,1070,-2.162574109392878
2.0,0.001,1.78,1080,-2.1615193242633337
2.0,0.001,1.78,1090,-2.16437707242465
2.0,0.001,1.78,1100,-2.1644983679832603
2.0,0.001,1.78,1110,-2.1624530548435317
2.0,0.001,1.78,1120,-2.161909510027183
2.0,0.001,1.78,1130,-2.1646072461318844
2.0,0.001,1.78,1140,-2.165018910546677
2.0,0.001,1.78,1150,-2.162572288273728
2.0,0.001,1.78,1160,-2.1622079537455354
2.0,0.001,1.78,1170,-2.1613262160505307
2.0,0.001,1.78,1180,-2.1623000030867896
2.0,0.001,1.78,1190,-2.1631191067011617
2.0,0.001,1.78,1200,-2.163852809851244
2.0,0.001,1.78,1210,-2.161890598066625
2.0,0.001,1.78,1220,-2.165238654443418
2.0,0.001,1.78,1230,-2.1621650931770278
2.0,0.001,1.78,1240,-2.162848759058286
2.0,0.001,1.78,1250,-2.1609146729859092
2.0,0.001,1.78,1260,-2.163633945710214
2.0,0.001,1.78,1270,-2.164942259241315
2.0,0.001,1.78,1280,-2.162754412669044
2.0,0.001,1.78,1290,-2.1643337176229545
2.0,0.001,1.78,1300,-2.1608191645787773
2.0,0.001,1.78,1310,-2.1629739310768774
2.0,0.001,1.78,1320,-2.162100725377328
2.0,0.001,1.78,1330,-2.162277344990797
2.0,0.001,1.78,1340,-2.1615896113435267
2.0,0.001,1.78,1350,-2.1662971796473154
2.0,0.001,1.78,1360,-2.1640553916006158
2.0,0.001,1.78,1370,-2.162860702163532
2.0,0.001,1.78,1380,-2.161625314211026
2.0,0.001,1.78,1390,-2.161888210537656
2.0,0.001,1.78,1400,-2.1620586223230522
2.0,0.001,1.78,1410,-2.1601611027946532
2.0,0.001,1.78,1420,-2.161779378075256
2.0,0.001,1.78,1430,-2.1627606618341364
2.0,0.001,1.78,1440,-2.1626401349613076
2.0,0.001,1.78,1450,-2.1603924749705996
2.0,0.001,1.78,1460,-2.162144518829727
2.0,0.001,1.78,1470,-2.1635997059250736
2.0,0.001,1.78,1480,-2.161912235874286
2.0,0.001,1.78,1490,-2.1624618002494067
2.0,0.001,1.78,1500,-2.1633329891547888
2.0,0.001,1.78,1510,-2.1614886300505294
2.0,0.001,1.78,1520,-2.164728934494071
2.0,0.001,1.78,1530,-2.164221934569116
2.0,0.001,1.78,1540,-2.163936386527931
2.0,0.001,1.78,1550,-2.1646774883281332
2.0,0.001,1.78,1560,-2.1635462898602538
2.0,0.001,1.78,1570,-2.1636671744170033
2.0,0.001,1.78,1580,-2.1621132508715206
2.0,0.001,1.78,1590,-2.1652400142993153
2.0,0.001,1.78,1600,-2.1628310550732768
2.0,0.001,1.78,1610,-2.160898367692233
2.0,0.001,1.78,1620,-2.1625066582239527
2.0,0.001,1.78,1630,-2.162433050357568
2.0,0.001,1.78,1640,-2.161044108829162
2.0,0.001,1.78,1650,-2.160985580952604
2.0,0.001,1.78,1660,-2.1621735916796108
2.0,0.001,1.78,1670,-2.162023011834594
2.0,0.001,1.78,1680,-2.1622899293769255
2.0,0.001,1.78,1690,-2.161730641672497
2.0,0.001,1.78,1700,-2.1618370613554947
2.0,0.001,1.78,1710,-2.16366946310604
2.0,0.001,1.78,1720,-2.1632449511636374
2.0,0.001,1.78,1730,-2.163510438324063
2.0,0.001,1.78,1740,-2.161426604815054
2.0,0.001,1.78,1750,-2.160287274972018
2.0,0.001,1.78,1760,-2.1628740776784694
2.0,0.001,1.78,1770,-2.16077786306558
2.0,0.001,1.78,1780,-2.16464664374595
2.0,0.001,1.78,1790,-2.1632608082063434
2.0,0.001,1.78,1800,-2.1656341021784558
2.0,0.001,1.78,1810,-2.164363586421038
2.0,0.001,1.78,1820,-2.1621736066820993
2.0,0.001,1.78,1830,-2.163075044732112
2.0,0.001,1.78,1840,-2.161951443658173
2.0,0.001,1.78,1850,-2.1639654593732875
2.0,0.001,1.78,1860,-2.163984773909215
2.0,0.001,1.78,1870,-2.1629527738630365
2.0,0.001,1.78,1880,-2.162371054448053
2.0,0.001,1.78,1890,-2.160939572171724
2.0,0.001,1.78,1900,-2.1611383142145426
2.0,0.001,1.78,1910,-2.1630990241974963
2.0,0.001,1.78,1920,-2.1612997066196815
2.0,0.001,1.78,1930,-2.1615178846831573
2.0,0.001,1.78,1940,-2.162064678031875
2.0,0.001,1.78,1950,-2.163594411483553
2.0,0.001,1.78,1960,-2.1642474899173214
2.0,0.001,1.78,1970,-2.163769779264649
2.0,0.001,1.78,1980,-2.161047505218238
2.0,0.001,1.78,1990,-2.162172824909389
2.0,0.001,1.78,2000,-2.163566512782487
2.0,0.001,7.12,0,-249.0218429057387
2.0,0.001,7.12,10,-4.752483955341491
2.0,0.001,7.12,20,-3.5063391494607696
2.0,0.001,7.12,30,-3.120213025630876
2.0,0.001,7.12,40,-2.9566849179880155
2.0,0.001,7.12,50,-2.843867129656047
2.0,0.001,7.12,60,-2.7743960955128855
2.0,0.001,7.12,70,-2.7193157832860146
2.0,0.001,7.12,80,-2.6796926074797693
2.0,0.001,7.12,90,-2.655147010947738
2.0,0.001,7.12,100,-2.6258763638843425
2.0,0.001,7.12,110,-2.6075003130147643
2.0,0.001,7.12,120,-2.5743252629133924
2.0,0.001,7.12,130,-2.5711057761513536
2.0,0.001,7.12,140,-2.554270052602634
2.0,0.001,7.12,150,-2.5490269246401147
2.0,0.001,7.12,160,-2.5376757269395425
2.0,0.001,7.12,170,-2.534237949314781
2.0,0.001,7.12,180,-2.5241983113673574
2.0,0.001,7.12,190,-2.5109742392518597
2.0,0.001,7.12,200,-2.5051985376984205
2.0,0.001,7.12,210,-2.4967887890197975
2.0,0.001,7.12,220,-2.49703599925085
2.0,0.001,7.12,230,-2.486649368669059
2.0,0.001,7.12,240,-2.4825485242026506
2.0,0.001,7.12,250,-2.471659455391762
2.0,0.001,7.12,260,-2.4791701548561256
2.0,0.001,7.12,270,-2.4615672787106933
2.0,0.001,7.12,280,-2.464545818798465
2.0,0.001,7.12,290,-2.4616181028563586
2.0,0.001,7.12,300,-2.4566899225452614
2.0,0.001,7.12,310,-2.4490591814877916
2.0,0.001,7.12,320,-2.444957430513811
2.0,0.001,7.12,330,-2.4446905424552714
2.0,0.001,7.12,340,-2.440853924841243
2.0,0.001,7.12,350,-2.4360479784374767
2.0,0.001,7.12,360,-2.4335332154981324
2.0,0.001,7.12,370,-2.4243550510709775
2.0,0.001,7.12,380,-2.4275011179467536
2.0,0.001,7.12,390,-2.4270804189647426
2.0,0.001,7.12,400,-2.4138274697754585
2.0,0.001,7.12,410,-2.415099969756454
2.0,0.001,7.12,420,-2.409276206846431
2.0,0.001,7.12,430,-2.4096753829812876
2.0,0.001,7.12,440,-2.4040619699345935
2.0,0.001,7.12,450,-2.403796447232298
2.0,0.001,7.12,460,-2.402138129244342
2.0,0.001,7.12,470,-2.4019885936177277
2.0,0.001,7.12,480,-2.396404942742196
2.0,0.001,7.12,490,-2.393179241657773
2.0,0.001,7.12,500,-2.393193707631101
2.0,0.001,7.12,510,-2.387641823067315
2.0,0.001,7.12,520,-2.388602168164998
2.0,0.001,7.12,530,-2.3859883208764963
2.0,0.001,7.12,540,-2.3867688357049097
2.0,0.001,7.12,550,-2.3746755935750237
2.0,0.001,7.12,560,-2.3801622201997628
2.0,0.001,7.12,570,-2.377290372398312
2.0,0.001,7.12,580,-2.370426580271093
2.0,0.001,7.12,590,-2.3715613692625634
2.0,0.001,7.12,600,-2.3709958861133966
2.0,0.001,7.12,610,-2.3689851701527025
2.0,0.001,7.12,620,-2.3623894378544437
2.0,0.001,7.12,630,-2.3605319100182274
2.0,0.001,7.12,640,-2.3621031614707664
2.0,0.001,7.12,650,-2.358336881750382
2.0,0.001,7.12,660,-2.3584838079159756
2.0,0.001,7.12,670,-2.3549103208681044
2.0,0.001,7.12,680,-2.3521266287500158
2.0,0.001,7.12,690,-2.3560478696528357
2.0,0.001,7.12,700,-2.3494571371393516
2.0,0.001,7.12,710,-2.351211047838859
2.0,0.001,7.12,720,-2.348975198068051
2.0,0.001,7.12,730,-2.345341914115133
2.0,0.001,7.12,740,-2.3383996115286965
2.0,0.001,7.12,750,-2.337185929047473
2.0,0.001,7.12,760,-2.3387436771537216
2.0,0.001,7.12,770,-2.334553625794966
2.0,0.001,7.12,780,-2.3341551854450255
2.0,0.001,7.12,790,-2.3357218222509566
2.0,0.001,7.12,800,-2.332855914364411
2.0,0.001,7.12,810,-2.331866865415333
2.0,0.001,7.12,820,-2.328060932847906
2.0,0.001,7.12,830,-2.325673352266344
2.0,0.001,7.12,840,-2.3278113096117874
2.0,0.001,7.12,850,-2.3251628601364795
2.0,0.001,7.12,860,-2.317735862363169
2.0,0.001,7.12,870,-2.3213193467196493
2.0,0.001,7.12,880,-2.320906090302817
2.0,0.001,7.12,890,-2.315371869766229
2.0,0.001,7.12,900,-2.3193728478475206
2.0,0.001,7.12,910,-2.3198345775825646
2.0,0.001,7.12,920,-2.3155439283714396
2.0,0.001,7.12,930,-2.315031957130046
2.0,0.001,7.12,940,-2.310346411545378
2.0,0.001,7.12,950,-2.312581320522124
2.0,0.001,7.12,960,-2.306890689559332
2.0,0.001,7.12,970,-2.310570263562725
2.0,0.001,7.12,980,-2.3077746055422264
2.0,0.001,7.12,990,-2.3036883838628937
2.0,0.001,7.12,1000,-2.303186167743246
2.0,0.001,7.12,1010,-2.3059785089044644
2.0,0.001,7.12,1020,-2.3025703200833076
2.0,0.001,7.12,1030,-2.304762102754759
2.0,0.001,7.12,1040,-2.2990871225988996
2.0,0.001,7.12,1050,-2.296021301725335
2.0,0.001,7.12,1060,-2.295975433956301
2.0,0.001,7.12,1070,-2.293285096240934
2.0,0.001,7.12,1080,-2.2959849532160663
2.0,0.001,7.12,1090,-2.295008526487953
2.0,0.001,7.12,1100,-2.291437326320116
2.0,0.001,7.12,1110,-2.289495074617616
2.0,0.001,7.12,1120,-2.2852298160693265
2.0,0.001,7.12,1130,-2.287222538300495
2.0,0.001,7.12,1140,-2.283452267194077
2.0,0.001,7.12,1150,-2.2836939260524183
2.0,0.001,7.12,1160,-2.282976771007991
2.0,0.001,7.12,1170,-2.2853400535227815
2.0,0.001,7.12,1180,-2.2794355032476368
2.0,0.001,7.12,1190,-2.2791215226767303
2.0,0.001,7.12,1200,-2.279789251076995
2.0,0.001,7.12,1210,-2.2804497080143347
2.0,0.001,7.12,1220,-2.2758021626136866
2.0,0.001,7.12,1230,-2.2774901247986294
2.0,0.001,7.12,1240,-2.273801142309995
2.0,0.001,7.12,1250,-2.2747577884663936
2.0,0.001,7.12,1260,-2.2736133796644755
2.0,0.001,7.12,1270,-2.2723447887395207
2.0,0.001,7.12,1280,-2.2699092676999255
2.0,0.001,7.12,1290,-2.269084940351039
2.0,0.001,7.12,1300,-2.2701321326292923
2.0,0.001,7.12,1310,-2.2665176933664255
2.0,0.001,7.12,1320,-2.2690136567499226
2.0,0.001,7.12,1330,-2.262870649424668
