alpha,c_initial,beta,epoch,mean_log_likelihood
0.5,0.001,7.36,1770,-2.1531965799495394
0.5,0.001,7.36,1780,-2.153074285761591
0.5,0.001,7.36,1790,-2.154374284356134
0.5,0.001,7.36,1800,-2.1548370371415295
0.5,0.001,7.36,1810,-2.1543843856776466
0.5,0.001,7.36,1820,-2.152812748445788
0.5,0.001,7.36,1830,-2.1529971021525456
0.5,0.001,7.36,1840,-2.1545964014381864
0.5,0.001,7.36,1850,-2.1548028809769746
0.5,0.001,7.36,1860,-2.152959345719449
0.5,0.001,7.36,1870,-2.1542138528421737
0.5,0.001,7.36,1880,-2.1541077975470477
0.5,0.001,7.36,1890,-2.1541242768352493
0.5,0.001,7.36,1900,-2.154742397187884
0.5,0.001,7.36,1910,-2.1546754526651064
0.5,0.001,7.36,1920,-2.1520152945595683
0.5,0.001,7.36,1930,-2.1546398749881224
0.5,0.001,7.36,1940,-2.155034499954098
0.5,0.001,7.36,1950,-2.1542627245246964
0.5,0.001,7.36,1960,-2.1532646729996303
0.5,0.001,7.36,1970,-2.155005972304594
0.5,0.001,7.36,1980,-2.1529883268876655
0.5,0.001,7.36,1990,-2.153336459975441
0.5,0.001,7.36,2000,-2.154347824490195
1.0,0.001,0.445,0,-6.000502013700316
1.0,0.001,0.445,10,-2.944402347805428
1.0,0.001,0.445,20,-2.674388448604376
1.0,0.001,0.445,30,-2.5386511591052168
1.0,0.001,0.445,40,-2.455935468988801
1.0,0.001,0.445,50,-2.4000549218733234
1.0,0.001,0.445,60,-2.3591566691187906
1.0,0.001,0.445,70,-2.327906703386858
1.0,0.001,0.445,80,-2.3032570950897426
1.0,0.001,0.445,90,-2.2832830155609183
1.0,0.001,0.445,100,-2.2668223557881046
1.0,0.001,0.445,110,-2.253447644585137
1.0,0.001,0.445,120,-2.2417104388720888
1.0,0.001,0.445,130,-2.2309666188304123
1.0,0.001,0.445,140,-2.222726246824834
1.0,0.001,0.445,150,-2.215527666522622
1.0,0.001,0.445,160,-2.2092464499782993
1.0,0.001,0.445,170,-2.204303131667978
1.0,0.001,0.445,180,-2.1985139317654667
1.0,0.001,0.445,190,-2.1947547024211844
1.0,0.001,0.445,200,-2.1909763769908253
1.0,0.001,0.445,210,-2.1883079328292507
1.0,0.001,0.445,220,-2.184864593114016
1.0,0.001,0.445,230,-2.181663652305547
1.0,0.001,0.445,240,-2.178791864102207
1.0,0.001,0.445,250,-2.1767158815859293
1.0,0.001,0.445,260,-2.17656905838113
1.0,0.001,0.445,270,-2.1730525504269678
1.0,0.001,0.445,280,-2.1727460927556477
1.0,0.001,0.445,290,-2.1692751483033406
1.0,0.001,0.445,300,-2.1688373908462726
1.0,0.001,0.445,310,-2.1691898478247507
1.0,0.001,0.445,320,-2.1679443355207004
1.0,0.001,0.445,330,-2.1673105638928076
1.0,0.001,0.445,340,-2.165648126969662
1.0,0.001,0.445,350,-2.1641260382591687
1.0,0.001,0.445,360,-2.163482902466348
1.0,0.001,0.445,370,-2.1621939510696944
1.0,0.001,0.445,380,-2.1631491744391877
1.0,0.001,0.445,390,-2.161889267848121
1.0,0.001,0.445,400,-2.1597309425878226
1.0,0.001,0.445,410,-2.160341222655316
1.0,0.001,0.445,420,-2.160607049855672
1.0,0.001,0.445,430,-2.1596793167482833
1.0,0.001,0.445,440,-2.1583473013207035
1.0,0.001,0.445,450,-2.159829071815013
1.0,0.001,0.445,460,-2.159182803739412
1.0,0.001,0.445,470,-2.157865945059858
1.0,0.001,0.445,480,-2.157446608042347
1.0,0.001,0.445,490,-2.157900440325776
1.0,0.001,0.445,500,-2.156198092841617
1.0,0.001,0.445,510,-2.1585304424166276
1.0,0.001,0.445,520,-2.1576201862910516
1.0,0.001,0.445,530,-2.15700857255434
1.0,0.001,0.445,540,-2.1575094531741694
1.0,0.001,0.445,550,-2.156989329741282
1.0,0.001,0.445,560,-2.1576937325861434
1.0,0.001,0.445,570,-2.157269774275185
1.0,0.001,0.445,580,-2.157623889931115
1.0,0.001,0.445,590,-2.156232713941709
1.0,0.001,0.445,600,-2.1561996261091103
1.0,0.001,0.445,610,-2.1567404523185147
1.0,0.001,0.445,620,-2.15671333428904
1.0,0.001,0.445,630,-2.1560272121251223
1.0,0.001,0.445,640,-2.156238472918283
1.0,0.001,0.445,650,-2.1557448567886643
1.0,0.001,0.445,660,-2.1565348121633354
1.0,0.001,0.445,670,-2.1562784734053033
1.0,0.001,0.445,680,-2.156524595726064
1.0,0.001,0.445,690,-2.1559141612245454
1.0,0.001,0.445,700,-2.156085511835462
1.0,0.001,0.445,710,-2.156330184656224
1.0,0.001,0.445,720,-2.1568199396350805
1.0,0.001,0.445,730,-2.1549959579550126
1.0,0.001,0.445,740,-2.1553585565463926
1.0,0.001,0.445,750,-2.155242272139402
1.0,0.001,0.445,760,-2.1539595208047726
1.0,0.001,0.445,770,-2.156135504801989
1.0,0.001,0.445,780,-2.15594803923795
1.0,0.001,0.445,790,-2.1561244116918363
1.0,0.001,0.445,800,-2.1552198963694633
1.0,0.001,0.445,810,-2.156536192825535
1.0,0.001,0.445,820,-2.156081959386806
1.0,0.001,0.445,830,-2.156845697504716
1.0,0.001,0.445,840,-2.1552356191181197
1.0,0.001,0.445,850,-2.155608416550239
1.0,0.001,0.445,860,-2.1554438822590996
1.0,0.001,0.445,870,-2.155869588269059
1.0,0.001,0.445,880,-2.1563330258331987
1.0,0.001,0.445,890,-2.155219626647048
1.0,0.001,0.445,900,-2.157274899578565
1.0,0.001,0.445,910,-2.156630097055904
1.0,0.001,0.445,920,-2.155564922857976
1.0,0.001,0.445,930,-2.1565828203497253
1.0,0.001,0.445,940,-2.1555688723299022
1.0,0.001,0.445,950,-2.1549873757911455
1.0,0.001,0.445,960,-2.156589855337194
1.0,0.001,0.445,970,-2.157073479585319
1.0,0.001,0.445,980,-2.1563395979783437
1.0,0.001,0.445,990,-2.154939015592066
1.0,0.001,0.445,1000,-2.156101750557732
1.0,0.001,0.445,1010,-2.1550491025260397
1.0,0.001,0.445,1020,-2.1553113213003794
1.0,0.001,0.445,1030,-2.156195499055102
1.0,0.001,0.445,1040,-2.156820071758895
1.0,0.001,0.445,1050,-2.156853436686465
1.0,0.001,0.445,1060,-2.1557940808329614
1.0,0.001,0.445,1070,-2.1547334136354226
1.0,0.001,0.445,1080,-2.155489957935562
1.0,0.001,0.445,1090,-2.1544958293951013
1.0,0.001,0.445,1100,-2.1571989502895472
1.0,0.001,0.445,1110,-2.1558007681556277
1.0,0.001,0.445,1120,-2.155354325133175
1.0,0.001,0.445,1130,-2.1567530238239083
1.0,0.001,0.445,1140,-2.156338666531705
1.0,0.001,0.445,1150,-2.157559079416765
1.0,0.001,0.445,1160,-2.155854909879035
1.0,0.001,0.445,1170,-2.1566472236788847
1.0,0.001,0.445,1180,-2.156453876830163
1.0,0.001,0.445,1190,-2.1568338421088193
1.0,0.001,0.445,1200,-2.1559059103084066
1.0,0.001,0.445,1210,-2.1552888094381055
1.0,0.001,0.445,1220,-2.1564286678548568
1.0,0.001,0.445,1230,-2.1561954255129483
1.0,0.001,0.445,1240,-2.1561141921179456
1.0,0.001,0.445,1250,-2.155597737326609
1.0,0.001,0.445,1260,-2.1562676502648577
1.0,0.001,0.445,1270,-2.155896875335509
1.0,0.001,0.445,1280,-2.1570555744446165
1.0,0.001,0.445,1290,-2.1558163902829004
1.0,0.001,0.445,1300,-2.1558834589248264
1.0,0.001,0.445,1310,-2.1547566507590177
1.0,0.001,0.445,1320,-2.15534380816529
1.0,0.001,0.445,1330,-2.155945879136105
1.0,0.001,0.445,1340,-2.1566120614903
1.0,0.001,0.445,1350,-2.1564731535455275
1.0,0.001,0.445,1360,-2.1549254758553364
1.0,0.001,0.445,1370,-2.155450929098591
1.0,0.001,0.445,1380,-2.1558447496405475
1.0,0.001,0.445,1390,-2.1570363084980912
1.0,0.001,0.445,1400,-2.1568995135122857
1.0,0.001,0.445,1410,-2.1552845509895286
1.0,0.001,0.445,1420,-2.156222864062294
1.0,0.001,0.445,1430,-2.155715267112661
1.0,0.001,0.445,1440,-2.155900368971272
1.0,0.001,0.445,1450,-2.1563710425125735
1.0,0.001,0.445,1460,-2.155284915763936
1.0,0.001,0.445,1470,-2.156791371750278
1.0,0.001,0.445,1480,-2.154704272769947
1.0,0.001,0.445,1490,-2.157016632626366
1.0,0.001,0.445,1500,-2.1542471846571996
1.0,0.001,0.445,1510,-2.157613305186926
1.0,0.001,0.445,1520,-2.1570539171344816
1.0,0.001,0.445,1530,-2.155684746962492
1.0,0.001,0.445,1540,-2.156510399396397
1.0,0.001,0.445,1550,-2.15588659117875
1.0,0.001,0.445,1560,-2.1564029574086234
1.0,0.001,0.445,1570,-2.1566741836390904
1.0,0.001,0.445,1580,-2.157224285778776
1.0,0.001,0.445,1590,-2.155118883956777
1.0,0.001,0.445,1600,-2.156111156794743
1.0,0.001,0.445,1610,-2.1561900454750207
1.0,0.001,0.445,1620,-2.1569313389977958
1.0,0.001,0.445,1630,-2.156185041447635
1.0,0.001,0.445,1640,-2.1567827412027953
1.0,0.001,0.445,1650,-2.156567216511707
1.0,0.001,0.445,1660,-2.157453060843392
1.0,0.001,0.445,1670,-2.1572805128953005
1.0,0.001,0.445,1680,-2.1559673358770035
1.0,0.001,0.445,1690,-2.1566949253341137
1.0,0.001,0.445,1700,-2.1572184220426247
1.0,0.001,0.445,1710,-2.157409494168969
1.0,0.001,0.445,1720,-2.157270848598136
1.0,0.001,0.445,1730,-2.157290550488241
1.0,0.001,0.445,1740,-2.1558291936187546
1.0,0.001,0.445,1750,-2.157969738261315
1.0,0.001,0.445,1760,-2.156040429161565
1.0,0.001,0.445,1770,-2.1568959631904705
1.0,0.001,0.445,1780,-2.1559649199372295
1.0,0.001,0.445,1790,-2.155844474750568
1.0,0.001,0.445,1800,-2.157976736760563
1.0,0.001,0.445,1810,-2.1562362965958046
1.0,0.001,0.445,1820,-2.156114403332733
1.0,0.001,0.445,1830,-2.1557665856803023
1.0,0.001,0.445,1840,-2.1560282149186536
1.0,0.001,0.445,1850,-2.15634370450087
1.0,0.001,0.445,1860,-2.156413334654095
1.0,0.001,0.445,1870,-2.1562060418573776
1.0,0.001,0.445,1880,-2.155768508694011
1.0,0.001,0.445,1890,-2.155666546923319
1.0,0.001,0.445,1900,-2.1579694446508486
1.0,0.001,0.445,1910,-2.1566366933275956
1.0,0.001,0.445,1920,-2.1555813006384072
1.0,0.001,0.445,1930,-2.157017296764363
1.0,0.001,0.445,1940,-2.156283322952431
1.0,0.001,0.445,1950,-2.156196044419115
1.0,0.001,0.445,1960,-2.156175030564052
1.0,0.001,0.445,1970,-2.1563737018509324
1.0,0.001,0.445,1980,-2.15625875643827
1.0,0.001,0.445,1990,-2.1551557805676533
1.0,0.001,0.445,2000,-2.1570656067166203
1.0,0.001,1.78,0,-10.258516027835121
1.0,0.001,1.78,10,-2.765346511063741
1.0,0.001,1.78,20,-2.5840485328703964
1.0,0.001,1.78,30,-2.483916170719446
1.0,0.001,1.78,40,-2.419050545352384
1.0,0.001,1.78,50,-2.3737333471622555
1.0,0.001,1.78,60,-2.3398644163521927
1.0,0.001,1.78,70,-2.3133776823690995
1.0,0.001,1.78,80,-2.291684314188054
1.0,0.001,1.78,90,-2.274415405386758
1.0,0.001,1.78,100,-2.2611008816961475
1.0,0.001,1.78,110,-2.248452474952526
1.0,0.001,1.78,120,-2.238486729331483
1.0,0.001,1.78,130,-2.2275024973644273
1.0,0.001,1.78,140,-2.221455921982784
1.0,0.001,1.78,150,-2.2145740220633736
1.0,0.001,1.78,160,-2.2085368768450486
1.0,0.001,1.78,170,-2.2037303560983155
1.0,0.001,1.78,180,-2.199655788353569
1.0,0.001,1.78,190,-2.195586280004655
1.0,0.001,1.78,200,-2.192704213883866
1.0,0.001,1.78,210,-2.188292808165841
1.0,0.001,1.78,220,-2.184866341505182
1.0,0.001,1.78,230,-2.183649927777612
1.0,0.001,1.78,240,-2.1810519992239237
1.0,0.001,1.78,250,-2.179900880046276
1.0,0.001,1.78,260,-2.17782132623038
1.0,0.001,1.78,270,-2.1761406753693695
1.0,0.001,1.78,280,-2.174212802836184
1.0,0.001,1.78,290,-2.1724415774517736
1.0,0.001,1.78,300,-2.1707162679585124
1.0,0.001,1.78,310,-2.1711991428757287
1.0,0.001,1.78,320,-2.1704985027313892
1.0,0.001,1.78,330,-2.170142942336499
1.0,0.001,1.78,340,-2.1692700014613524
1.0,0.001,1.78,350,-2.1676984847115452
1.0,0.001,1.78,360,-2.1662079872479545
1.0,0.001,1.78,370,-2.165086840491733
1.0,0.001,1.78,380,-2.1664673883921806
1.0,0.001,1.78,390,-2.164305208803992
1.0,0.001,1.78,400,-2.1630709819404017
1.0,0.001,1.78,410,-2.1630072171248
1.0,0.001,1.78,420,-2.1629983843138647
1.0,0.001,1.78,430,-2.165191150194706
1.0,0.001,1.78,440,-2.1612006193056206
1.0,0.001,1.78,450,-2.1632433781165563
1.0,0.001,1.78,460,-2.162164198736744
1.0,0.001,1.78,470,-2.1607494386420623
1.0,0.001,1.78,480,-2.1622221688666703
1.0,0.001,1.78,490,-2.160567151421558
1.0,0.001,1.78,500,-2.162132966888409
1.0,0.001,1.78,510,-2.159848449263655
1.0,0.001,1.78,520,-2.1611667350239783
1.0,0.001,1.78,530,-2.16126576620127
1.0,0.001,1.78,540,-2.1590328497785136
1.0,0.001,1.78,550,-2.160470664142183
1.0,0.001,1.78,560,-2.1602998982472186
1.0,0.001,1.78,570,-2.159048411355003
1.0,0.001,1.78,580,-2.1595937002855363
1.0,0.001,1.78,590,-2.159353392489768
1.0,0.001,1.78,600,-2.16186819771757
1.0,0.001,1.78,610,-2.160485642169144
1.0,0.001,1.78,620,-2.160612399647378
1.0,0.001,1.78,630,-2.1610757362575317
1.0,0.001,1.78,640,-2.1584482244799115
1.0,0.001,1.78,650,-2.1580133448190697
1.0,0.001,1.78,660,-2.1605969164011896
1.0,0.001,1.78,670,-2.158961598901477
1.0,0.001,1.78,680,-2.159948737982571
1.0,0.001,1.78,690,-2.1599423999446064
1.0,0.001,1.78,700,-2.1588431856962016
1.0,0.001,1.78,710,-2.159540322178303
1.0,0.001,1.78,720,-2.1603316193492366
1.0,0.001,1.78,730,-2.1584208932787226
1.0,0.001,1.78,740,-2.159145148334064
1.0,0.001,1.78,750,-2.1597807440798142
1.0,0.001,1.78,760,-2.158852153229247
1.0,0.001,1.78,770,-2.1579988270377255
1.0,0.001,1.78,780,-2.1566768799689764
1.0,0.001,1.78,790,-2.158458476471273
1.0,0.001,1.78,800,-2.158038170279627
1.0,0.001,1.78,810,-2.158460435746125
1.0,0.001,1.78,820,-2.1629068853984537
1.0,0.001,1.78,830,-2.1584350455760553
1.0,0.001,1.78,840,-2.1588729412186836
1.0,0.001,1.78,850,-2.1590188544589743
1.0,0.001,1.78,860,-2.1594370460589456
1.0,0.001,1.78,870,-2.159900443842233
1.0,0.001,1.78,880,-2.157924935195676
1.0,0.001,1.78,890,-2.1601231642739602
1.0,0.001,1.78,900,-2.16034005619084
1.0,0.001,1.78,910,-2.1585961907070152
1.0,0.001,1.78,920,-2.160633414083756
1.0,0.001,1.78,930,-2.159067104031601
1.0,0.001,1.78,940,-2.1604613999633093
1.0,0.001,1.78,950,-2.1584316153331535
1.0,0.001,1.78,960,-2.159661922331893
1.0,0.001,1.78,970,-2.159184907151058
1.0,0.001,1.78,980,-2.1592974242681704
1.0,0.001,1.78,990,-2.161269303464027
1.0,0.001,1.78,1000,-2.1608393549527958
1.0,0.001,1.78,1010,-2.159778505008692
1.0,0.001,1.78,1020,-2.1593273068535455
1.0,0.001,1.78,1030,-2.1585872622979343
1.0,0.001,1.78,1040,-2.159301829620419
1.0,0.001,1.78,1050,-2.1589535189662876
1.0,0.001,1.78,1060,-2.158358703611513
1.0,0.001,1.78,1070,-2.1588818141273483
1.0,0.001,1.78,1080,-2.15923465827596
1.0,0.001,1.78,1090,-2.1601044515489947
1.0,0.001,1.78,1100,-2.159625876322172
1.0,0.001,1.78,1110,-2.1608371152764803
1.0,0.001,1.78,1120,-2.1596151290738446
1.0,0.001,1.78,1130,-2.15937918550204
1.0,0.001,1.78,1140,-2.159598912530119
1.0,0.001,1.78,1150,-2.1588313054241097
1.0,0.001,1.78,1160,-2.1592411074494593
1.0,0.001,1.78,1170,-2.1596708467768626
1.0,0.001,1.78,1180,-2.160236193324032
1.0,0.001,1.78,1190,-2.159785202604192
1.0,0.001,1.78,1200,-2.159726261577093
1.0,0.001,1.78,1210,-2.159434596801546
1.0,0.001,1.78,1220,-2.1594037606480287
1.0,0.001,1.78,1230,-2.160023851064526
1.0,0.001,1.78,1240,-2.160389403151014
1.0,0.001,1.78,1250,-2.1601647772997414
1.0,0.001,1.78,1260,-2.1598570072117473
1.0,0.001,1.78,1270,-2.1598621087666037
1.0,0.001,1.78,1280,-2.1601914054569216
1.0,0.001,1.78,1290,-2.160365832810929
1.0,0.001,1.78,1300,-2.159617356651094
1.0,0.001,1.78,1310,-2.162119523597548
1.0,0.001,1.78,1320,-2.1598441668463635
1.0,0.001,1.78,1330,-2.158766810138005
1.0,0.001,1.78,1340,-2.157782588461538
1.0,0.001,1.78,1350,-2.158661903604162
1.0,0.001,1.78,1360,-2.1607620379293713
1.0,0.001,1.78,1370,-2.159778775681842
1.0,0.001,1.78,1380,-2.1572633438369904
1.0,0.001,1.78,1390,-2.1613311760698615
1.0,0.001,1.78,1400,-2.1612602743694924
1.0,0.001,1.78,1410,-2.1600190919660287
1.0,0.001,1.78,1420,-2.159026712375038
1.0,0.001,1.78,1430,-2.160627995783663
1.0,0.001,1.78,1440,-2.162437741101311
1.0,0.001,1.78,1450,-2.160201285690079
1.0,0.001,1.78,1460,-2.1602986865844267
1.0,0.001,1.78,1470,-2.160750910379071
1.0,0.001,1.78,1480,-2.161806860760326
1.0,0.001,1.78,1490,-2.1609574053068785
1.0,0.001,1.78,1500,-2.1589529600525275
1.0,0.001,1.78,1510,-2.159422792610048
1.0,0.001,1.78,1520,-2.161806141171651
1.0,0.001,1.78,1530,-2.160460520465021
1.0,0.001,1.78,1540,-2.1584507047082075
1.0,0.001,1.78,1550,-2.161093424953779
1.0,0.001,1.78,1560,-2.1624958877305938
1.0,0.001,1.78,1570,-2.159260487028969
1.0,0.001,1.78,1580,-2.159986772065906
1.0,0.001,1.78,1590,-2.1613802688548613
1.0,0.001,1.78,1600,-2.1587082863663687
1.0,0.001,1.78,1610,-2.159770739917623
1.0,0.001,1.78,1620,-2.159587930246126
1.0,0.001,1.78,1630,-2.159686487735864
1.0,0.001,1.78,1640,-2.1605103310859857
1.0,0.001,1.78,1650,-2.158723284128563
1.0,0.001,1.78,1660,-2.16071674722669
1.0,0.001,1.78,1670,-2.159929424071897
1.0,0.001,1.78,1680,-2.1601744306618706
1.0,0.001,1.78,1690,-2.1595925530052558
1.0,0.001,1.78,1700,-2.1590209978975694
1.0,0.001,1.78,1710,-2.1606348227653833
1.0,0.001,1.78,1720,-2.1583408247634557
1.0,0.001,1.78,1730,-2.1587782995557525
1.0,0.001,1.78,1740,-2.1592780113551733
1.0,0.001,1.78,1750,-2.1596694164224406
1.0,0.001,1.78,1760,-2.1611739314240332
1.0,0.001,1.78,1770,-2.1590311811281624
1.0,0.001,1.78,1780,-2.1610077273580344
1.0,0.001,1.78,1790,-2.1598588938272596
1.0,0.001,1.78,1800,-2.1601016893847524
1.0,0.001,1.78,1810,-2.160757923736962
1.0,0.001,1.78,1820,-2.161023607268165
1.0,0.001,1.78,1830,-2.160852906020818
1.0,0.001,1.78,1840,-2.1602143871433936
1.0,0.001,1.78,1850,-2.1608303492395464
1.0,0.001,1.78,1860,-2.1590257927867897
1.0,0.001,1.78,1870,-2.1605577775780596
1.0,0.001,1.78,1880,-2.158764327736023
1.0,0.001,1.78,1890,-2.160307328655332
1.0,0.001,1.78,1900,-2.1596052252567106
1.0,0.001,1.78,1910,-2.16130145058078
1.0,0.001,1.78,1920,-2.160590069826202
1.0,0.001,1.78,1930,-2.160985457619566
1.0,0.001,1.78,1940,-2.1603449312033214
1.0,0.001,1.78,1950,-2.160204329141315
1.0,0.001,1.78,1960,-2.1595666479863294
1.0,0.001,1.78,1970,-2.1592784114824433
1.0,0.001,1.78,1980,-2.1598474902917415
1.0,0.001,1.78,1990,-2.159185284794214
1.0,0.001,1.78,2000,-2.1608563994147185
1.0,0.001,7.12,0,-91.19645480596338
1.0,0.001,7.12,10,-3.3911114389507686
1.0,0.001,7.12,20,-2.790754670181187
1.0,0.001,7.12,30,-2.611613230107033
1.0,0.001,7.12,40,-2.514315042858747
1.0,0.001,7.12,50,-2.452394354770017
1.0,0.001,7.12,60,-2.407430144819188
1.0,0.001,7.12,70,-2.375467999322623
1.0,0.001,7.12,80,-2.345086790639732
1.0,0.001,7.12,90,-2.327309015365425
1.0,0.001,7.12,100,-2.307005580370072
1.0,0.001,7.12,110,-2.2893167694245022
1.0,0.001,7.12,120,-2.2791629487239407
1.0,0.001,7.12,130,-2.262816685003642
1.0,0.001,7.12,140,-2.2542279594097803
1.0,0.001,7.12,150,-2.243497174451642
1.0,0.001,7.12,160,-2.236695563573445
1.0,0.001,7.12,170,-2.229327982607858
1.0,0.001,7.12,180,-2.2246488910082145
1.0,0.001,7.12,190,-2.218502411201477
1.0,0.001,7.12,200,-2.213153685120848
1.0,0.001,7.12,210,-2.20973961934651
1.0,0.001,7.12,220,-2.208544756160083
1.0,0.001,7.12,230,-2.199875658285223
1.0,0.001,7.12,240,-2.1994308026893648
1.0,0.001,7.12,250,-2.1944828981765574
1.0,0.001,7.12,260,-2.192544655397814
1.0,0.001,7.12,270,-2.1918447402149304
1.0,0.001,7.12,280,-2.1894019187861913
1.0,0.001,7.12,290,-2.1914777472492237
1.0,0.001,7.12,300,-2.1865804779622384
1.0,0.001,7.12,310,-2.185702053167251
1.0,0.001,7.12,320,-2.186827728128668
1.0,0.001,7.12,330,-2.1844443084254164
1.0,0.001,7.12,340,-2.1812779243654066
1.0,0.001,7.12,350,-2.1832045745470254
1.0,0.001,7.12,360,-2.1801533901775256
1.0,0.001,7.12,370,-2.1800096183692674
1.0,0.001,7.12,380,-2.1782469878597883
1.0,0.001,7.12,390,-2.1776424473524294
1.0,0.001,7.12,400,-2.177734770197806
1.0,0.001,7.12,410,-2.176781546819262
1.0,0.001,7.12,420,-2.1764909948709867
1.0,0.001,7.12,430,-2.1766041748554845
1.0,0.001,7.12,440,-2.1762361933815217
1.0,0.001,7.12,450,-2.175681455119838
1.0,0.001,7.12,460,-2.173303706810252
1.0,0.001,7.12,470,-2.1758756690980006
1.0,0.001,7.12,480,-2.175696110675615
1.0,0.001,7.12,490,-2.17424070396781
1.0,0.001,7.12,500,-2.173232476216665
1.0,0.001,7.12,510,-2.1730902050884024
1.0,0.001,7.12,520,-2.172960703963957
1.0,0.001,7.12,530,-2.1734813922711553
1.0,0.001,7.12,540,-2.1751527679161438
1.0,0.001,7.12,550,-2.1731535745960753
1.0,0.001,7.12,560,-2.174580847303353
1.0,0.001,7.12,570,-2.1740572291795943
1.0,0.001,7.12,580,-2.1746042440506237
1.0,0.001,7.12,590,-2.1715156078640367
1.0,0.001,7.12,600,-2.173523734426743
1.0,0.001,7.12,610,-2.172387297331728
1.0,0.001,7.12,620,-2.1710796140459614
1.0,0.001,7.12,630,-2.17566065841648
1.0,0.001,7.12,640,-2.1725621645474478
1.0,0.001,7.12,650,-2.1729508675280895
1.0,0.001,7.12,660,-2.1752470446966052
1.0,0.001,7.12,670,-2.1717165299136756
1.0,0.001,7.12,680,-2.1730804846251406
1.0,0.001,7.12,690,-2.1758872360997232
1.0,0.001,7.12,700,-2.173613570019134
1.0,0.001,7.12,710,-2.172940344095112
1.0,0.001,7.12,720,-2.1710545212265644
1.0,0.001,7.12,730,-2.1710042636117977
1.0,0.001,7.12,740,-2.173243393158088
1.0,0.001,7.12,750,-2.1728866794435526
1.0,0.001,7.12,760,-2.1719000733640055
1.0,0.001,7.12,770,-2.1706398151307225
1.0,0.001,7.12,780,-2.1739159180926806
1.0,0.001,7.12,790,-2.1712081333760755
1.0,0.001,7.12,800,-2.172411027033556
1.0,0.001,7.12,810,-2.1728074653185003
1.0,0.001,7.12,820,-2.171457877239248
1.0,0.001,7.12,830,-2.173619582781482
1.0,0.001,7.12,840,-2.1737633887456336
1.0,0.001,7.12,850,-2.172169470026078
1.0,0.001,7.12,860,-2.1719536257979772
1.0,0.001,7.12,870,-2.173089331367278
1.0,0.001,7.12,880,-2.1713446968699324
1.0,0.001,7.12,890,-2.1725689212317203
1.0,0.001,7.12,900,-2.172943945273599
1.0,0.001,7.12,910,-2.172163081527936
1.0,0.001,7.12,920,-2.170819991271804
1.0,0.001,7.12,930,-2.1719485030700447
1.0,0.001,7.12,940,-2.1713364778194273
1.0,0.001,7.12,950,-2.1748792939232455
1.0,0.001,7.12,960,-2.17208562382125
1.0,0.001,7.12,970,-2.171926557777963
1.0,0.001,7.12,980,-2.172518429742797
1.0,0.001,7.12,990,-2.172133439113557
1.0,0.001,7.12,1000,-2.1710562610332116
1.0,0.001,7.12,1010,-2.1715162828728998
1.0,0.001,7.12,1020,-2.1713079498707613
1.0,0.001,7.12,1030,-2.171302601325984
1.0,0.001,7.12,1040,-2.171584595397678
1.0,0.001,7.12,1050,-2.172089725766104
1.0,0.001,7.12,1060,-2.1715124899832707
1.0,0.001,7.12,1070,-2.1717285484815023
1.0,0.001,7.12,1080,-2.171270745046861
1.0,0.001,7.12,1090,-2.1692275968672643
1.0,0.001,7.12,1100,-2.1726153551081113
1.0,0.001,7.12,1110,-2.1722984344975202
1.0,0.001,7.12,1120,-2.17199848675091
1.0,0.001,7.12,1130,-2.1708054748705767
1.0,0.001,7.12,1140,-2.1760121342907737
1.0,0.001,7.12,1150,-2.1720695866670625
1.0,0.001,7.12,1160,-2.1710187171150026
1.0,0.001,7.12,1170,-2.1721070745800435
1.0,0.001,7.12,1180,-2.1707296179509514
1.0,0.001,7.12,1190,-2.1728395436907046
1.0,0.001,7.12,1200,-2.173551218921943
1.0,0.001,7.12,1210,-2.1720267218480473
1.0,0.001,7.12,1220,-2.1738495518604095
1.0,0.001,7.12,1230,-2.173203579592058
1.0,0.001,7.12,1240,-2.172918416936506
1.0,0.001,7.12,1250,-2.1739014795217573
1.0,0.001,7.12,1260,-2.173779751124046
1.0,0.001,7.12,1270,-2.1714804326747528
1.0,0.001,7.12,1280,-2.1729067105786886
1.0,0.001,7.12,1290,-2.173742030298295
1.0,0.001,7.12,1300,-2.174075195662841
1.0,0.001,7.12,1310,-2.1711453760250543
1.0,0.001,7.12,1320,-2.1724417225602113
1.0,0.001,7.12,1330,-2.1711100140759716
1.0,0.001,7.12,1340,-2.173650275178881
1.0,0.001,7.12,1350,-2.174141607942612
1.0,0.001,7.12,1360,-2.1716647144965275
1.0,0.001,7.12,1370,-2.173948873355012
1.0,0.001,7.12,1380,-2.1695438828955966
1.0,0.001,7.12,1390,-2.1710330626192045
1.0,0.001,7.12,1400,-2.17449663953572
1.0,0.001,7.12,1410,-2.172222262286008
1.0,0.001,7.12,1420,-2.173534154035666
1.0,0.001,7.12,1430,-2.1722386194966523
1.0,0.001,7.12,1440,-2.1718676722205448
1.0,0.001,7.12,1450,-2.1734072518567946
1.0,0.001,7.12,1460,-2.172846871840498
1.0,0.001,7.12,1470,-2.1749681039369797
1.0,0.001,7.12,1480,-2.1742241877909323
1.0,0.001,7.12,1490,-2.174451356450522
1.0,0.001,7.12,1500,-2.172910351103222
1.0,0.001,7.12,1510,-2.1725508648994505
1.0,0.001,7.12,1520,-2.1716820928967717
1.0,0.001,7.12,1530,-2.1715128446667773
1.0,0.001,7.12,1540,-2.173851519955958
1.0,0.001,7.12,1550,-2.1715135106750543
