Epoch,beta_max/4,beta_max,4beta_max
1,-18.390253,-19.449184,-88.393415
2,-18.328034,-19.263528,-85.935590
3,-18.249992,-19.096179,-83.595382
4,-18.154033,-18.942570,-81.416411
5,-18.037854,-18.796492,-79.322204
6,-17.907980,-18.659022,-77.346472
7,-17.772172,-18.532641,-75.446110
8,-17.639083,-18.412410,-73.583193
9,-17.514760,-18.297861,-71.799422
10,-17.409253,-18.189170,-70.085501
11,-17.320516,-18.086761,-68.457382
12,-17.253700,-17.990230,-66.893039
13,-17.201789,-17.899313,-65.350383
14,-17.159806,-17.814402,-63.910352
15,-17.125141,-17.734040,-62.511306
16,-17.095467,-17.655229,-61.192593
17,-17.069676,-17.584684,-59.921563
18,-17.044950,-17.518580,-58.742966
19,-17.019989,-17.455621,-57.592320
20,-16.995758,-17.395584,-56.450900
21,-16.973778,-17.339556,-55.375002
22,-16.952062,-17.287116,-54.349304
23,-16.931095,-17.236181,-53.355203
24,-16.912162,-17.191592,-52.358267
25,-16.892013,-17.150514,-51.367873
26,-16.871626,-17.109580,-50.410654
27,-16.852360,-17.071351,-49.501237
28,-16.832880,-17.036739,-48.629001
29,-16.814116,-17.002652,-47.762867
30,-16.796845,-16.971817,-46.918261
31,-16.779575,-16.941041,-46.094322
32,-16.762097,-16.910455,-45.301249
33,-16.745782,-16.881916,-44.498635
34,-16.729373,-16.855674,-43.737952
35,-16.713941,-16.830553,-42.967296
36,-16.698344,-16.806406,-42.259581
37,-16.681754,-16.781598,-41.593075
38,-16.666414,-16.757128,-40.944322
39,-16.651878,-16.734395,-40.311068
40,-16.636312,-16.712918,-39.676752
41,-16.620924,-16.690833,-39.050052
42,-16.605550,-16.670332,-38.434559
43,-16.590424,-16.650349,-37.887255
44,-16.577133,-16.631998,-37.364623
45,-16.563880,-16.613930,-36.847812
46,-16.550647,-16.594819,-36.339992
47,-16.538109,-16.577203,-35.840063
48,-16.526237,-16.560240,-35.358422
49,-16.513256,-16.543427,-34.872435
50,-16.500073,-16.526802,-34.407760
51,-16.485992,-16.510762,-33.946338
52,-16.474784,-16.495036,-33.509120
53,-16.463207,-16.478371,-33.084264
54,-16.451247,-16.462359,-32.673217
55,-16.437674,-16.446771,-32.271375
56,-16.425698,-16.432449,-31.875386
57,-16.413529,-16.419063,-31.489670
58,-16.401032,-16.405058,-31.123418
59,-16.388523,-16.390710,-30.750392
60,-16.376857,-16.377159,-30.382460
61,-16.365088,-16.363477,-30.042742
62,-16.352594,-16.349642,-29.712087
63,-16.340663,-16.336613,-29.405521
64,-16.328175,-16.323623,-29.082275
65,-16.316604,-16.310825,-28.748780
66,-16.306110,-16.298065,-28.418546
67,-16.295285,-16.285721,-28.106953
68,-16.284506,-16.273825,-27.792728
69,-16.273690,-16.262187,-27.496835
70,-16.262814,-16.250484,-27.196688
71,-16.250784,-16.238520,-26.913278
72,-16.240302,-16.226998,-26.644236
73,-16.230531,-16.215333,-26.377091
74,-16.219923,-16.202661,-26.133769
75,-16.208085,-16.191229,-25.892685
76,-16.197117,-16.179975,-25.644936
77,-16.186195,-16.169755,-25.401521
78,-16.176163,-16.159337,-25.169878
79,-16.166130,-16.148569,-24.947032
80,-16.155639,-16.138598,-24.727518
81,-16.145885,-16.127554,-24.504240
82,-16.135149,-16.116054,-24.283990
83,-16.124611,-16.106128,-24.084641
84,-16.113990,-16.095922,-23.887010
85,-16.103077,-16.086460,-23.696227
86,-16.092161,-16.076124,-23.514069
87,-16.080636,-16.066274,-23.342552
88,-16.069108,-16.055057,-23.175152
89,-16.058514,-16.044563,-23.012374
90,-16.048540,-16.034152,-22.847369
91,-16.038575,-16.023965,-22.680045
92,-16.029403,-16.014445,-22.521896
93,-16.019321,-16.004609,-22.364734
94,-16.008976,-15.995468,-22.201915
95,-15.998056,-15.985241,-22.039121
96,-15.987839,-15.975837,-21.887979
97,-15.978023,-15.967036,-21.742849
98,-15.968467,-15.958458,-21.598222
99,-15.958679,-15.950230,-21.454689
100,-15.948716,-15.941189,-21.311847
101,-15.938638,-15.931503,-21.168952
102,-15.929584,-15.922008,-21.028435
103,-15.920691,-15.912012,-20.895699
104,-15.910748,-15.903528,-20.768101
105,-15.900875,-15.895704,-20.643235
106,-15.890921,-15.886737,-20.517328
107,-15.881826,-15.877257,-20.397633
108,-15.873285,-15.868548,-20.284789
109,-15.865063,-15.859679,-20.177847
110,-15.856584,-15.851385,-20.071888
111,-15.848360,-15.843960,-19.968341
112,-15.840454,-15.835581,-19.861273
113,-15.831506,-15.826513,-19.756858
114,-15.823629,-15.816889,-19.652774
115,-15.815965,-15.808101,-19.556144
116,-15.807150,-15.800262,-19.464146
117,-15.798779,-15.791381,-19.366349
118,-15.789035,-15.782603,-19.276848
119,-15.780469,-15.773214,-19.190182
120,-15.772388,-15.764819,-19.098642
121,-15.763966,-15.756618,-19.012918
122,-15.755426,-15.748813,-18.932532
123,-15.747618,-15.740663,-18.855091
124,-15.738663,-15.732587,-18.774701
125,-15.730864,-15.723803,-18.696828
126,-15.724203,-15.715229,-18.620196
127,-15.716717,-15.707826,-18.546250
128,-15.709107,-15.700559,-18.472611
129,-15.701599,-15.692839,-18.399499
130,-15.692842,-15.684278,-18.329776
131,-15.685539,-15.675819,-18.264206
132,-15.676899,-15.668128,-18.198381
133,-15.668522,-15.660687,-18.134049
134,-15.660198,-15.653623,-18.071322
135,-15.652554,-15.646442,-18.010031
136,-15.644815,-15.639587,-17.949474
137,-15.636820,-15.633307,-17.891850
138,-15.630521,-15.627139,-17.836634
139,-15.623522,-15.621907,-17.784406
140,-15.616702,-15.615130,-17.730905
141,-15.609451,-15.607256,-17.683343
142,-15.602448,-15.599393,-17.633595
143,-15.595889,-15.591369,-17.583293
144,-15.587125,-15.583497,-17.533641
145,-15.578624,-15.576076,-17.486061
146,-15.570991,-15.568755,-17.442786
147,-15.563589,-15.561466,-17.396691
148,-15.556652,-15.554326,-17.351372
149,-15.550808,-15.546700,-17.307155
