Epoch,beta_max/4,beta_max,4beta_max
1,-14.165355,-14.829976,-59.484741
2,-14.119283,-14.692709,-57.822805
3,-14.057994,-14.567790,-56.240626
4,-13.978183,-14.454534,-54.731041
5,-13.881051,-14.349666,-53.308796
6,-13.773516,-14.251701,-51.944965
7,-13.666265,-14.159794,-50.632573
8,-13.568841,-14.074009,-49.373573
9,-13.492527,-13.994066,-48.172605
10,-13.436257,-13.919425,-47.014715
11,-13.395744,-13.850012,-45.902237
12,-13.366059,-13.785778,-44.834739
13,-13.343866,-13.725630,-43.795324
14,-13.326974,-13.669530,-42.789236
15,-13.312706,-13.618523,-41.820934
16,-13.300594,-13.572183,-40.900496
17,-13.289574,-13.529305,-40.000341
18,-13.279346,-13.489411,-39.138165
19,-13.269346,-13.453803,-38.312696
20,-13.260023,-13.421169,-37.500850
21,-13.250981,-13.390966,-36.728281
22,-13.242235,-13.363679,-35.975710
23,-13.233554,-13.338296,-35.250265
24,-13.225279,-13.315218,-34.555935
25,-13.217241,-13.293269,-33.883573
26,-13.209444,-13.273274,-33.233892
27,-13.201903,-13.254965,-32.600547
28,-13.194244,-13.237508,-31.999478
29,-13.186719,-13.220985,-31.419754
30,-13.179207,-13.205807,-30.836731
31,-13.171971,-13.191679,-30.281165
32,-13.165126,-13.178461,-29.748008
33,-13.157825,-13.165838,-29.239561
34,-13.150824,-13.153744,-28.736059
35,-13.144053,-13.142006,-28.249682
36,-13.137031,-13.130772,-27.776002
37,-13.130111,-13.120069,-27.315424
38,-13.123675,-13.109845,-26.876177
39,-13.117280,-13.100177,-26.454128
40,-13.111019,-13.091059,-26.045146
41,-13.104689,-13.082039,-25.647901
42,-13.098510,-13.073357,-25.258707
43,-13.092132,-13.064826,-24.882677
44,-13.085975,-13.056548,-24.524815
45,-13.079909,-13.048465,-24.178667
46,-13.073935,-13.040505,-23.840866
47,-13.068246,-13.032715,-23.517058
48,-13.062300,-13.025198,-23.205450
49,-13.056103,-13.017736,-22.901139
50,-13.050428,-13.010390,-22.599067
51,-13.044490,-13.003480,-22.308234
