#f"{alpha:.1f},{c:.3f},{beta:.1f},{abs(X[0,1]):.5e},{q[0,0]:.5f},{q[1,0]:.5f},{hq[0,0]:.5f},{hq[1,0]:.5f},{r[0,0]:.5f},{r[1,0]:.5f},{hr[0,0]:.5f},{hr[1,0]:.5f},{var:.5f},{fn:.5f}"
0.5,-0.001,0.1,6.50774e-10,0.00084,0.25058,0.00084,0.00001,1.00167,0.50058,0.00083,0.00334,0.99917,0.02119
0.5,-0.001,0.2,1.38938e-08,0.00340,0.25311,0.00337,0.00009,1.00674,0.50309,0.00335,0.01342,0.99667,0.02236
0.5,-0.001,0.3,7.47055e-08,0.00784,0.25739,0.00772,0.00047,1.01539,0.50731,0.00761,0.03046,0.99250,0.02440
0.5,-0.001,0.4,2.45000e-07,0.01444,0.26353,0.01405,0.00154,1.02794,0.51326,0.01369,0.05482,0.98668,0.02743
0.5,-0.001,0.5,6.18688e-07,0.02361,0.27168,0.02264,0.00394,1.04483,0.52099,0.02171,0.08707,0.97922,0.03164
0.5,-0.001,0.6,1.32737e-06,0.03596,0.28204,0.03384,0.00863,1.06670,0.53057,0.03183,0.12800,0.97018,0.03723
0.5,-0.001,0.7,2.54354e-06,0.05229,0.29483,0.04816,0.01708,1.09437,0.54202,0.04427,0.17875,0.95963,0.04446
0.5,-0.001,0.8,4.47449e-06,0.07371,0.31032,0.06620,0.03145,1.12887,0.55537,0.05924,0.24083,0.94772,0.05354
0.5,-0.001,0.9,7.33510e-06,0.10159,0.32872,0.08875,0.05486,1.17144,0.57054,0.07702,0.31629,0.93471,0.06444
0.5,-0.001,1.0,1.12854e-05,0.13763,0.35017,0.11672,0.09175,1.22348,0.58737,0.09789,0.40783,0.92093,0.07657
0.5,-0.001,1.1,1.63313e-05,0.18373,0.37462,0.15110,0.14821,1.28643,0.60555,0.12212,0.51886,0.90686,0.08802
0.5,-0.001,1.2,2.22241e-05,0.24178,0.40170,0.19281,0.23211,1.36157,0.62457,0.14990,0.65355,0.89302,0.09428
0.5,-0.001,1.3,2.84403e-05,0.31335,0.43071,0.24263,0.35304,1.44975,0.64379,0.18133,0.81669,0.87997,0.08609
0.5,-0.001,1.4,3.43042e-05,0.39936,0.46069,0.30098,0.52184,1.55126,0.66252,0.21642,1.01349,0.86813,0.04645
0.5,-0.001,1.5,3.92095e-05,0.49999,0.49054,0.36790,0.74998,1.66576,0.68013,0.25505,1.24932,0.85780,-0.05315
0.5,-0.001,1.6,4.27973e-05,0.61468,0.51929,0.44312,1.04906,1.79246,0.69617,0.29703,1.52957,0.84906,-0.25725
0.5,-0.001,1.7,4.49951e-05,0.74248,0.54620,0.52617,1.43051,1.93037,0.71040,0.34217,1.85959,0.84183,-0.63154
0.5,-0.001,1.8,4.59410e-05,0.88225,0.57085,0.61652,1.90565,2.07850,0.72275,0.39029,2.24478,0.83595,-1.26879
0.5,-0.001,1.9,4.58755e-05,1.03290,0.59306,0.71365,2.48585,2.23596,0.73333,0.44122,2.69060,0.83122,-2.29587
0.5,-0.001,2.0,4.50578e-05,1.19351,0.61285,0.81714,3.18269,2.40206,0.74227,0.49485,3.20275,0.82744,-3.88208
0.5,-0.001,2.1,4.37197e-05,1.36334,0.63036,0.92662,4.00822,2.57631,0.74980,0.55110,3.78718,0.82442,-6.24905
0.5,-0.001,2.2,4.20482e-05,1.54184,0.64577,1.04185,4.97500,2.75835,0.75609,0.60991,4.45014,0.82202,-9.68233
0.5,-0.001,2.3,4.01853e-05,1.72860,0.65932,1.16260,6.09619,2.94795,0.76134,0.67125,5.19823,0.82010,-14.54505
0.5,-0.001,2.4,3.82338e-05,1.92334,0.67123,1.28875,7.38564,3.14498,0.76572,0.73509,6.03837,0.81857,-21.29352
0.5,-0.001,2.5,3.62655e-05,2.12589,0.68169,1.42019,8.85786,3.34936,0.76937,0.80143,6.97784,0.81734,-30.49528
0.5,-0.001,2.6,3.43290e-05,2.33611,0.69091,1.55685,10.52807,3.56107,0.77241,0.87025,8.02429,0.81635,-42.84962
0.5,-0.001,2.7,3.24557e-05,2.55394,0.69904,1.69868,12.41216,3.78011,0.77495,0.94156,9.18567,0.81555,-59.21085
0.5,-0.001,2.8,3.06646e-05,2.77935,0.70624,1.84565,14.52674,4.00650,0.77707,1.01538,10.47031,0.81490,-80.61445
0.5,-0.001,2.9,2.89664e-05,3.01232,0.71263,1.99775,16.88906,4.24027,0.77885,1.09169,11.88688,0.81437,-108.30656
0.5,-0.001,3.0,2.73657e-05,3.25285,0.71832,2.15496,19.51708,4.48145,0.78034,1.17051,13.44435,0.81393,-143.77675
0.5,-0.001,3.1,2.58631e-05,3.50095,0.72340,2.31728,22.42942,4.73010,0.78160,1.25186,15.15207,0.81357,-188.79464
0.5,-0.001,3.2,2.44567e-05,3.75664,0.72795,2.48472,25.64536,4.98624,0.78265,1.33572,17.01969,0.81328,-245.45019
0.5,-0.001,3.3,2.31429e-05,4.01995,0.73203,2.65728,29.18484,5.24991,0.78354,1.42212,19.05719,0.81303,-316.19885
0.5,-0.001,3.4,2.19170e-05,4.29089,0.73572,2.83496,33.06848,5.52116,0.78429,1.51106,21.27488,0.81283,-403.91045
