Epoch,chi_Mean_0.25,chi_Mean_1.0,chi_Mean_4.0
1,-34.754752,-31.865607,-76.088243
2,-22.803627,-22.114213,-65.136384
3,-20.411681,-19.682171,-60.762358
4,-19.629137,-18.713989,-58.430059
5,-19.153662,-18.164891,-57.059436
6,-18.772004,-17.783127,-56.033416
7,-18.445485,-17.493150,-55.377915
8,-18.171183,-17.266847,-54.857935
9,-17.927916,-17.099204,-54.475914
10,-17.721608,-16.972923,-54.164664
11,-17.554004,-16.877428,-53.785887
12,-17.416510,-16.821041,-53.515042
13,-17.307451,-16.763552,-53.175139
14,-17.215630,-16.722597,-52.810420
15,-17.152691,-16.696479,-52.493510
16,-17.088241,-16.646073,-52.156225
17,-17.050313,-16.606338,-51.791724
18,-17.001886,-16.605191,-51.398000
19,-16.984157,-16.589278,-51.078123
20,-16.965094,-16.587066,-50.712850
21,-16.958133,-16.582709,-50.407776
22,-16.950378,-16.558689,-50.063032
23,-16.949041,-16.561615,-49.638649
24,-16.945702,-16.563012,-49.317518
25,-16.949817,-16.539178,-48.952025
26,-16.958510,-16.543300,-48.654909
27,-16.962516,-16.537893,-48.313591
28,-16.968117,-16.537842,-48.011713
29,-16.964748,-16.532625,-47.698025
30,-16.983580,-16.538890,-47.481027
31,-16.988519,-16.548905,-47.245902
32,-16.997532,-16.531299,-46.962532
33,-17.006514,-16.531384,-46.678083
34,-17.010953,-16.518184,-46.439597
35,-17.022408,-16.513026,-46.192618
36,-17.028403,-16.481873,-45.982862
37,-17.039812,-16.474865,-45.806637
38,-17.043171,-16.460844,-45.567564
39,-17.038796,-16.456088,-45.380204
40,-17.049851,-16.451431,-45.169159
41,-17.064773,-16.459950,-44.996397
42,-17.067857,-16.432054,-44.783744
43,-17.078513,-16.417814,-44.658629
44,-17.083970,-16.424502,-44.432991
45,-17.080881,-16.409427,-44.282531
46,-17.091130,-16.396402,-44.104940
47,-17.096134,-16.381721,-43.966773
48,-17.098930,-16.371008,-43.756195
49,-17.104574,-16.382404,-43.599154
50,-17.094918,-16.367847,-43.474253
51,-17.097080,-16.356449,-43.248843
52,-17.103235,-16.357380,-43.085858
53,-17.104200,-16.337150,-42.937353
54,-17.117523,-16.311380,-42.743951
55,-17.100798,-16.294413,-42.607137
56,-17.098153,-16.290278,-42.423199
57,-17.092031,-16.277474,-42.295694
58,-17.092371,-16.267399,-42.175915
59,-17.089943,-16.281158,-42.017130
60,-17.088741,-16.264777,-41.879432
61,-17.091672,-16.258176,-41.757432
62,-17.093434,-16.239605,-41.587549
63,-17.108814,-16.235723,-41.479938
64,-17.103841,-16.221320,-41.383517
65,-17.087742,-16.216210,-41.285623
66,-17.089365,-16.199607,-41.188208
67,-17.095891,-16.174683,-41.074354
68,-17.088971,-16.169248,-40.973361
69,-17.085500,-16.170201,-40.877517
