Epoch,beta_max/4,beta_max,4beta_max
406,-16.117343,-15.922868,-15.896644
407,-16.115479,-15.920877,-15.894266
408,-16.113561,-15.918181,-15.892159
409,-16.112055,-15.916154,-15.890459
410,-16.109813,-15.913715,-15.888387
411,-16.107825,-15.910978,-15.886508
412,-16.105882,-15.908952,-15.884658
413,-16.103747,-15.906195,-15.882639
414,-16.101467,-15.904240,-15.880127
415,-16.098935,-15.901893,-15.878436
416,-16.097050,-15.899867,-15.876555
417,-16.095104,-15.897721,-15.875180
418,-16.093257,-15.895896,-15.873606
419,-16.091414,-15.894019,-15.871396
420,-16.089189,-15.891963,-15.869446
421,-16.086796,-15.890022,-15.867420
422,-16.084681,-15.887856,-15.866007
423,-16.082773,-15.885499,-15.864777
424,-16.081153,-15.883369,-15.862951
425,-16.078968,-15.881369,-15.860710
426,-16.076883,-15.879537,-15.859977
427,-16.074258,-15.877365,-15.858742
428,-16.071919,-15.875570,-15.856608
429,-16.069390,-15.873457,-15.854114
430,-16.067672,-15.871070,-15.852243
431,-16.065089,-15.868706,-15.849808
432,-16.062870,-15.866868,-15.849136
433,-16.060539,-15.864611,-15.846801
434,-16.058695,-15.862779,-15.844853
435,-16.056894,-15.860962,-15.842596
436,-16.054747,-15.858705,-15.840827
437,-16.052403,-15.856617,-15.838981
438,-16.049913,-15.854211,-15.838047
439,-16.048139,-15.851936,-15.836472
440,-16.045932,-15.850914,-15.835065
441,-16.043690,-15.848790,-15.833015
442,-16.041610,-15.846431,-15.831459
443,-16.039385,-15.844652,-15.830293
444,-16.037153,-15.842516,-15.829233
445,-16.035121,-15.840442,-15.828000
446,-16.032841,-15.838717,-15.826811
447,-16.030868,-15.837149,-15.825780
448,-16.028632,-15.834811,-15.823968
449,-16.026309,-15.832716,-15.822843
450,-16.024550,-15.830421,-15.820984
451,-16.022493,-15.827918,-15.819236
452,-16.019938,-15.826140,-15.818124
453,-16.017708,-15.823504,-15.816663
454,-16.015878,-15.821866,-15.815598
455,-16.014265,-15.819817,-15.815052
456,-16.011737,-15.817567,-15.814562
457,-16.009504,-15.815870,-15.813834
458,-16.007806,-15.813101,-15.812224
459,-16.005564,-15.811154,-15.811171
460,-16.003764,-15.809158,-15.810637
461,-16.001481,-15.807392,-15.807886
462,-15.999321,-15.805477,-15.806906
463,-15.997339,-15.803633,-15.804961
464,-15.995056,-15.801513,-15.803473
465,-15.992882,-15.799277,-15.801327
466,-15.990718,-15.797653,-15.800628
467,-15.988816,-15.795643,-15.798997
468,-15.986905,-15.793079,-15.797808
469,-15.985265,-15.791091,-15.796180
470,-15.983121,-15.788750,-15.793835
471,-15.981895,-15.787276,-15.792408
472,-15.980572,-15.785376,-15.791758
473,-15.978866,-15.784014,-15.790986
474,-15.977406,-15.782393,-15.789779
475,-15.974706,-15.779971,-15.788481
476,-15.972523,-15.778211,-15.787464
477,-15.970660,-15.776947,-15.786274
478,-15.968106,-15.775193,-15.785336
479,-15.966385,-15.773204,-15.783769
480,-15.964052,-15.771542,-15.782549
481,-15.962378,-15.769890,-15.780875
482,-15.960315,-15.768505,-15.779319
483,-15.957733,-15.766989,-15.777644
484,-15.955779,-15.765403,-15.775633
485,-15.953697,-15.763303,-15.774356
486,-15.951594,-15.761035,-15.773538
487,-15.949633,-15.759208,-15.772976
488,-15.947667,-15.757124,-15.771997
489,-15.945558,-15.755521,-15.770698
490,-15.943287,-15.754250,-15.769085
491,-15.941651,-15.752445,-15.768609
492,-15.939754,-15.750530,-15.767239
493,-15.938270,-15.748648,-15.765278
494,-15.936210,-15.746825,-15.764105
495,-15.934097,-15.745317,-15.762751
496,-15.932358,-15.743453,-15.762497
497,-15.930466,-15.741509,-15.761953
498,-15.928389,-15.739976,-15.759946
499,-15.926715,-15.738227,-15.759640
500,-15.924464,-15.735680,-15.758645
501,-15.922749,-15.733675,-15.757801
502,-15.920357,-15.731563,-15.755467
503,-15.919161,-15.729314,-15.754898
504,-15.916840,-15.727500,-15.753840
505,-15.915092,-15.725788,-15.753343
506,-15.912483,-15.724124,-15.751663
507,-15.911076,-15.722210,-15.750441
508,-15.909639,-15.720069,-15.748582
509,-15.907106,-15.718378,-15.747423
510,-15.905321,-15.716620,-15.745446
511,-15.903507,-15.715226,-15.744283
512,-15.901700,-15.713593,-15.743346
513,-15.899811,-15.712580,-15.742594
514,-15.897666,-15.710368,-15.740491
515,-15.895916,-15.709660,-15.738946
516,-15.894416,-15.708471,-15.738331
517,-15.892110,-15.706773,-15.736736
518,-15.890713,-15.705416,-15.736227
519,-15.888759,-15.703281,-15.735286
520,-15.886701,-15.702102,-15.734712
521,-15.885076,-15.700380,-15.732699
522,-15.883223,-15.698128,-15.731628
523,-15.881113,-15.696184,-15.730228
524,-15.879296,-15.695156,-15.730441
525,-15.877594,-15.692647,-15.729703
526,-15.876358,-15.690778,-15.728144
527,-15.874820,-15.688736,-15.727222
528,-15.872744,-15.687578,-15.726148
529,-15.871146,-15.685345,-15.726074
530,-15.868770,-15.682778,-15.724185
531,-15.866948,-15.681278,-15.722562
532,-15.864906,-15.679363,-15.723214
533,-15.862821,-15.678029,-15.721891
534,-15.861363,-15.675899,-15.720310
535,-15.860387,-15.674440,-15.718189
536,-15.858527,-15.672691,-15.716400
537,-15.856276,-15.671070,-15.715977
538,-15.854355,-15.669491,-15.715159
539,-15.852848,-15.667121,-15.713276
540,-15.850720,-15.665286,-15.712377
541,-15.848379,-15.663679,-15.711006
542,-15.846415,-15.662148,-15.710018
543,-15.844805,-15.661161,-15.709481
544,-15.843019,-15.659153,-15.707854
545,-15.840974,-15.658547,-15.706655
546,-15.839070,-15.656843,-15.705725
547,-15.837213,-15.655125,-15.703730
548,-15.835233,-15.653331,-15.702503
549,-15.833412,-15.652276,-15.701433
550,-15.831433,-15.650805,-15.699749
551,-15.829346,-15.649212,-15.699634
552,-15.827173,-15.647309,-15.698803
553,-15.825850,-15.645882,-15.698112
554,-15.823965,-15.644320,-15.697055
555,-15.822058,-15.643911,-15.696069
556,-15.819917,-15.641901,-15.695532
557,-15.818163,-15.639986,-15.693632
558,-15.816137,-15.638255,-15.692259
559,-15.814428,-15.636253,-15.691859
560,-15.812687,-15.634852,-15.689964
561,-15.811047,-15.632833,-15.690170
562,-15.809460,-15.630459,-15.688920
563,-15.808334,-15.628985,-15.687516
564,-15.805915,-15.627731,-15.686511
565,-15.804404,-15.626060,-15.685390
566,-15.802573,-15.624228,-15.683887
567,-15.800363,-15.622276,-15.681578
568,-15.798669,-15.621046,-15.680747
569,-15.796683,-15.619381,-15.679427
570,-15.795177,-15.617677,-15.678601
571,-15.794258,-15.615750,-15.678124
572,-15.792494,-15.614272,-15.676172
573,-15.790574,-15.613404,-15.675242
574,-15.789224,-15.611438,-15.674083
575,-15.786567,-15.610777,-15.672965
576,-15.784972,-15.609185,-15.671470
577,-15.783588,-15.607392,-15.670221
578,-15.781850,-15.605568,-15.669792
579,-15.780314,-15.603323,-15.668426
580,-15.778591,-15.601908,-15.667646
581,-15.777873,-15.599896,-15.667323
582,-15.776445,-15.598804,-15.666894
583,-15.775127,-15.597508,-15.666085
584,-15.773594,-15.595989,-15.665083
585,-15.771609,-15.594607,-15.663485
586,-15.770007,-15.592808,-15.663876
587,-15.768694,-15.591313,-15.662577
588,-15.766703,-15.589540,-15.661421
589,-15.765508,-15.587836,-15.660292
590,-15.764056,-15.585895,-15.659443
591,-15.762445,-15.583526,-15.657205
592,-15.760977,-15.581989,-15.655750
593,-15.759255,-15.580328,-15.654740
594,-15.757593,-15.579040,-15.653300
