Epoch,beta_max/4,beta_max,4beta_max
1,-18.434449,-19.823466,-138.557969
2,-18.425020,-19.679008,-124.448740
3,-18.414678,-19.545395,-113.603417
4,-18.403918,-19.418752,-104.655352
5,-18.392721,-19.303299,-97.144932
6,-18.381060,-19.191440,-90.412131
7,-18.368271,-19.088527,-84.686293
8,-18.354697,-18.991049,-79.656305
9,-18.340966,-18.898549,-75.035088
10,-18.326146,-18.807615,-70.881634
11,-18.310512,-18.723126,-67.215803
12,-18.293450,-18.639659,-63.917480
13,-18.276491,-18.563011,-60.912521
14,-18.258224,-18.488304,-58.183362
15,-18.237853,-18.423143,-55.702554
16,-18.217137,-18.356776,-53.375687
17,-18.196251,-18.297986,-51.261546
18,-18.173201,-18.237443,-49.252543
19,-18.149874,-18.179297,-47.383968
20,-18.125347,-18.125204,-45.614003
21,-18.099912,-18.074554,-44.006551
22,-18.074325,-18.023088,-42.512492
23,-18.045602,-17.976220,-41.090099
24,-18.016181,-17.930015,-39.836453
25,-17.987308,-17.886000,-38.602475
26,-17.957718,-17.845603,-37.474851
27,-17.928073,-17.806307,-36.376364
28,-17.896460,-17.769025,-35.347072
29,-17.863425,-17.732767,-34.432499
30,-17.831122,-17.699582,-33.549637
31,-17.797684,-17.667614,-32.732268
32,-17.764805,-17.635802,-31.933375
33,-17.731290,-17.604248,-31.169228
34,-17.698961,-17.573558,-30.487087
35,-17.666082,-17.544679,-29.830773
36,-17.633645,-17.519296,-29.206929
37,-17.602151,-17.494813,-28.601815
38,-17.570643,-17.471732,-28.049004
39,-17.539805,-17.447668,-27.531677
40,-17.511403,-17.424636,-27.019619
41,-17.482906,-17.402077,-26.557816
42,-17.456473,-17.382199,-26.102864
43,-17.434078,-17.363894,-25.696420
44,-17.409725,-17.344931,-25.289605
45,-17.389885,-17.326212,-24.909258
46,-17.370438,-17.308357,-24.546974
47,-17.349799,-17.290791,-24.190040
48,-17.329984,-17.271740,-23.878091
49,-17.314003,-17.254659,-23.552332
50,-17.299615,-17.238484,-23.259135
51,-17.282851,-17.222628,-22.980957
52,-17.268284,-17.208264,-22.703443
53,-17.252604,-17.191973,-22.443045
54,-17.238890,-17.177766,-22.209839
55,-17.226767,-17.163412,-21.982280
56,-17.212566,-17.148308,-21.747681
57,-17.201654,-17.134499,-21.534195
58,-17.192498,-17.121773,-21.336899
59,-17.182932,-17.109022,-21.147108
60,-17.175292,-17.096194,-20.952954
61,-17.166086,-17.083732,-20.779289
62,-17.156511,-17.071739,-20.602400
63,-17.148789,-17.059718,-20.436560
64,-17.142058,-17.047067,-20.282530
65,-17.134515,-17.035814,-20.130168
66,-17.126611,-17.024888,-19.982748
67,-17.118858,-17.014436,-19.844964
68,-17.110977,-17.003163,-19.715887
69,-17.103142,-16.993096,-19.582612
70,-17.096201,-16.982599,-19.460729
71,-17.089183,-16.972051,-19.347949
72,-17.082677,-16.961939,-19.231260
73,-17.076336,-16.952457,-19.114822
74,-17.069907,-16.943233,-19.012609
75,-17.063620,-16.933084,-18.913574
76,-17.056711,-16.923798,-18.815213
77,-17.050943,-16.915255,-18.722457
78,-17.044298,-16.906779,-18.631090
79,-17.038029,-16.897175,-18.540533
80,-17.032074,-16.889156,-18.454479
81,-17.024987,-16.880312,-18.369743
82,-17.019266,-16.872440,-18.285474
83,-17.012871,-16.863655,-18.210654
84,-17.006584,-16.855035,-18.135941
85,-17.000142,-16.847456,-18.062652
86,-16.994403,-16.839340,-17.989833
87,-16.988785,-16.830974,-17.923231
88,-16.982236,-16.823415,-17.856794
89,-16.976220,-16.814781,-17.798163
90,-16.971224,-16.807035,-17.739316
91,-16.965040,-16.799619,-17.685945
92,-16.958656,-16.792061,-17.631598
93,-16.952820,-16.784471,-17.580927
94,-16.946250,-16.776933,-17.531040
